product_id,product_name,unit_price,product_category,supplier_name,supplier_id,order_date,order_quantity,order_status,delivery_date,cogs,inventory_level,reorder_level,lead_time_days,stockout_flag,inventory_valuation
P000307,WholeFoods Cheese,21.1,Groceries,MetroTrade S00307,S00307,2024-05-31,100,Placed,2024-06-06,13.32,786,56,6,0,10469.52
P000307,WholeFoods Cheese,21.1,Groceries,MetroTrade S00307,S00307,2024-06-30,100,Placed,2024-07-06,13.41,881,56,6,0,11814.21
P000307,WholeFoods Cheese,21.1,Groceries,MetroTrade S00307,S00307,2024-07-31,100,In Transit,2024-08-06,11.42,976,56,6,0,11145.92
P000307,WholeFoods Cheese,21.1,Groceries,MetroTrade S00307,S00307,2024-08-31,100,Delivered,2024-09-06,11.99,1074,56,6,0,12877.26
P000307,WholeFoods Cheese,21.1,Groceries,MetroTrade S00307,S00307,2024-09-30,100,Delivered,2024-10-06,11.27,1174,56,6,0,13230.98
P000307,WholeFoods Cheese,21.1,Groceries,MetroTrade S00307,S00307,2024-10-31,100,Placed,2024-11-06,13.59,1269,56,6,0,17245.71
P000307,WholeFoods Cheese,21.1,Groceries,MetroTrade S00307,S00307,2024-11-30,100,Delivered,2024-12-06,15.29,1360,56,6,0,20794.4
P000307,WholeFoods Cheese,21.1,Groceries,MetroTrade S00307,S00307,2024-12-31,100,In Transit,2025-01-06,15.69,1455,56,6,0,22828.95
P000308,Pandora Watch,4432.1,Jewelry,MetroTrade S00308,S00308,2024-01-31,158,In Transit,2024-02-07,2771.7,415,88,7,0,1150255.5
P000308,Pandora Watch,4432.1,Jewelry,MetroTrade S00308,S00308,2024-02-29,158,Placed,2024-03-07,2767.28,573,88,7,0,1585651.44
P000308,Pandora Watch,4432.1,Jewelry,MetroTrade S00308,S00308,2024-03-31,158,Placed,2024-04-07,2467.1,729,88,7,0,1798515.9
P000308,Pandora Watch,4432.1,Jewelry,MetroTrade S00308,S00308,2024-04-30,158,In Transit,2024-05-07,2551.09,886,88,7,0,2260265.74
P000308,Pandora Watch,4432.1,Jewelry,MetroTrade S00308,S00308,2024-05-31,158,In Transit,2024-06-07,3283.08,1044,88,7,0,3427535.52
P000308,Pandora Watch,4432.1,Jewelry,MetroTrade S00308,S00308,2024-06-30,158,Placed,2024-07-07,3035.46,1201,88,7,0,3645587.46
P000308,Pandora Watch,4432.1,Jewelry,MetroTrade S00308,S00308,2024-07-31,158,In Transit,2024-08-07,3231.34,1358,88,7,0,4388159.72
P000308,Pandora Watch,4432.1,Jewelry,MetroTrade S00308,S00308,2024-08-31,158,Placed,2024-09-07,2848.94,1515,88,7,0,4316144.1
P000308,Pandora Watch,4432.1,Jewelry,MetroTrade S00308,S00308,2024-09-30,158,Placed,2024-10-07,2958.98,1673,88,7,0,4950373.54
P000308,Pandora Watch,4432.1,Jewelry,MetroTrade S00308,S00308,2024-10-31,158,Delivered,2024-11-07,2570.59,1831,88,7,0,4706750.29
P000308,Pandora Watch,4432.1,Jewelry,MetroTrade S00308,S00308,2024-11-30,158,Delivered,2024-12-07,3228.69,1989,88,7,0,6421864.41
P000308,Pandora Watch,4432.1,Jewelry,MetroTrade S00308,S00308,2024-12-31,158,Placed,2025-01-07,2432.22,2146,88,7,0,5219544.12
P000309,WholeFoods Cereal,50.0,Groceries,GlobalSupply S00309,S00309,2024-01-31,75,Delivered,2024-02-13,25.14,310,42,13,0,7793.4
P000309,WholeFoods Cereal,50.0,Groceries,GlobalSupply S00309,S00309,2024-02-29,75,Delivered,2024-03-13,27.07,380,42,13,0,10286.6
P000309,WholeFoods Cereal,50.0,Groceries,GlobalSupply S00309,S00309,2024-03-31,75,Delivered,2024-04-13,35.57,450,42,13,0,16006.5
P000309,WholeFoods Cereal,50.0,Groceries,GlobalSupply S00309,S00309,2024-04-30,75,Delivered,2024-05-13,25.07,520,42,13,0,13036.4
P000309,WholeFoods Cereal,50.0,Groceries,GlobalSupply S00309,S00309,2024-05-31,75,Placed,2024-06-13,26.37,590,42,13,0,15558.3
P000309,WholeFoods Cereal,50.0,Groceries,GlobalSupply S00309,S00309,2024-06-30,75,Delivered,2024-07-13,26.04,656,42,13,0,17082.24
P000309,WholeFoods Cereal,50.0,Groceries,GlobalSupply S00309,S00309,2024-07-31,75,In Transit,2024-08-13,29.88,715,42,13,0,21364.2
P000309,WholeFoods Cereal,50.0,Groceries,GlobalSupply S00309,S00309,2024-08-31,75,Delivered,2024-09-13,27.61,770,42,13,0,21259.7
P000309,WholeFoods Cereal,50.0,Groceries,GlobalSupply S00309,S00309,2024-09-30,75,Placed,2024-10-13,31.46,837,42,13,0,26332.02
P000309,WholeFoods Cereal,50.0,Groceries,GlobalSupply S00309,S00309,2024-10-31,75,Delivered,2024-11-13,33.57,910,42,13,0,30548.7
P000309,WholeFoods Cereal,50.0,Groceries,GlobalSupply S00309,S00309,2024-11-30,75,Delivered,2024-12-13,29.38,973,42,13,0,28586.74
P000309,WholeFoods Cereal,50.0,Groceries,GlobalSupply S00309,S00309,2024-12-31,75,Delivered,2025-01-13,28.33,1041,42,13,0,29491.53
P000310,GenericBrandA Water Bottle,250.0,Misc,FastSource S00310,S00310,2024-01-31,64,Delivered,2024-02-12,143.43,259,36,12,0,37148.37
P000310,GenericBrandA Water Bottle,250.0,Misc,FastSource S00310,S00310,2024-02-29,64,In Transit,2024-03-12,149.33,323,36,12,0,48233.59
P000310,GenericBrandA Water Bottle,250.0,Misc,FastSource S00310,S00310,2024-03-31,64,Delivered,2024-04-12,147.34,387,36,12,0,57020.58
P000310,GenericBrandA Water Bottle,250.0,Misc,FastSource S00310,S00310,2024-04-30,64,Delivered,2024-05-12,154.1,448,36,12,0,69036.8
P000310,GenericBrandA Water Bottle,250.0,Misc,FastSource S00310,S00310,2024-05-31,64,In Transit,2024-06-12,144.11,512,36,12,0,73784.32
P000310,GenericBrandA Water Bottle,250.0,Misc,FastSource S00310,S00310,2024-06-30,64,Placed,2024-07-12,125.94,572,36,12,0,72037.68
P000310,GenericBrandA Water Bottle,250.0,Misc,FastSource S00310,S00310,2024-07-31,64,Delivered,2024-08-12,158.67,635,36,12,0,100755.45
P000310,GenericBrandA Water Bottle,250.0,Misc,FastSource S00310,S00310,2024-08-31,64,Placed,2024-09-12,171.1,698,36,12,0,119427.8
P000310,GenericBrandA Water Bottle,250.0,Misc,FastSource S00310,S00310,2024-09-30,64,In Transit,2024-10-12,160.29,762,36,12,0,122140.98
P000310,GenericBrandA Water Bottle,250.0,Misc,FastSource S00310,S00310,2024-10-31,64,Placed,2024-11-12,155.71,826,36,12,0,128616.46
P000310,GenericBrandA Water Bottle,250.0,Misc,FastSource S00310,S00310,2024-11-30,64,In Transit,2024-12-12,144.85,889,36,12,0,128771.65
P000310,GenericBrandA Water Bottle,250.0,Misc,FastSource S00310,S00310,2024-12-31,64,Placed,2025-01-12,169.91,950,36,12,0,161414.5
P000311,Under Armour Dress,159.59,Fashion,PrimeSupplies S00311,S00311,2024-01-31,19,Placed,2024-02-05,116.19,88,11,5,0,10224.72
P000311,Under Armour Dress,159.59,Fashion,PrimeSupplies S00311,S00311,2024-02-29,19,Delivered,2024-03-05,116.02,102,11,5,0,11834.04
P000311,Under Armour Dress,159.59,Fashion,PrimeSupplies S00311,S00311,2024-03-31,19,Placed,2024-04-05,84.11,116,11,5,0,9756.76
P000311,Under Armour Dress,159.59,Fashion,PrimeSupplies S00311,S00311,2024-04-30,19,In Transit,2024-05-05,110.27,131,11,5,0,14445.37
P000311,Under Armour Dress,159.59,Fashion,PrimeSupplies S00311,S00311,2024-05-31,19,In Transit,2024-06-05,105.59,149,11,5,0,15732.91
P000311,Under Armour Dress,159.59,Fashion,PrimeSupplies S00311,S00311,2024-06-30,19,Placed,2024-07-05,100.75,168,11,5,0,16926.0
P000311,Under Armour Dress,159.59,Fashion,PrimeSupplies S00311,S00311,2024-07-31,19,Delivered,2024-08-05,119.39,182,11,5,0,21728.98
P000311,Under Armour Dress,159.59,Fashion,PrimeSupplies S00311,S00311,2024-08-31,19,Delivered,2024-09-05,115.11,201,11,5,0,23137.11
P000311,Under Armour Dress,159.59,Fashion,PrimeSupplies S00311,S00311,2024-09-30,19,In Transit,2024-10-05,102.86,214,11,5,0,22012.04
P000311,Under Armour Dress,159.59,Fashion,PrimeSupplies S00311,S00311,2024-10-31,19,Delivered,2024-11-05,80.69,228,11,5,0,18397.32
P000311,Under Armour Dress,159.59,Fashion,PrimeSupplies S00311,S00311,2024-11-30,19,Delivered,2024-12-05,105.94,241,11,5,0,25531.54
P000311,Under Armour Dress,159.59,Fashion,PrimeSupplies S00311,S00311,2024-12-31,19,Placed,2025-01-05,83.66,258,11,5,0,21584.28
P000312,Husqvarna Pruner,145.29,Garden,GlobalSupply S00312,S00312,2024-01-31,48,Placed,2024-02-09,87.74,149,27,9,0,13073.26
P000312,Husqvarna Pruner,145.29,Garden,GlobalSupply S00312,S00312,2024-02-29,48,Delivered,2024-03-09,80.54,195,27,9,0,15705.3
P000312,Husqvarna Pruner,145.29,Garden,GlobalSupply S00312,S00312,2024-03-31,48,Delivered,2024-04-09,89.23,242,27,9,0,21593.66
P000312,Husqvarna Pruner,145.29,Garden,GlobalSupply S00312,S00312,2024-04-30,48,Delivered,2024-05-09,97.94,288,27,9,0,28206.72
P000312,Husqvarna Pruner,145.29,Garden,GlobalSupply S00312,S00312,2024-05-31,48,In Transit,2024-06-09,99.01,336,27,9,0,33267.36
P000312,Husqvarna Pruner,145.29,Garden,GlobalSupply S00312,S00312,2024-06-30,48,Placed,2024-07-09,101.56,384,27,9,0,38999.04
P000312,Husqvarna Pruner,145.29,Garden,GlobalSupply S00312,S00312,2024-07-31,48,Delivered,2024-08-09,106.36,432,27,9,0,45947.52
P000312,Husqvarna Pruner,145.29,Garden,GlobalSupply S00312,S00312,2024-08-31,48,Placed,2024-09-09,74.02,479,27,9,0,35455.58
P000312,Husqvarna Pruner,145.29,Garden,GlobalSupply S00312,S00312,2024-09-30,48,Placed,2024-10-09,86.1,524,27,9,0,45116.4
P000312,Husqvarna Pruner,145.29,Garden,GlobalSupply S00312,S00312,2024-10-31,48,Placed,2024-11-09,84.79,572,27,9,0,48499.88
P000312,Husqvarna Pruner,145.29,Garden,GlobalSupply S00312,S00312,2024-11-30,48,Delivered,2024-12-09,93.03,619,27,9,0,57585.57
P000312,Husqvarna Pruner,145.29,Garden,GlobalSupply S00312,S00312,2024-12-31,48,Placed,2025-01-09,92.29,667,27,9,0,61557.43
P000313,Whirlpool Toaster,2500.0,Appliances,GlobalSupply S00313,S00313,2024-01-31,84,Delivered,2024-02-12,1367.01,216,47,12,0,295274.16
P000313,Whirlpool Toaster,2500.0,Appliances,GlobalSupply S00313,S00313,2024-02-29,84,Placed,2024-03-12,1713.53,296,47,12,0,507204.88
P000313,Whirlpool Toaster,2500.0,Appliances,GlobalSupply S00313,S00313,2024-03-31,84,Delivered,2024-04-12,1825.02,375,47,12,0,684382.5
P000313,Whirlpool Toaster,2500.0,Appliances,GlobalSupply S00313,S00313,2024-04-30,84,Delivered,2024-05-12,1813.33,451,47,12,0,817811.83
P000313,Whirlpool Toaster,2500.0,Appliances,GlobalSupply S00313,S00313,2024-05-31,84,Placed,2024-06-12,1551.34,530,47,12,0,822210.2
P000313,Whirlpool Toaster,2500.0,Appliances,GlobalSupply S00313,S00313,2024-06-30,84,Placed,2024-07-12,1798.63,609,47,12,0,1095365.67
P000313,Whirlpool Toaster,2500.0,Appliances,GlobalSupply S00313,S00313,2024-07-31,84,Delivered,2024-08-12,1416.11,690,47,12,0,977115.9
P000313,Whirlpool Toaster,2500.0,Appliances,GlobalSupply S00313,S00313,2024-08-31,84,In Transit,2024-09-12,1538.07,770,47,12,0,1184313.9
P000313,Whirlpool Toaster,2500.0,Appliances,GlobalSupply S00313,S00313,2024-09-30,84,Delivered,2024-10-12,1647.65,851,47,12,0,1402150.15
P000313,Whirlpool Toaster,2500.0,Appliances,GlobalSupply S00313,S00313,2024-10-31,84,Placed,2024-11-12,1606.27,931,47,12,0,1495437.37
P000313,Whirlpool Toaster,2500.0,Appliances,GlobalSupply S00313,S00313,2024-11-30,84,Delivered,2024-12-12,1312.17,1011,47,12,0,1326603.87
P000313,Whirlpool Toaster,2500.0,Appliances,GlobalSupply S00313,S00313,2024-12-31,84,Placed,2025-01-12,1675.56,1089,47,12,0,1824684.84
P000314,Levi's Bag,10.0,Fashion,GlobalSupply S00314,S00314,2024-01-31,48,Placed,2024-02-10,6.5,186,27,10,0,1209.0
P000314,Levi's Bag,10.0,Fashion,GlobalSupply S00314,S00314,2024-02-29,48,In Transit,2024-03-10,7.26,223,27,10,0,1618.98
P000314,Levi's Bag,10.0,Fashion,GlobalSupply S00314,S00314,2024-03-31,48,In Transit,2024-04-10,5.41,262,27,10,0,1417.42
P000314,Levi's Bag,10.0,Fashion,GlobalSupply S00314,S00314,2024-04-30,48,Placed,2024-05-10,5.97,302,27,10,0,1802.94
P000314,Levi's Bag,10.0,Fashion,GlobalSupply S00314,S00314,2024-05-31,48,Delivered,2024-06-10,7.32,339,27,10,0,2481.48
P000314,Levi's Bag,10.0,Fashion,GlobalSupply S00314,S00314,2024-06-30,48,In Transit,2024-07-10,6.29,368,27,10,0,2314.72
P000314,Levi's Bag,10.0,Fashion,GlobalSupply S00314,S00314,2024-07-31,48,Delivered,2024-08-10,6.49,408,27,10,0,2647.92
P000314,Levi's Bag,10.0,Fashion,GlobalSupply S00314,S00314,2024-08-31,48,Delivered,2024-09-10,5.66,451,27,10,0,2552.66
P000314,Levi's Bag,10.0,Fashion,GlobalSupply S00314,S00314,2024-09-30,48,Delivered,2024-10-10,5.99,489,27,10,0,2929.11
P000314,Levi's Bag,10.0,Fashion,GlobalSupply S00314,S00314,2024-10-31,48,Delivered,2024-11-10,5.12,519,27,10,0,2657.28
P000314,Levi's Bag,10.0,Fashion,GlobalSupply S00314,S00314,2024-11-30,48,Placed,2024-12-10,5.14,555,27,10,0,2852.7
P000314,Levi's Bag,10.0,Fashion,GlobalSupply S00314,S00314,2024-12-31,48,Delivered,2025-01-10,5.39,592,27,10,0,3190.88
P000315,Dell Headphones,1072.89,Electronics,GlobalSupply S00315,S00315,2024-01-31,15,In Transit,2024-02-05,688.47,25,5,5,0,17211.75
P000315,Dell Headphones,1072.89,Electronics,GlobalSupply S00315,S00315,2024-02-29,17,In Transit,2024-03-05,755.83,30,5,5,0,22674.9
P000315,Dell Headphones,1072.89,Electronics,GlobalSupply S00315,S00315,2024-03-31,20,In Transit,2024-04-05,671.93,35,5,5,0,23517.55
P000315,Dell Headphones,1072.89,Electronics,GlobalSupply S00315,S00315,2024-04-30,13,Delivered,2024-05-05,785.35,40,5,5,0,31414.0
P000315,Dell Headphones,1072.89,Electronics,GlobalSupply S00315,S00315,2024-05-31,21,Delivered,2024-06-05,563.42,45,5,5,0,25353.9
P000315,Dell Headphones,1072.89,Electronics,GlobalSupply S00315,S00315,2024-06-30,19,Delivered,2024-07-05,657.27,50,5,5,0,32863.5
P000315,Dell Headphones,1072.89,Electronics,GlobalSupply S00315,S00315,2024-07-31,21,In Transit,2024-08-05,622.12,55,5,5,0,34216.6
P000315,Dell Headphones,1072.89,Electronics,GlobalSupply S00315,S00315,2024-08-31,19,Placed,2024-09-05,607.37,60,5,5,0,36442.2
P000315,Dell Headphones,1072.89,Electronics,GlobalSupply S00315,S00315,2024-09-30,19,In Transit,2024-10-05,665.34,65,5,5,0,43247.1
P000315,Dell Headphones,1072.89,Electronics,GlobalSupply S00315,S00315,2024-10-31,15,In Transit,2024-11-05,544.63,70,5,5,0,38124.1
P000315,Dell Headphones,1072.89,Electronics,GlobalSupply S00315,S00315,2024-11-30,16,In Transit,2024-12-05,609.15,75,5,5,0,45686.25
P000315,Dell Headphones,1072.89,Electronics,GlobalSupply S00315,S00315,2024-12-31,14,In Transit,2025-01-05,735.83,80,5,5,0,58866.4
P000316,Staples Notebook,55.1,Office Supplies,PrimeSupplies S00316,S00316,2024-01-31,50,Placed,2024-02-08,31.54,148,28,8,0,4667.92
P000316,Staples Notebook,55.1,Office Supplies,PrimeSupplies S00316,S00316,2024-02-29,50,Delivered,2024-03-08,40.5,198,28,8,0,8019.0
P000316,Staples Notebook,55.1,Office Supplies,PrimeSupplies S00316,S00316,2024-03-31,50,Delivered,2024-04-08,31.46,246,28,8,0,7739.16
P000316,Staples Notebook,55.1,Office Supplies,PrimeSupplies S00316,S00316,2024-04-30,50,Placed,2024-05-08,36.31,294,28,8,0,10675.14
P000316,Staples Notebook,55.1,Office Supplies,PrimeSupplies S00316,S00316,2024-05-31,50,In Transit,2024-06-08,35.99,343,28,8,0,12344.57
P000316,Staples Notebook,55.1,Office Supplies,PrimeSupplies S00316,S00316,2024-06-30,50,Delivered,2024-07-08,35.95,392,28,8,0,14092.4
P000316,Staples Notebook,55.1,Office Supplies,PrimeSupplies S00316,S00316,2024-07-31,50,In Transit,2024-08-08,36.02,441,28,8,0,15884.82
P000316,Staples Notebook,55.1,Office Supplies,PrimeSupplies S00316,S00316,2024-08-31,50,Placed,2024-09-08,34.09,490,28,8,0,16704.1
P000316,Staples Notebook,55.1,Office Supplies,PrimeSupplies S00316,S00316,2024-09-30,50,Delivered,2024-10-08,32.39,539,28,8,0,17458.21
P000316,Staples Notebook,55.1,Office Supplies,PrimeSupplies S00316,S00316,2024-10-31,50,Placed,2024-11-08,30.42,586,28,8,0,17826.12
P000316,Staples Notebook,55.1,Office Supplies,PrimeSupplies S00316,S00316,2024-11-30,50,In Transit,2024-12-08,37.94,635,28,8,0,24091.9
P000316,Staples Notebook,55.1,Office Supplies,PrimeSupplies S00316,S00316,2024-12-31,50,Placed,2025-01-08,29.4,682,28,8,0,20050.8
P000317,Pampers Pacifier,200.0,Baby,GlobalSupply S00317,S00317,2024-01-31,106,Delivered,2024-02-06,111.96,330,59,6,0,36946.8
P000317,Pampers Pacifier,200.0,Baby,GlobalSupply S00317,S00317,2024-02-29,106,In Transit,2024-03-06,109.12,432,59,6,0,47139.84
P000317,Pampers Pacifier,200.0,Baby,GlobalSupply S00317,S00317,2024-03-31,106,In Transit,2024-04-06,112.99,537,59,6,0,60675.63
P000317,Pampers Pacifier,200.0,Baby,GlobalSupply S00317,S00317,2024-04-30,106,Delivered,2024-05-06,130.25,642,59,6,0,83620.5
P000317,Pampers Pacifier,200.0,Baby,GlobalSupply S00317,S00317,2024-05-31,106,In Transit,2024-06-06,125.43,745,59,6,0,93445.35
P000317,Pampers Pacifier,200.0,Baby,GlobalSupply S00317,S00317,2024-06-30,106,Delivered,2024-07-06,118.45,849,59,6,0,100564.05
P000317,Pampers Pacifier,200.0,Baby,GlobalSupply S00317,S00317,2024-07-31,106,Delivered,2024-08-06,129.75,951,59,6,0,123392.25
P000317,Pampers Pacifier,200.0,Baby,GlobalSupply S00317,S00317,2024-08-31,106,Placed,2024-09-06,113.55,1055,59,6,0,119795.25
P000317,Pampers Pacifier,200.0,Baby,GlobalSupply S00317,S00317,2024-09-30,106,In Transit,2024-10-06,105.03,1158,59,6,0,121624.74
P000317,Pampers Pacifier,200.0,Baby,GlobalSupply S00317,S00317,2024-10-31,106,In Transit,2024-11-06,124.9,1264,59,6,0,157873.6
P000317,Pampers Pacifier,200.0,Baby,GlobalSupply S00317,S00317,2024-11-30,106,In Transit,2024-12-06,147.41,1366,59,6,0,201362.06
P000317,Pampers Pacifier,200.0,Baby,GlobalSupply S00317,S00317,2024-12-31,106,Delivered,2025-01-06,140.0,1470,59,6,0,205800.0
P000318,L'Oreal Mascara,102.48,Beauty,MetroTrade S00318,S00318,2024-01-31,75,In Transit,2024-02-11,55.15,255,42,11,0,14063.25
P000318,L'Oreal Mascara,102.48,Beauty,MetroTrade S00318,S00318,2024-02-29,75,Delivered,2024-03-11,67.75,324,42,11,0,21951.0
P000318,L'Oreal Mascara,102.48,Beauty,MetroTrade S00318,S00318,2024-03-31,75,In Transit,2024-04-11,63.86,394,42,11,0,25160.84
P000318,L'Oreal Mascara,102.48,Beauty,MetroTrade S00318,S00318,2024-04-30,75,In Transit,2024-05-11,54.75,462,42,11,0,25294.5
P000318,L'Oreal Mascara,102.48,Beauty,MetroTrade S00318,S00318,2024-05-31,75,In Transit,2024-06-11,67.36,534,42,11,0,35970.24
P000318,L'Oreal Mascara,102.48,Beauty,MetroTrade S00318,S00318,2024-06-30,75,Placed,2024-07-11,61.92,605,42,11,0,37461.6
P000318,L'Oreal Mascara,102.48,Beauty,MetroTrade S00318,S00318,2024-07-31,75,Placed,2024-08-11,73.71,676,42,11,0,49827.96
P000318,L'Oreal Mascara,102.48,Beauty,MetroTrade S00318,S00318,2024-08-31,75,Delivered,2024-09-11,64.29,749,42,11,0,48153.21
P000318,L'Oreal Mascara,102.48,Beauty,MetroTrade S00318,S00318,2024-09-30,75,In Transit,2024-10-11,54.71,818,42,11,0,44752.78
P000318,L'Oreal Mascara,102.48,Beauty,MetroTrade S00318,S00318,2024-10-31,75,Delivered,2024-11-11,61.76,890,42,11,0,54966.4
P000318,L'Oreal Mascara,102.48,Beauty,MetroTrade S00318,S00318,2024-11-30,75,Placed,2024-12-11,61.54,958,42,11,0,58955.32
P000318,L'Oreal Mascara,102.48,Beauty,MetroTrade S00318,S00318,2024-12-31,75,Placed,2025-01-11,62.55,1030,42,11,0,64426.5
P000319,Uniqlo Watch,53.97,Fashion,GlobalSupply S00319,S00319,2024-01-31,99,Delivered,2024-02-09,33.79,256,55,9,0,8650.24
P000319,Uniqlo Watch,53.97,Fashion,GlobalSupply S00319,S00319,2024-02-29,99,In Transit,2024-03-09,28.44,348,55,9,0,9897.12
P000319,Uniqlo Watch,53.97,Fashion,GlobalSupply S00319,S00319,2024-03-31,99,Placed,2024-04-09,39.58,437,55,9,0,17296.46
P000319,Uniqlo Watch,53.97,Fashion,GlobalSupply S00319,S00319,2024-04-30,99,In Transit,2024-05-09,39.49,534,55,9,0,21087.66
P000319,Uniqlo Watch,53.97,Fashion,GlobalSupply S00319,S00319,2024-05-31,99,In Transit,2024-06-09,29.65,629,55,9,0,18649.85
P000319,Uniqlo Watch,53.97,Fashion,GlobalSupply S00319,S00319,2024-06-30,99,Placed,2024-07-09,36.44,724,55,9,0,26382.56
P000319,Uniqlo Watch,53.97,Fashion,GlobalSupply S00319,S00319,2024-07-31,99,Placed,2024-08-09,30.05,816,55,9,0,24520.8
P000319,Uniqlo Watch,53.97,Fashion,GlobalSupply S00319,S00319,2024-08-31,99,In Transit,2024-09-09,32.67,912,55,9,0,29795.04
P000319,Uniqlo Watch,53.97,Fashion,GlobalSupply S00319,S00319,2024-09-30,99,In Transit,2024-10-09,33.94,1006,55,9,0,34143.64
P000319,Uniqlo Watch,53.97,Fashion,GlobalSupply S00319,S00319,2024-10-31,99,Placed,2024-11-09,30.83,1102,55,9,0,33974.66
P000319,Uniqlo Watch,53.97,Fashion,GlobalSupply S00319,S00319,2024-11-30,99,In Transit,2024-12-09,29.71,1198,55,9,0,35592.58
P000319,Uniqlo Watch,53.97,Fashion,GlobalSupply S00319,S00319,2024-12-31,99,In Transit,2025-01-09,40.33,1291,55,9,0,52066.03
P000320,TraderJoes Chocolate,50.0,Groceries,FastSource S00320,S00320,2024-01-31,109,Delivered,2024-02-10,34.64,391,61,10,0,13544.24
P000320,TraderJoes Chocolate,50.0,Groceries,FastSource S00320,S00320,2024-02-29,109,Placed,2024-03-10,29.59,494,61,10,0,14617.46
P000320,TraderJoes Chocolate,50.0,Groceries,FastSource S00320,S00320,2024-03-31,109,Placed,2024-04-10,34.48,601,61,10,0,20722.48
P000320,TraderJoes Chocolate,50.0,Groceries,FastSource S00320,S00320,2024-04-30,109,Placed,2024-05-10,35.36,700,61,10,0,24752.0
P000320,TraderJoes Chocolate,50.0,Groceries,FastSource S00320,S00320,2024-05-31,109,Delivered,2024-06-10,26.67,792,61,10,0,21122.64
P000320,TraderJoes Chocolate,50.0,Groceries,FastSource S00320,S00320,2024-06-30,109,In Transit,2024-07-10,30.43,889,61,10,0,27052.27
P000320,TraderJoes Chocolate,50.0,Groceries,FastSource S00320,S00320,2024-07-31,109,In Transit,2024-08-10,31.78,975,61,10,0,30985.5
P000320,TraderJoes Chocolate,50.0,Groceries,FastSource S00320,S00320,2024-08-31,109,Placed,2024-09-10,31.17,1073,61,10,0,33445.41
P000320,TraderJoes Chocolate,50.0,Groceries,FastSource S00320,S00320,2024-09-30,109,In Transit,2024-10-10,35.2,1167,61,10,0,41078.4
P000320,TraderJoes Chocolate,50.0,Groceries,FastSource S00320,S00320,2024-10-31,109,In Transit,2024-11-10,36.45,1263,61,10,0,46036.35
P000320,TraderJoes Chocolate,50.0,Groceries,FastSource S00320,S00320,2024-11-30,109,In Transit,2024-12-10,37.42,1364,61,10,0,51040.88
P000320,TraderJoes Chocolate,50.0,Groceries,FastSource S00320,S00320,2024-12-31,109,In Transit,2025-01-10,36.63,1455,61,10,0,53296.65
P000321,Puma Running Shoes,338.93,Sports,FastSource S00321,S00321,2024-01-31,52,Delivered,2024-02-03,246.39,152,29,3,0,37451.28
P000321,Puma Running Shoes,338.93,Sports,FastSource S00321,S00321,2024-02-29,52,In Transit,2024-03-03,241.28,201,29,3,0,48497.28
P000321,Puma Running Shoes,338.93,Sports,FastSource S00321,S00321,2024-03-31,52,Placed,2024-04-03,202.34,250,29,3,0,50585.0
P000321,Puma Running Shoes,338.93,Sports,FastSource S00321,S00321,2024-04-30,52,Delivered,2024-05-03,246.42,298,29,3,0,73433.16
P000321,Puma Running Shoes,338.93,Sports,FastSource S00321,S00321,2024-05-31,52,Delivered,2024-06-03,214.77,346,29,3,0,74310.42
P000321,Puma Running Shoes,338.93,Sports,FastSource S00321,S00321,2024-06-30,52,Delivered,2024-07-03,193.96,394,29,3,0,76420.24
P000321,Puma Running Shoes,338.93,Sports,FastSource S00321,S00321,2024-07-31,52,In Transit,2024-08-03,233.43,440,29,3,0,102709.2
P000321,Puma Running Shoes,338.93,Sports,FastSource S00321,S00321,2024-08-31,52,In Transit,2024-09-03,241.78,489,29,3,0,118230.42
P000321,Puma Running Shoes,338.93,Sports,FastSource S00321,S00321,2024-09-30,52,Delivered,2024-10-03,171.92,538,29,3,0,92492.96
P000321,Puma Running Shoes,338.93,Sports,FastSource S00321,S00321,2024-10-31,52,Delivered,2024-11-03,188.66,587,29,3,0,110743.42
P000321,Puma Running Shoes,338.93,Sports,FastSource S00321,S00321,2024-11-30,52,Placed,2024-12-03,230.82,638,29,3,0,147263.16
P000321,Puma Running Shoes,338.93,Sports,FastSource S00321,S00321,2024-12-31,52,In Transit,2025-01-03,202.98,684,29,3,0,138838.32
P000322,Random House Novel,30.5,Books,GlobalSupply S00322,S00322,2024-01-31,21,In Transit,2024-02-14,16.45,75,12,14,0,1233.75
P000322,Random House Novel,30.5,Books,GlobalSupply S00322,S00322,2024-02-29,21,Placed,2024-03-14,21.47,95,12,14,0,2039.65
P000322,Random House Novel,30.5,Books,GlobalSupply S00322,S00322,2024-03-31,21,Delivered,2024-04-14,16.42,109,12,14,0,1789.78
P000322,Random House Novel,30.5,Books,GlobalSupply S00322,S00322,2024-04-30,21,Delivered,2024-05-14,19.38,128,12,14,0,2480.64
P000322,Random House Novel,30.5,Books,GlobalSupply S00322,S00322,2024-05-31,21,Placed,2024-06-14,16.17,140,12,14,0,2263.8
P000322,Random House Novel,30.5,Books,GlobalSupply S00322,S00322,2024-06-30,21,Placed,2024-07-14,17.86,158,12,14,0,2821.88
P000322,Random House Novel,30.5,Books,GlobalSupply S00322,S00322,2024-07-31,21,Placed,2024-08-14,16.2,176,12,14,0,2851.2
P000322,Random House Novel,30.5,Books,GlobalSupply S00322,S00322,2024-08-31,21,Delivered,2024-09-14,18.52,196,12,14,0,3629.92
