date,product_id,product_name,product_quantity,total_amount,discount_applied,tax_amount,transaction_count,region
2024-01-17,P000192,KrogerBrand Cereal,1,26.35,0.0,2.82,1,UK
2024-01-17,P000193,GenericBrandB Umbrella,1,280.0,0.0,30.0,1,UK
2024-01-17,P000195,Gucci Jacket,1,305.95,14.38,32.78,1,UK
2024-01-17,P000210,KrogerBrand Cereal,1,10.95,0.52,1.17,1,EU
2024-01-17,P000211,Uniqlo Bag,1,151.31,2.81,13.76,1,US
2024-01-17,P000214,WalgreensBrand Protein Powder,1,83.51,0.0,7.59,1,US
2024-01-17,P000228,NaturesBest Chocolate,3,139.39,2.41,21.26,1,IN
2024-01-17,P000237,Dell Laptop,1,1508.74,0.0,161.65,1,EU
2024-01-17,P000279,Purina Pet Toy,2,448.0,0.0,48.0,1,UK
2024-01-17,P000283,Philips Blender,1,658.56,12.0,70.56,1,UK
2024-01-17,P000288,WholeFoods Chocolate,2,10.99,1.11,1.0,1,US
2024-01-17,P000292,Whirlpool Refrigerator,2,1430.75,32.76,153.29000000000002,2,UK
2024-01-17,P000293,Zara Dress,1,93.3,0.0,8.48,1,US
2024-01-17,P000295,Apple Laptop,1,1506.8,27.96,136.98,1,US
2024-01-17,P000299,Nike Shoes,2,94.26,0.0,10.1,1,EU
2024-01-17,P000299,Nike Shoes,1,44.78,2.1,4.8,1,UK
2024-01-17,P000306,Decathlon Running Shoes,1,376.89,0.0,57.49,1,IN
2024-01-17,P000307,WholeFoods Cheese,2,49.8,0.0,7.6,1,AU
2024-01-17,P000318,L'Oreal Mascara,1,109.04,5.12,11.68,1,EU
2024-01-17,P000334,Samsung Microwave,1,282.7,28.05,30.29,1,UK
2024-01-17,P000335,Zara Dress,1,137.14,2.5,14.69,1,EU
2024-01-17,P000339,KrogerBrand Chocolate,1,36.76,0.0,5.61,1,AU
2024-01-17,P000339,KrogerBrand Chocolate,1,34.89,0.0,3.74,1,EU
2024-01-17,P000341,Nike Shirt,2,492.04,8.96,52.72,2,UK
2024-01-17,P000352,Zara Dress,1,150.85,14.21,23.01,1,AU
2024-01-17,P000353,TraderJoes Cheese,3,95.62,0.0,14.59,1,IN
2024-01-17,P000362,Sony Phone,1,1068.11,0.0,162.93,1,AU
2024-01-17,P000364,Zara Shirt,1,108.8,1.88,16.6,1,AU
2024-01-17,P000386,L'Oreal Shampoo,1,231.28,4.0,35.28,1,IN
2024-01-17,P000401,Mattel Doll,1,224.0,0.0,24.0,1,EU
2024-01-17,P000410,Lego LEGO Set,1,69.49,1.2,10.6,1,IN
2024-01-17,P000425,Nivea Cream,1,82.34,1.5,8.82,1,UK
2024-01-17,P000440,Bose Phone,1,3135.0,150.0,285.0,1,US
2024-01-17,P000442,Puma Jacket,3,251.72,40.38,22.88,1,US
2024-01-17,P000458,Dove Mascara,2,259.24,12.18,27.78,2,UK
2024-01-17,P000479,HP Camera,1,3360.0,0.0,360.0,1,UK
2024-01-17,P000490,WholeFoods Snack Pack,1,40.78,0.0,3.71,1,US
2024-01-17,P000491,Bose Tablet,1,3292.2,210.0,502.2,1,IN
2024-01-17,P000491,Bose Tablet,1,3234.0,60.0,294.0,1,US
2024-01-17,P000499,HP Speaker,1,3192.0,150.0,342.0,1,EU
2024-01-17,P000499,HP Speaker,1,3300.0,0.0,300.0,1,US
2024-01-17,P000512,Samsung Washing Machine,1,882.1,0.0,94.51,1,EU
2024-01-17,P000512,Samsung Washing Machine,2,1732.7,0.0,157.52,1,US
2024-01-17,P000525,LG Phone,1,833.32,39.16,89.28,1,UK
2024-01-17,P000529,Kenwood Vacuum,2,1317.12,24.0,141.12,1,UK
2024-01-17,P000534,WholeFoods Cereal,1,15.9,0.0,1.7,1,UK
2024-01-17,P000534,WholeFoods Cereal,2,31.24,0.0,2.84,1,US
2024-01-17,P000546,Nike Jacket,1,336.0,0.0,36.0,1,UK
2024-01-17,P000549,Under Armour Sunglasses,2,672.0,0.0,72.0,1,EU
2024-01-17,P000550,Apple Headphones,1,319.38,5.93,29.03,1,US
2024-01-17,P000564,GE Coffee Maker,1,2744.0,50.0,294.0,1,UK
2024-01-17,P000565,Under Armour Sunglasses,1,318.0,14.18,48.51,1,IN
2024-01-17,P000568,Bose Tablet,1,2007.84,0.0,215.13,1,UK
2024-01-17,P000572,Apple Monitor,1,923.52,0.0,140.88,1,IN
2024-01-17,P000576,Prada Bag,1,354.0,0.0,54.0,1,IN
2024-01-17,P000580,HP Speaker,1,1295.64,0.0,197.64,1,IN
2024-01-17,P000580,HP Speaker,1,1207.8,0.0,109.8,1,US
2024-01-17,P000582,Samsung Speaker,1,646.33,64.12,69.25,1,EU
2024-01-17,P000586,Uniqlo Shirt,1,35.61,0.0,3.24,1,US
2024-01-17,P000597,GenericBrandB Umbrella,1,177.36,0.0,19.0,1,UK
2024-01-17,P000602,Dove Foundation,1,142.33,2.46,21.71,1,IN
2024-01-17,P000617,Nike Jacket,2,321.02,5.55,48.97,1,AU
2024-01-17,P000617,Nike Jacket,2,310.91,0.0,33.31,1,UK
2024-01-17,P000628,Lenovo Camera,1,1505.86,0.0,161.34,1,EU
2024-01-17,P000629,Pampers Baby Bottle,1,38.64,0.0,4.14,1,EU
2024-01-17,P000651,Samsung Monitor,1,3360.0,0.0,360.0,1,EU
2024-01-17,P000654,Adidas Shirt,1,268.96,0.0,28.82,1,UK
2024-01-17,P000654,Adidas Shirt,1,264.15,0.0,24.01,1,US
2024-01-17,P000661,H&M Jacket,1,346.92,6.0,52.92,1,IN
2024-01-17,P000671,Dell Monitor,2,1015.1,47.7,108.76,1,EU
2024-01-17,P000674,Prada Sunglasses,1,107.05,1.85,16.33,1,AU
2024-01-17,P000676,Samsung Microwave,1,1288.55,0.0,196.56,1,AU
2024-01-17,P000686,HP Monitor,2,6468.0,120.0,588.0,2,US
2024-01-17,P000687,Samsung Refrigerator,1,197.48,0.0,30.12,1,AU
2024-01-17,P000702,Zara Watch,1,336.0,0.0,36.0,1,EU
2024-01-17,P000704,Uniqlo Watch,1,319.2,15.0,34.2,1,UK
2024-01-17,P000706,KrogerBrand Juice,3,69.82,3.11,10.65,1,AU
2024-01-17,P000707,TraderJoes Snack Pack,3,40.77,0.7,6.22,1,AU
2024-01-17,P000712,IKEA Lamp,1,532.17,0.0,57.02,1,EU
2024-01-17,P000717,KrogerBrand Milk,2,94.54,8.9,14.42,1,IN
2024-01-17,P000717,KrogerBrand Milk,1,48.96,0.0,4.45,1,US
2024-01-17,P000728,Hasbro LEGO Set,1,43.52,0.0,3.96,1,US
2024-01-17,P000738,Uniqlo Sunglasses,1,66.2,6.57,7.09,1,EU
2024-01-17,P000739,KrogerBrand Chocolate,1,8.04,0.15,0.86,1,UK
2024-01-17,P000740,KrogerBrand Juice,1,34.54,0.64,3.14,1,US
2024-01-17,P000757,Ashley Bed,1,2156.0,40.0,196.0,1,US
2024-01-17,P000771,Kenwood Vacuum,2,1293.6,24.0,117.6,1,US
2024-01-17,P000775,NaturesBest Cereal,2,32.52,0.0,3.48,1,UK
2024-01-17,P000781,Under Armour Watch,1,134.0,9.0,14.36,1,EU
2024-01-17,P000792,Gucci Shoes,1,104.81,0.0,9.53,1,US
2024-01-17,P000794,Levi's Watch,1,137.51,2.55,12.5,1,US
2024-01-17,P000803,Instant Pot Knife Set,3,624.0,0.0,95.19,1,IN
2024-01-17,P000805,Uniqlo Shoes,1,62.9,0.0,6.74,1,UK
2024-01-17,P000808,Philips Blender,1,303.5,0.0,32.52,1,UK
2024-01-17,P000810,Zara Sunglasses,1,314.14,0.0,28.56,1,US
2024-01-17,P000817,HP Tablet,1,1304.44,58.18,198.98,1,IN
2024-01-17,P000820,HP Tablet,1,3024.0,300.0,324.0,1,EU
2024-01-17,P000821,Decathlon Football,1,416.64,28.0,44.64,1,UK
2024-01-17,P000849,Puma Dress,1,47.7,0.0,7.28,1,IN
2024-01-17,P000857,LG Monitor,1,3237.72,0.0,346.9,1,EU
2024-01-17,P000857,LG Monitor,1,3237.72,0.0,346.9,1,UK
2024-01-17,P000859,Bose Tablet,1,3292.8,60.0,352.8,1,UK
2024-01-17,P000873,Nike Dress,1,232.43,0.0,24.9,1,UK
2024-01-17,P000874,Samsung Laptop,2,3028.13,27.81,275.28,2,US
2024-01-17,P000895,IKEA Knife Set,1,637.53,0.0,57.96,1,US
2024-01-17,P000898,Puma Sunglasses,1,102.71,0.0,9.34,1,US
2024-01-17,P000911,Panasonic Headphones,1,3024.0,300.0,324.0,1,UK
2024-01-17,P000913,Instant Pot Knife Set,1,527.77,0.0,47.98,1,US
2024-01-17,P000920,Philips Blender,5,1608.52,57.760000000000005,146.23000000000002,2,US
2024-01-17,P000928,Lego Doll,1,115.97,2.01,17.69,1,IN
2024-01-17,P000942,Adidas Running Shoes,1,183.08,0.0,16.64,1,US
2024-01-17,P000952,Lenovo Camera,1,3292.8,60.0,352.8,1,UK
2024-01-17,P000956,Instant Pot Knife Set,1,672.0,0.0,72.0,1,UK
2024-01-17,P000965,WholeFoods Milk,5,71.51,0.0,10.91,1,AU
2024-01-17,P000986,Gucci Jacket,1,330.0,0.0,30.0,1,US
2024-01-17,P000988,Samsung Monitor,1,2500.9,117.52,267.95,1,EU
2024-01-17,P001006,Adidas Bag,1,354.0,0.0,54.0,1,IN
2024-01-17,P001019,Samsung Toaster,1,2494.83,0.0,380.57,1,AU
2024-01-17,P001024,Sony Camera,1,735.26,34.55,78.78,1,EU
2024-01-17,P001029,WholeFoods Milk,5,265.5,25.0,40.5,1,IN
2024-01-17,P001029,WholeFoods Milk,1,56.0,0.0,6.0,1,UK
2024-01-17,P001031,WalgreensBrand Pain Relief,1,149.69,0.0,22.83,1,IN
2024-01-17,P001069,LG Speaker,1,1858.15,0.0,283.45,1,AU
2024-01-17,P001082,Puma Shoes,1,319.2,15.0,34.2,1,UK
2024-01-17,P001082,Puma Shoes,1,330.0,0.0,30.0,1,US
2024-01-17,P001086,KrogerBrand Milk,1,22.75,0.41,2.44,1,EU
2024-01-17,P001093,WholeFoods Cereal,2,106.4,5.0,11.4,1,UK
2024-01-17,P001116,Gucci Sunglasses,1,88.96,0.0,13.57,1,AU
2024-01-17,P001122,KrogerBrand Cereal,1,54.88,1.0,5.88,1,UK
2024-01-17,P001128,Adidas Tennis Racket,3,576.37,70.17,61.75,1,UK
2024-01-17,P001130,NaturesBest Snack Pack,1,38.32,2.62,3.48,1,US
2024-01-17,P001133,Hamilton Beach Lamp,5,3360.0,0.0,360.0,1,UK
2024-01-17,P001137,Adidas Sunglasses,1,33.17,0.0,3.02,1,US
2024-01-17,P001141,Dell Monitor,1,1409.56,0.0,215.02,1,AU
2024-01-17,P001146,CVSBrand First Aid Kit,1,107.04,0.0,16.33,1,AU
2024-01-17,P001149,Lenovo Phone,1,3363.0,150.0,513.0,1,IN
2024-01-17,P001159,Nike Running Shoes,1,81.31,0.0,7.39,1,US
2024-01-17,P001164,Prada Shoes,2,209.84,0.0,22.48,1,UK
2024-01-17,P001182,Nike Bag,1,208.8,9.81,22.37,1,EU
2024-01-17,P001195,The Body Shop Cream,1,236.0,0.0,36.0,1,AU
2024-01-18,P000014,KrogerBrand Cheese,1,59.0,0.0,9.0,1,AU
2024-01-18,P000024,Panasonic Speaker,1,3186.0,300.0,486.0,1,IN
2024-01-18,P000026,TraderJoes Chocolate,1,56.05,2.5,8.55,1,AU
2024-01-18,P000028,Philips Tablet,1,568.11,10.35,60.87,1,EU
2024-01-18,P000056,Nike Bag,1,336.0,0.0,36.0,1,UK
2024-01-18,P000058,Lenovo Headphones,1,2215.91,0.0,338.02,1,AU
2024-01-18,P000059,Kenwood Vacuum,1,660.0,0.0,60.0,1,US
2024-01-18,P000062,KrogerBrand Milk,1,12.7,0.0,1.94,1,IN
2024-01-18,P000062,KrogerBrand Milk,1,12.05,0.0,1.29,1,UK
2024-01-18,P000079,Sephora Mascara,1,196.55,8.77,29.98,1,AU
2024-01-18,P000087,Uniqlo Sunglasses,1,105.11,1.82,16.03,1,AU
2024-01-18,P000096,WholeFoods Cheese,1,48.4,6.0,4.4,1,US
2024-01-18,P000102,TraderJoes Chocolate,1,59.0,0.0,9.0,1,IN
2024-01-18,P000104,The Body Shop Cream,1,63.98,1.11,9.76,1,AU
2024-01-18,P000117,TraderJoes Juice,1,50.4,5.0,5.4,1,EU
2024-01-18,P000119,Levi's Jacket,3,782.29,4.69,83.81,2,UK
2024-01-18,P000128,Puma Watch,1,58.02,1.0,8.85,1,IN
2024-01-18,P000129,WholeFoods Milk,5,275.0,0.0,25.0,1,US
2024-01-18,P000138,Zara Watch,1,306.9,21.0,27.9,1,US
2024-01-18,P000142,Philips Knife Set,3,831.53,14.38,126.84,1,AU
2024-01-18,P000147,Johnson&Johnson Stroller,1,11.54,0.21,1.24,1,UK
2024-01-18,P000171,Adidas Jacket,1,73.76,0.0,6.71,1,US
2024-01-18,P000180,Whirlpool Refrigerator,1,321.91,0.0,34.49,1,UK
2024-01-18,P000182,CVSBrand Protein Powder,1,42.56,2.0,4.56,1,UK
2024-01-18,P000186,H&M Shirt,1,210.84,0.0,22.59,1,EU
2024-01-18,P000199,WholeFoods Milk,1,48.79,0.0,4.44,1,US
2024-01-18,P000205,Gucci Jacket,1,318.6,30.0,48.6,1,AU
2024-01-18,P000209,Gucci Bag,3,445.16,0.0,67.91,1,AU
2024-01-18,P000209,Gucci Bag,1,135.55,2.52,12.32,1,US
2024-01-18,P000210,KrogerBrand Cereal,1,11.54,0.0,1.24,1,EU
2024-01-18,P000222,Philips Tablet,1,1843.37,0.0,197.5,1,UK
2024-01-18,P000225,Apple Tablet,1,1136.95,20.72,121.82,1,UK
2024-01-18,P000229,Samsung Toaster,1,2695.0,50.0,245.0,1,US
2024-01-18,P000233,Nike Shirt,1,88.51,4.24,8.05,1,US
2024-01-18,P000259,Pampers Stroller,1,54.1,2.41,8.25,1,AU
2024-01-18,P000261,Samsung Camera,1,675.19,0.0,61.38,1,US
2024-01-18,P000267,TraderJoes Cereal,1,59.0,0.0,9.0,1,IN
2024-01-18,P000272,Prada Jacket,1,61.4,0.0,9.37,1,IN
2024-01-18,P000276,Philips Camera,1,3300.0,0.0,300.0,1,US
2024-01-18,P000283,Philips Blender,1,672.0,0.0,72.0,1,EU
2024-01-18,P000292,Whirlpool Refrigerator,1,706.21,13.1,64.2,1,US
2024-01-18,P000294,Levi's Shirt,2,381.85,0.0,40.91,1,EU
2024-01-18,P000295,Apple Laptop,1,1565.51,0.0,167.73,1,UK
2024-01-18,P000297,WholeFoods Cereal,1,2.67,0.05,0.29,1,EU
2024-01-18,P000299,Nike Shoes,1,43.98,2.1,4.0,1,US
2024-01-18,P000330,Samsung Washing Machine,1,427.36,7.39,65.19,1,IN
2024-01-18,P000336,LG Laptop,2,6585.6,120.0,705.6,1,EU
2024-01-18,P000341,Nike Shirt,1,238.48,11.21,25.55,1,UK
2024-01-18,P000342,Philips Phone,2,5280.33,91.32,805.47,1,IN
2024-01-18,P000354,Prada Shirt,1,167.46,7.87,17.94,1,UK
2024-01-18,P000357,Lenovo Speaker,1,3360.0,0.0,360.0,1,UK
2024-01-18,P000361,Lenovo Camera,1,675.47,67.01,72.37,1,UK
2024-01-18,P000362,Sony Phone,1,995.7,0.0,90.52,1,US
2024-01-18,P000365,Whirlpool Washing Machine,1,2604.0,175.0,279.0,1,UK
2024-01-18,P000374,Under Armour Dress,1,118.78,0.0,10.8,1,US
2024-01-18,P000391,TraderJoes Milk,1,53.9,1.0,4.9,1,US
2024-01-18,P000397,Bose Camera,1,1996.41,34.53,304.54,1,AU
2024-01-18,P000405,TraderJoes Milk,2,90.2,4.02,13.76,1,IN
2024-01-18,P000410,Lego LEGO Set,1,70.91,0.0,10.82,1,IN
2024-01-18,P000419,NaturesBest Juice,8,314.32,7.2,33.68,2,UK
2024-01-18,P000431,Nike Shoes,1,124.96,0.0,19.06,1,IN
2024-01-18,P000432,The Body Shop Shampoo,2,236.84,4.32,25.38,1,UK
2024-01-18,P000435,Whirlpool Microwave,2,2700.13,267.87,289.3,1,UK
2024-01-18,P000459,Hasbro Puzzle,1,41.35,1.84,6.31,1,AU
2024-01-18,P000465,Lenovo Camera,2,6048.0,600.0,648.0,1,EU
2024-01-18,P000466,GE Toaster,1,194.43,8.67,29.66,1,AU
2024-01-18,P000468,Yonex Football,1,90.97,0.0,13.88,1,IN
2024-01-18,P000469,Philips Cookware,1,464.47,0.0,70.85,1,AU
2024-01-18,P000492,Nivea Mascara,1,94.52,0.0,10.13,1,UK
2024-01-18,P000499,HP Speaker,2,6384.0,300.0,684.0,1,UK
2024-01-18,P000501,Levi's Bag,2,143.78,6.88,13.08,2,US
2024-01-18,P000502,Funko Board Game,1,231.28,4.0,35.28,1,AU
2024-01-18,P000503,Panasonic Speaker,1,398.53,17.78,60.79,1,IN
2024-01-18,P000503,Panasonic Speaker,1,371.51,17.78,33.77,1,US
2024-01-18,P000508,Dove Shampoo,1,49.12,2.19,7.49,1,IN
2024-01-18,P000514,Sephora Mascara,1,142.58,6.82,12.96,1,US
2024-01-18,P000518,TraderJoes Milk,1,43.52,2.04,4.66,1,UK
2024-01-18,P000539,Uniqlo Watch,1,123.59,5.51,18.85,1,AU
2024-01-18,P000546,Nike Jacket,1,302.4,30.0,32.4,1,EU
2024-01-18,P000549,Under Armour Sunglasses,1,313.5,15.0,28.5,1,US
2024-01-18,P000561,Prada Jacket,1,47.61,3.2,5.1,1,EU
2024-01-18,P000571,Levi's Bag,1,329.28,6.0,35.28,1,EU
2024-01-18,P000572,Apple Monitor,1,815.2,54.78,87.34,1,EU
2024-01-18,P000580,HP Speaker,1,1087.02,109.8,98.82,1,US
2024-01-18,P000581,Hamilton Beach Lamp,1,660.0,0.0,60.0,1,US
2024-01-18,P000585,Nike Basketball,1,337.2,21.51,51.44,1,AU
2024-01-18,P000592,Gucci Watch,1,184.53,0.0,19.77,1,EU
2024-01-18,P000594,KrogerBrand Cereal,1,30.86,0.0,4.71,1,AU
2024-01-18,P000596,Gucci Shoes,1,323.4,6.0,29.4,1,US
2024-01-18,P000608,Hamilton Beach Cookware,1,515.1,0.0,46.83,1,US
2024-01-18,P000610,KrogerBrand Cereal,1,27.0,0.49,2.89,1,UK
2024-01-18,P000625,NaturesBest Milk,1,12.66,0.0,1.36,1,UK
2024-01-18,P000634,Adidas Dress,1,180.16,0.0,16.38,1,US
2024-01-18,P000648,Zara Shoes,1,61.5,0.0,9.38,1,AU
2024-01-18,P000648,Zara Shoes,1,60.27,1.04,9.19,1,IN
2024-01-18,P000648,Zara Shoes,1,55.45,2.61,5.94,1,UK
2024-01-18,P000655,Lego Doll,1,147.08,0.0,15.76,1,UK
2024-01-18,P000657,Dell Phone,1,2345.44,42.74,251.3,1,EU
2024-01-18,P000657,Dell Phone,1,2153.97,213.69,230.78,1,UK
2024-01-18,P000659,Apple Laptop,1,3540.0,0.0,540.0,1,IN
2024-01-18,P000671,Dell Monitor,1,514.23,9.54,46.75,1,US
2024-01-18,P000674,Prada Sunglasses,1,101.83,0.0,9.26,1,US
2024-01-18,P000694,Philips Table,1,637.2,60.0,97.2,1,AU
2024-01-18,P000694,Philips Table,3,1975.68,36.0,211.68,1,UK
2024-01-18,P000698,LG Speaker,1,1965.82,0.0,210.62,1,UK
2024-01-18,P000704,Uniqlo Watch,2,693.84,12.0,105.84,1,AU
2024-01-18,P000706,KrogerBrand Juice,1,22.84,0.0,2.08,1,US
2024-01-18,P000735,IKEA Knife Set,1,457.96,0.0,49.07,1,UK
2024-01-18,P000738,Uniqlo Sunglasses,1,72.25,0.0,6.57,1,US
2024-01-18,P000739,KrogerBrand Chocolate,1,8.21,0.0,0.88,1,UK
2024-01-18,P000745,Uniqlo Sunglasses,1,346.92,6.0,52.92,1,IN
2024-01-18,P000756,Bose Laptop,1,821.57,0.0,125.32,1,AU
2024-01-18,P000770,Panasonic Laptop,1,568.73,10.55,51.7,1,US
2024-01-18,P000788,Samsung Tablet,1,1955.12,238.04,209.48,1,UK
2024-01-18,P000800,WholeFoods Cereal,1,5.18,0.0,0.47,1,US
2024-01-18,P000803,Instant Pot Knife Set,1,187.56,8.81,20.1,1,UK
2024-01-18,P000806,TraderJoes Snack Pack,3,104.66,0.0,11.21,1,EU
2024-01-18,P000813,Philips Blender,1,496.72,0.0,45.16,1,US
2024-01-18,P000833,KrogerBrand Chocolate,1,14.48,0.0,2.21,1,AU
2024-01-18,P000837,Lenovo Headphones,1,3300.0,0.0,300.0,1,US
2024-01-18,P000848,KrogerBrand Milk,1,30.51,1.46,2.77,1,US
2024-01-18,P000849,Puma Dress,1,44.36,0.81,4.75,1,UK
2024-01-18,P000849,Puma Dress,1,43.57,0.81,3.96,1,US
2024-01-18,P000853,WalgreensBrand First Aid Kit,1,43.67,0.0,3.97,1,US
2024-01-18,P000864,Uniqlo Dress,1,306.9,21.0,27.9,1,US
2024-01-18,P000865,LG Tablet,1,3540.0,0.0,540.0,1,AU
2024-01-18,P000881,The Body Shop Conditioner,1,211.09,0.0,32.2,1,AU
2024-01-18,P000898,Puma Sunglasses,1,90.39,11.2,8.22,1,US
2024-01-18,P000901,Pampers Stroller,1,116.52,5.58,10.59,1,US
2024-01-18,P000916,Apple Speaker,1,453.04,8.4,41.19,1,US
2024-01-18,P000934,Pilot Marker,1,51.82,0.0,5.55,1,EU
2024-01-18,P000938,HP Speaker,1,420.48,41.72,45.05,1,EU
2024-01-18,P000942,Adidas Running Shoes,1,183.08,0.0,16.64,1,US
2024-01-18,P000955,Philips Laptop,1,1055.97,19.59,96.0,1,US
2024-01-18,P000961,HP Camera,1,2387.78,0.0,364.24,1,IN
2024-01-18,P000963,Nike Jacket,1,46.02,0.0,4.18,1,US
2024-01-18,P000974,Gucci Sunglasses,1,201.17,0.0,18.29,1,US
2024-01-18,P000976,Philips Headphones,1,852.92,0.0,91.38,1,UK
2024-01-18,P000989,Philips Phone,1,656.19,11.96,70.31,1,UK
2024-01-18,P000992,IKEA Table,2,1218.81,0.0,130.59,1,UK
2024-01-18,P000994,Bose Phone,1,504.89,0.0,45.9,1,US
2024-01-18,P001011,Lenovo Tablet,1,1219.62,0.0,186.04,1,AU
2024-01-18,P001020,GE Refrigerator,1,2750.0,0.0,250.0,1,US
2024-01-18,P001024,Sony Camera,1,815.42,0.0,124.39,1,AU
2024-01-18,P001033,Hamilton Beach Table,1,638.4,30.0,68.4,1,UK
2024-01-18,P001034,Hamilton Beach Chair,2,193.07,0.0,17.55,1,US
2024-01-18,P001041,Gucci Jacket,1,39.26,0.72,4.21,1,EU
2024-01-18,P001042,Panasonic Monitor,1,927.34,63.45,84.3,1,US
2024-01-18,P001044,Ashley Bed,1,2016.0,200.0,216.0,1,EU
2024-01-18,P001046,NaturesBest Cereal,2,87.1,1.51,13.29,1,IN
2024-01-18,P001047,Yonex Helmet,1,116.37,2.16,10.58,1,US
2024-01-18,P001053,NaturesBest Juice,1,59.0,0.0,9.0,1,IN
2024-01-18,P001063,NaturesBest Milk,1,23.21,0.0,3.54,1,IN
2024-01-18,P001065,Philips Monitor,1,482.42,8.34,73.59,1,IN
2024-01-18,P001077,Lenovo Phone,1,775.51,0.0,70.5,1,US
2024-01-18,P001081,NaturesBest Cereal,1,43.06,0.0,4.61,1,UK
2024-01-18,P001086,KrogerBrand Milk,1,22.04,1.04,2.36,1,UK
2024-01-18,P001104,HP Laptop,1,641.59,0.0,97.87,1,IN
2024-01-18,P001130,NaturesBest Snack Pack,1,44.2,0.0,6.74,1,AU
2024-01-18,P001137,Adidas Sunglasses,1,33.1,0.6,3.55,1,UK
2024-01-18,P001153,NaturesBest Cereal,1,17.33,0.32,1.58,1,US
2024-01-18,P001160,Hamilton Beach Table,1,227.65,4.22,20.7,1,US
2024-01-18,P001161,Puma Yoga Mat,1,332.71,33.01,35.65,1,UK
2024-01-18,P001173,Adidas Yoga Mat,1,400.2,17.85,61.05,1,IN
2024-01-18,P001194,NaturesBest Snack Pack,1,34.06,1.6,3.65,1,UK
2024-01-19,P000007,KrogerBrand Cheese,1,13.06,0.0,1.4,1,EU
2024-01-19,P000012,KrogerBrand Cheese,5,127.62,0.0,19.47,1,IN
2024-01-19,P000013,Sephora Cream,1,63.36,0.0,6.79,1,EU
2024-01-19,P000016,Prada Dress,2,254.29,23.94,38.79,1,AU
2024-01-19,P000030,NaturesBest Cheese,1,17.36,0.77,2.65,1,IN
2024-01-19,P000030,NaturesBest Cheese,1,16.69,0.31,1.52,1,US
2024-01-19,P000036,NaturesBest Snack Pack,1,32.38,1.52,3.47,1,UK
2024-01-19,P000037,CVSBrand First Aid Kit,1,181.91,0.0,27.75,1,IN
2024-01-19,P000056,Nike Bag,1,323.4,6.0,29.4,1,US
2024-01-19,P000057,Instant Pot Table,1,204.83,0.0,21.95,1,EU
2024-01-19,P000063,Dell Tablet,1,864.67,0.0,131.9,1,IN
2024-01-19,P000066,Under Armour Shoes,1,62.99,2.81,9.61,1,IN
2024-01-19,P000066,Under Armour Shoes,2,123.35,2.25,13.22,1,UK
2024-01-19,P000068,Dell Monitor,1,3540.0,0.0,540.0,1,IN
2024-01-19,P000080,CVSBrand Vitamins,2,407.08,0.0,43.62,1,EU
2024-01-19,P000081,NaturesBest Cheese,1,56.0,0.0,6.0,1,UK
2024-01-19,P000085,Yonex Football,1,472.0,0.0,72.0,1,IN
2024-01-19,P000091,GenericBrandA Gift Card,1,183.16,0.0,16.65,1,US
2024-01-19,P000110,Hamilton Beach Lamp,1,420.39,0.0,45.04,1,EU
2024-01-19,P000118,WholeFoods Cheese,1,57.82,1.0,8.82,1,IN
2024-01-19,P000142,Philips Knife Set,1,282.83,0.0,43.14,1,IN
2024-01-19,P000168,Lego Doll,1,219.52,4.0,23.52,1,UK
2024-01-19,P000182,CVSBrand Protein Powder,2,92.51,1.6,14.11,1,IN
2024-01-19,P000189,Lenovo Headphones,1,1168.51,0.0,106.23,1,US
2024-01-19,P000191,Nike Yoga Mat,1,212.56,0.0,22.77,1,UK
2024-01-19,P000211,Uniqlo Bag,1,151.31,2.81,13.76,1,US
2024-01-19,P000214,WalgreensBrand Protein Powder,2,166.63,10.63,25.42,1,IN
2024-01-19,P000228,NaturesBest Chocolate,2,81.0,8.04,8.68,1,UK
2024-01-19,P000231,WholeFoods Snack Pack,1,48.8,0.0,7.44,1,IN
2024-01-19,P000233,Nike Shirt,1,97.95,1.69,14.94,1,IN
2024-01-19,P000234,Bose Phone,1,3300.0,0.0,300.0,1,US
2024-01-19,P000235,WalgreensBrand Pain Relief,2,184.29,0.0,28.11,1,IN
2024-01-19,P000238,Lenovo Laptop,1,707.92,45.16,107.99,1,IN
2024-01-19,P000241,Bosch Oil Filter,1,160.33,0.0,14.58,1,US
2024-01-19,P000245,TraderJoes Cheese,1,5.87,0.59,0.53,1,US
2024-01-19,P000254,Dell Headphones,2,6938.4,120.0,1058.4,1,IN
2024-01-19,P000257,Puma Yoga Mat,1,439.04,8.0,47.04,1,UK
2024-01-19,P000259,Pampers Stroller,1,48.64,4.83,5.21,1,EU
2024-01-19,P000264,Staples Notebook,1,39.42,0.0,3.58,1,US
2024-01-19,P000282,CVSBrand Bandages,2,152.45,7.16,16.33,1,EU
2024-01-19,P000288,WholeFoods Chocolate,1,6.09,0.11,0.65,1,UK
2024-01-19,P000293,Zara Dress,3,251.91,25.45,22.9,1,US
2024-01-19,P000302,Samsung Phone,1,1227.01,58.71,111.55,1,US
2024-01-19,P000314,Levi's Bag,1,11.56,0.2,1.76,1,IN
2024-01-19,P000315,Dell Headphones,1,1266.01,0.0,193.12,1,IN
2024-01-19,P000317,Pampers Pacifier,1,220.0,0.0,20.0,1,US
2024-01-19,P000326,Hamilton Beach Vacuum,1,525.25,9.75,47.75,1,US
