transaction_id,product_id,customer_id,product_name,unit_price,product_quantity,discount_applied,tax_amount,total,transaction_date,region,city,mode_of_paymen,transaction_status,channel,delivery_type,refund_flag,num_items,total_amount,date_of_transaction,customer_id,region_y,city_y,mode_of_payment_y,transaction_status_y
T00009850,P001130,C002229,NaturesBest Snack Pack,37.46,3,11.24,10.11,111.25,2024-12-01,US,Los Angeles,Credit Card,Completed,In-store,Home Delivery,0,1,111.25,2024-12-01,C002229,US,Los Angeles,Credit Card,Completed
T00009851,P000548,C002368,Samsung Speaker,3000.0,1,0.0,300.0,3300.0,2024-11-17,US,New York,Credit Card,Completed,Online,Store Pickup,0,1,3300.0,2024-11-17,C002368,US,New York,Credit Card,Completed
T00009852,P000391,C000866,TraderJoes Milk,50.0,1,0.0,6.0,56.0,2024-09-03,UK,Manchester,Credit Card,Completed,Online,Store Pickup,0,1,56.0,2024-09-03,C000866,UK,Manchester,Credit Card,Completed
T00009853,P000445,C001895,West Elm Sofa,987.18,1,118.46,156.37,1025.09,2024-01-31,IN,Mumbai,Debit Card,Completed,Online,Store Pickup,0,1,1025.09,2024-01-31,C001895,IN,Mumbai,Debit Card,Completed
T00009854,P000336,C001187,LG Laptop,3000.0,2,120.0,705.6,6585.6,2024-01-18,EU,Berlin,Debit Card,Completed,Online,Home Delivery,0,1,6585.6,2024-01-18,C001187,EU,Berlin,Debit Card,Completed
T00009855,P000490,C000184,WholeFoods Snack Pack,37.07,1,2.59,6.21,40.69,2024-11-30,IN,Chennai,Debit Card,Completed,Online,Home Delivery,0,1,40.69,2024-11-30,C000184,IN,Chennai,Debit Card,Completed
T00009856,P000228,C002130,NaturesBest Chocolate,40.18,6,0.0,24.11,265.19,2024-10-05,US,San Francisco,Apple Pay,Completed,Online,Store Pickup,0,1,265.19,2024-10-05,C002130,US,San Francisco,Apple Pay,Completed
T00009857,P000028,C000104,Philips Tablet,517.59,1,62.11,45.55,501.03,2024-02-09,US,San Francisco,Credit Card,Completed,In-store,Home Delivery,0,2,538.21,2024-02-09,C000104,US,San Francisco,Credit Card,Completed
T00009857,P000372,C000104,TraderJoes Cheese,34.49,1,0.69,3.38,37.18,2024-02-09,US,San Francisco,Credit Card,Completed,In-store,Store Pickup,0,2,538.21,2024-02-09,C000104,US,San Francisco,Credit Card,Completed
T00009858,P000453,C002661,Dell Tablet,2129.46,1,0.0,255.54,2385.0,2024-05-21,UK,London,PayPal,Completed,Online,Home Delivery,0,1,2385.0,2024-05-21,C002661,UK,London,PayPal,Completed
T00009859,P000735,C000832,IKEA Knife Set,408.89,1,0.0,40.89,449.78,2024-04-16,US,Chicago,Apple Pay,Completed,Online,Home Delivery,0,4,5838.17,2024-04-16,C000832,US,Chicago,Apple Pay,Completed
T00009859,P000878,C000832,Zara Bag,300.0,1,0.0,30.0,330.0,2024-04-16,US,Chicago,Apple Pay,Completed,Online,Home Delivery,0,4,5838.17,2024-04-16,C000832,US,Chicago,Apple Pay,Completed
T00009859,P000790,C000832,Sony Camera,1598.54,1,0.0,159.85,1758.39,2024-04-16,US,Chicago,Apple Pay,Completed,Online,Home Delivery,0,4,5838.17,2024-04-16,C000832,US,Chicago,Apple Pay,Completed
T00009859,P000357,C000832,Lenovo Speaker,3000.0,1,0.0,300.0,3300.0,2024-04-16,US,Chicago,Apple Pay,Completed,Online,Home Delivery,0,4,5838.17,2024-04-16,C000832,US,Chicago,Apple Pay,Completed
T00009860,P000953,C002712,WalgreensBrand Bandages,198.08,1,3.96,23.29,217.41,2024-11-16,UK,Manchester,PayPal,Completed,Online,Home Delivery,0,3,776.63,2024-11-16,C002712,UK,Manchester,PayPal,Completed
T00009860,P001086,C002712,KrogerBrand Milk,20.72,1,0.41,2.44,22.75,2024-11-16,UK,Manchester,PayPal,Completed,Online,Store Pickup,0,3,776.63,2024-11-16,C002712,UK,Manchester,PayPal,Completed
T00009860,P000416,C002712,Hamilton Beach Cookware,488.77,1,9.78,57.48,536.47,2024-11-16,UK,Manchester,PayPal,Completed,Online,Store Pickup,0,3,776.63,2024-11-16,C002712,UK,Manchester,PayPal,Completed
T00009861,P000989,C001726,Philips Phone,597.84,1,29.89,68.15,636.1,2024-03-02,UK,Birmingham,PayPal,Completed,Online,Store Pickup,0,1,636.1,2024-03-02,C001726,UK,Birmingham,PayPal,Completed
T00009862,P000259,C003036,Pampers Stroller,48.26,1,0.0,8.69,56.95,2024-08-20,IN,Hyderabad,Wallet,Completed,Online,Home Delivery,0,1,56.95,2024-08-20,C003036,IN,Hyderabad,Wallet,Completed
T00009863,P000731,C003577,Yonex Tennis Racket,70.8,1,0.0,12.74,83.54,2024-10-26,IN,Hyderabad,Debit Card,Completed,In-store,Store Pickup,0,1,83.54,2024-10-26,C003577,IN,Hyderabad,Debit Card,Completed
T00009864,P000755,C002278,Adidas Jacket,223.52,1,4.47,21.91,240.96,2024-05-04,US,Los Angeles,PayPal,Completed,Online,Store Pickup,0,2,268.68,2024-05-04,C002278,US,Los Angeles,PayPal,Completed
T00009864,P000921,C002278,TraderJoes Cheese,25.71,1,0.51,2.52,27.72,2024-05-04,US,Los Angeles,PayPal,Completed,Online,Store Pickup,0,2,268.68,2024-05-04,C002278,US,Los Angeles,PayPal,Completed
T00009865,P000792,C000231,Gucci Shoes,95.28,2,0.0,22.87,213.43,2024-09-13,UK,Birmingham,Credit Card,Completed,Online,Home Delivery,0,1,213.43,2024-09-13,C000231,UK,Birmingham,Credit Card,Completed
T00009866,P000215,C004817,Dell Monitor,529.92,1,37.09,49.28,542.11,2024-12-20,US,New York,Credit Card,Completed,Online,Home Delivery,0,1,542.11,2024-12-20,C004817,US,New York,Credit Card,Completed
T00009867,P001003,C002043,NaturesBest Juice,9.63,1,0.19,0.94,10.38,2024-10-13,US,New York,PayPal,Completed,In-store,Home Delivery,0,2,64.28,2024-10-13,C002043,US,New York,PayPal,Completed
T00009867,P000014,C002043,KrogerBrand Cheese,50.0,1,1.0,4.9,53.9,2024-10-13,US,New York,PayPal,Completed,In-store,Store Pickup,0,2,64.28,2024-10-13,C002043,US,New York,PayPal,Completed
T00009868,P000742,C004155,Decathlon Running Shoes,189.94,2,0.0,68.38,448.26,2024-01-07,AU,Sydney,PayPal,Completed,In-store,Home Delivery,0,1,448.26,2024-01-07,C004155,AU,Sydney,PayPal,Completed
T00009869,P000016,C003392,Prada Dress,119.72,1,2.39,21.12,138.45,2024-07-27,AU,Brisbane,Debit Card,Completed,Online,Home Delivery,0,1,138.45,2024-07-27,C003392,AU,Brisbane,Debit Card,Completed
T00009870,P000188,C004395,WholeFoods Milk,31.66,1,0.63,3.1,34.13,2024-02-22,US,Los Angeles,Credit Card,Completed,In-store,Store Pickup,0,1,34.13,2024-02-22,C004395,US,Los Angeles,Credit Card,Completed
T00009871,P000076,C000548,Sephora Cream,143.19,1,14.32,12.89,141.76,2024-11-13,US,San Francisco,Apple Pay,Completed,Online,Home Delivery,0,1,141.76,2024-11-13,C000548,US,San Francisco,Apple Pay,Completed
T00009872,P000647,C001895,Prada Bag,97.17,1,1.94,17.14,112.37,2024-03-01,IN,Mumbai,Debit Card,Completed,Online,Home Delivery,0,1,112.37,2024-03-01,C001895,IN,Mumbai,Debit Card,Completed
T00009873,P000114,C001092,Sony Headphones,3000.0,1,60.0,294.0,3234.0,2024-05-27,US,Los Angeles,PayPal,Completed,In-store,Home Delivery,0,2,3274.51,2024-05-27,C001092,US,Los Angeles,PayPal,Completed
T00009873,P000667,C001092,3M Headlight,37.58,1,0.75,3.68,40.51,2024-05-27,US,Los Angeles,PayPal,Completed,In-store,Store Pickup,0,2,3274.51,2024-05-27,C001092,US,Los Angeles,PayPal,Completed
T00009874,P000385,C003560,Nike Basketball,308.6,2,0.0,74.06,691.26,2024-02-24,UK,Manchester,Credit Card,Completed,In-store,Store Pickup,0,1,691.26,2024-02-24,C003560,UK,Manchester,Credit Card,Completed
T00009875,P001058,C004084,WholeFoods Cheese,11.36,1,0.0,1.14,12.5,2024-01-03,US,San Francisco,Apple Pay,Completed,Online,Store Pickup,0,1,12.5,2024-01-03,C004084,US,San Francisco,Apple Pay,Completed
T00009876,P000617,C002062,Nike Jacket,138.8,1,0.0,13.88,152.68,2024-02-24,US,Chicago,Apple Pay,Completed,Online,Home Delivery,0,1,152.68,2024-02-24,C002062,US,Chicago,Apple Pay,Completed
T00009877,P000479,C000067,HP Camera,3000.0,1,0.0,540.0,3540.0,2024-06-09,IN,Bengaluru,Credit Card,Completed,Online,Store Pickup,0,2,3799.3,2024-06-09,C000067,IN,Bengaluru,Credit Card,Completed
T00009877,P000868,C000067,Puma Football,219.75,1,0.0,39.55,259.3,2024-06-09,IN,Bengaluru,Credit Card,Completed,Online,Home Delivery,0,2,3799.3,2024-06-09,C000067,IN,Bengaluru,Credit Card,Completed
T00009878,P000107,C004496,The Body Shop Conditioner,45.04,1,0.9,4.41,48.55,2024-10-31,US,Chicago,Debit Card,Completed,Online,Home Delivery,0,2,64.85,2024-10-31,C004496,US,Chicago,Debit Card,Completed
T00009878,P000945,C004496,CVSBrand First Aid Kit,16.84,1,2.02,1.48,16.3,2024-10-31,US,Chicago,Debit Card,Completed,Online,Home Delivery,0,2,64.85,2024-10-31,C004496,US,Chicago,Debit Card,Completed
T00009879,P001003,C001818,NaturesBest Juice,9.63,1,0.19,1.13,10.57,2024-06-21,UK,Birmingham,PayPal,Completed,Online,Store Pickup,0,1,10.57,2024-06-21,C001818,UK,Birmingham,PayPal,Completed
T00009880,P000338,C002024,IKEA Chair,499.79,1,0.0,49.98,549.77,2024-08-01,US,Austin,Apple Pay,Completed,Online,Home Delivery,0,2,879.77,2024-08-01,C002024,US,Austin,Apple Pay,Completed
T00009880,P001006,C002024,Adidas Bag,300.0,1,0.0,30.0,330.0,2024-08-01,US,Austin,Apple Pay,Completed,Online,Home Delivery,0,2,879.77,2024-08-01,C002024,US,Austin,Apple Pay,Completed
T00009881,P000441,C004955,Decathlon Basketball,120.43,1,0.0,14.45,134.88,2024-07-21,UK,London,Credit Card,Cancelled,Online,Store Pickup,1,1,134.88,2024-07-21,C004955,UK,London,Credit Card,Cancelled
T00009882,P000086,C002887,Apple Phone,447.15,1,0.0,80.49,527.64,2024-09-07,IN,Bengaluru,Credit Card,Completed,Online,Home Delivery,0,1,527.64,2024-09-07,C002887,IN,Bengaluru,Credit Card,Completed
T00009883,P001057,C003600,Uniqlo Jacket,87.6,1,0.0,15.77,103.37,2024-10-20,IN,Mumbai,Credit Card,Completed,Online,Home Delivery,0,1,103.37,2024-10-20,C003600,IN,Mumbai,Credit Card,Completed
T00009884,P000466,C004869,GE Toaster,173.44,1,0.0,31.22,204.66,2024-12-26,IN,Delhi,Credit Card,Completed,Online,Store Pickup,0,1,204.66,2024-12-26,C004869,IN,Delhi,Credit Card,Completed
T00009885,P000994,C003737,Bose Phone,458.99,1,22.95,52.32,488.36,2024-03-03,UK,Birmingham,Debit Card,Completed,Online,Store Pickup,0,1,488.36,2024-03-03,C003737,UK,Birmingham,Debit Card,Completed
T00009886,P000094,C002310,Kenwood Table,200.24,1,20.02,32.44,212.66,2024-09-05,AU,Sydney,PayPal,Completed,Online,Home Delivery,0,1,212.66,2024-09-05,C002310,AU,Sydney,PayPal,Completed
T00009887,P000712,C001052,IKEA Lamp,475.15,1,9.5,83.82,549.47,2024-01-15,IN,Mumbai,Credit Card,Completed,Online,Store Pickup,0,1,549.47,2024-01-15,C001052,IN,Mumbai,Credit Card,Completed
T00009888,P000613,C001316,Mattel LEGO Set,53.37,1,1.07,6.28,58.58,2024-03-16,UK,Birmingham,Credit Card,Completed,In-store,Store Pickup,0,3,172.89,2024-03-16,C001316,UK,Birmingham,Credit Card,Completed
T00009888,P001146,C001316,CVSBrand First Aid Kit,90.71,1,1.81,10.67,99.57,2024-03-16,UK,Birmingham,Credit Card,Completed,In-store,Home Delivery,0,3,172.89,2024-03-16,C001316,UK,Birmingham,Credit Card,Completed
T00009888,P000487,C001316,Gucci Shirt,13.43,1,0.27,1.58,14.74,2024-03-16,UK,Birmingham,Credit Card,Completed,In-store,Home Delivery,0,3,172.89,2024-03-16,C001316,UK,Birmingham,Credit Card,Completed
T00009889,P000865,C000403,LG Tablet,3000.0,1,0.0,540.0,3540.0,2024-10-04,AU,Sydney,Credit Card,Completed,In-store,Home Delivery,0,1,3540.0,2024-10-04,C000403,AU,Sydney,Credit Card,Completed
T00009890,P000418,C000944,Samsung Microwave,255.87,2,0.0,92.11,603.85,2024-03-06,IN,Bengaluru,UPI,Completed,Online,Home Delivery,0,1,603.85,2024-03-06,C000944,IN,Bengaluru,UPI,Completed
T00009891,P000302,C002191,Samsung Phone,1174.17,1,58.71,200.78,1316.24,2024-09-30,IN,Hyderabad,Wallet,Completed,Mobile App,Store Pickup,0,2,2630.25,2024-09-30,C002191,IN,Hyderabad,Wallet,Completed
T00009891,P000337,C002191,Samsung Monitor,1237.3,1,123.73,200.44,1314.01,2024-09-30,IN,Hyderabad,Wallet,Completed,Mobile App,Store Pickup,0,2,2630.25,2024-09-30,C002191,IN,Hyderabad,Wallet,Completed
T00009892,P000485,C004730,CVSBrand First Aid Kit,200.0,1,0.0,24.0,224.0,2024-03-31,UK,Birmingham,Credit Card,Completed,In-store,Store Pickup,0,1,224.0,2024-03-31,C004730,UK,Birmingham,Credit Card,Completed
T00009893,P000520,C001311,Apple Headphones,669.16,1,0.0,120.45,789.61,2024-04-15,IN,Mumbai,UPI,Completed,In-store,Home Delivery,0,1,789.61,2024-04-15,C001311,IN,Mumbai,UPI,Completed
T00009894,P000323,C004914,GE Refrigerator,2500.0,1,0.0,300.0,2800.0,2024-01-20,EU,Paris,SEPA,Completed,Online,Store Pickup,0,1,2800.0,2024-01-20,C004914,EU,Paris,SEPA,Completed
T00009895,P000468,C004108,Yonex Football,77.09,1,1.54,13.6,89.15,2024-03-30,IN,Hyderabad,Wallet,Completed,Online,Home Delivery,0,1,89.15,2024-03-30,C004108,IN,Hyderabad,Wallet,Completed
T00009896,P000533,C000437,Nike Running Shoes,385.93,1,19.3,36.66,403.29,2024-08-31,US,Los Angeles,PayPal,Completed,Online,Store Pickup,0,2,3703.29,2024-08-31,C000437,US,Los Angeles,PayPal,Completed
T00009896,P000499,C000437,HP Speaker,3000.0,1,0.0,300.0,3300.0,2024-08-31,US,Los Angeles,PayPal,Completed,Online,Store Pickup,0,2,3703.29,2024-08-31,C000437,US,Los Angeles,PayPal,Completed
T00009897,P000580,C002266,HP Speaker,1098.0,1,0.0,131.76,1229.76,2024-11-26,UK,Birmingham,Credit Card,Refunded,In-store,Home Delivery,1,2,1256.11,2024-11-26,C002266,UK,Birmingham,Credit Card,Refunded
T00009897,P000122,C002266,NaturesBest Juice,23.53,1,0.0,2.82,26.35,2024-11-26,UK,Birmingham,Credit Card,Refunded,In-store,Home Delivery,1,2,1256.11,2024-11-26,C002266,UK,Birmingham,Credit Card,Refunded
T00009898,P000738,C003597,Uniqlo Sunglasses,65.68,2,0.0,13.14,144.5,2024-04-10,US,San Francisco,Apple Pay,Completed,Online,Home Delivery,0,2,1933.01,2024-04-10,C003597,US,San Francisco,Apple Pay,Completed
T00009898,P000100,C003597,Sony Phone,1625.92,1,0.0,162.59,1788.51,2024-04-10,US,San Francisco,Apple Pay,Completed,Online,Home Delivery,0,2,1933.01,2024-04-10,C003597,US,San Francisco,Apple Pay,Completed
T00009899,P000165,C000096,HP Tablet,344.76,1,6.9,33.79,371.65,2024-03-24,US,Chicago,Apple Pay,Completed,Online,Store Pickup,0,1,371.65,2024-03-24,C000096,US,Chicago,Apple Pay,Completed
T00009900,P000138,C003757,Zara Watch,300.0,1,0.0,30.0,330.0,2024-02-15,US,Los Angeles,PayPal,Completed,Online,Home Delivery,0,1,330.0,2024-02-15,C003757,US,Los Angeles,PayPal,Completed
T00009901,P000365,C004930,Whirlpool Washing Machine,2500.0,1,0.0,250.0,2750.0,2024-03-30,US,Los Angeles,Debit Card,Completed,Online,Store Pickup,0,1,2750.0,2024-03-30,C004930,US,Los Angeles,Debit Card,Completed
T00009902,P000313,C004786,Whirlpool Toaster,2500.0,1,0.0,250.0,2750.0,2024-08-24,US,Austin,Debit Card,Completed,Online,Store Pickup,0,2,2781.94,2024-08-24,C004786,US,Austin,Debit Card,Completed
T00009902,P000775,C004786,NaturesBest Cereal,14.52,2,0.0,2.9,31.94,2024-08-24,US,Austin,Debit Card,Completed,Online,Store Pickup,0,2,2781.94,2024-08-24,C004786,US,Austin,Debit Card,Completed
T00009903,P000686,C001828,HP Monitor,3000.0,1,150.0,513.0,3363.0,2024-12-26,AU,Melbourne,PayPal,Completed,Online,Home Delivery,0,1,3363.0,2024-12-26,C001828,AU,Melbourne,PayPal,Completed
T00009904,P000476,C000436,TraderJoes Cereal,47.17,1,0.0,5.66,52.83,2024-06-08,EU,Amsterdam,SEPA,Completed,Online,Home Delivery,0,1,52.83,2024-06-08,C000436,EU,Amsterdam,SEPA,Completed
T00009905,P000342,C001899,Philips Phone,2283.09,1,0.0,410.96,2694.05,2024-06-20,IN,Bengaluru,UPI,Refunded,Online,Home Delivery,1,3,2798.72,2024-06-20,C001899,IN,Bengaluru,UPI,Refunded
T00009905,P000116,C001899,Staples Notebook,65.03,1,0.0,11.71,76.74,2024-06-20,IN,Bengaluru,UPI,Refunded,Online,Store Pickup,1,3,2798.72,2024-06-20,C001899,IN,Bengaluru,UPI,Refunded
T00009905,P000856,C001899,NaturesBest Cereal,23.67,1,0.0,4.26,27.93,2024-06-20,IN,Bengaluru,UPI,Refunded,Online,Home Delivery,1,3,2798.72,2024-06-20,C001899,IN,Bengaluru,UPI,Refunded
T00009906,P000799,C000283,WholeFoods Snack Pack,24.77,1,0.0,2.97,27.74,2024-08-09,EU,Berlin,Debit Card,Completed,Mobile App,Store Pickup,0,1,27.74,2024-08-09,C000283,EU,Berlin,Debit Card,Completed
T00009907,P000353,C004045,TraderJoes Cheese,27.01,1,0.0,3.24,30.25,2024-10-09,EU,Amsterdam,SEPA,Completed,Online,Store Pickup,0,1,30.25,2024-10-09,C004045,EU,Amsterdam,SEPA,Completed
T00009908,P000720,C002950,NaturesBest Snack Pack,7.8,1,0.16,1.38,9.02,2024-06-21,IN,Delhi,UPI,Completed,Mobile App,Home Delivery,0,1,9.02,2024-06-21,C002950,IN,Delhi,UPI,Completed
T00009909,P000594,C000115,KrogerBrand Cereal,26.15,1,0.0,3.14,29.29,2024-05-25,UK,Manchester,PayPal,Completed,Online,Store Pickup,0,1,29.29,2024-05-25,C000115,UK,Manchester,PayPal,Completed
T00009910,P000640,C001929,Hasbro Puzzle,130.65,1,6.53,12.41,136.53,2024-07-20,US,San Francisco,Debit Card,Completed,Online,Home Delivery,0,2,554.53,2024-07-20,C001929,US,San Francisco,Debit Card,Completed
T00009910,P000400,C001929,Decathlon Football,400.0,1,20.0,38.0,418.0,2024-07-20,US,San Francisco,Debit Card,Completed,Online,Store Pickup,0,2,554.53,2024-07-20,C001929,US,San Francisco,Debit Card,Completed
T00009911,P000359,C001549,Sony Monitor,317.9,1,0.0,57.22,375.12,2024-06-08,IN,Bengaluru,UPI,Completed,In-store,Store Pickup,0,2,2317.25,2024-06-08,C001549,IN,Bengaluru,UPI,Completed
T00009911,P000222,C001549,Philips Tablet,1645.87,1,0.0,296.26,1942.13,2024-06-08,IN,Bengaluru,UPI,Completed,In-store,Store Pickup,0,2,2317.25,2024-06-08,C001549,IN,Bengaluru,UPI,Completed
T00009912,P000100,C002408,Sony Phone,1625.92,1,113.81,272.18,1784.29,2024-12-21,IN,Hyderabad,Credit Card,Completed,In-store,Home Delivery,0,1,1784.29,2024-12-21,C002408,IN,Hyderabad,Credit Card,Completed
T00009913,P000817,C004495,HP Tablet,1163.64,2,0.0,418.91,2746.19,2024-04-12,IN,Hyderabad,UPI,Completed,Online,Home Delivery,0,1,2746.19,2024-04-12,C004495,IN,Hyderabad,UPI,Completed
T00009914,P000775,C001063,NaturesBest Cereal,14.52,1,0.0,2.61,17.13,2024-04-15,IN,Delhi,Credit Card,Completed,Online,Home Delivery,0,1,17.13,2024-04-15,C001063,IN,Delhi,Credit Card,Completed
T00009915,P000836,C000213,KrogerBrand Milk,13.25,1,0.0,1.33,14.58,2024-11-30,US,San Francisco,Debit Card,Completed,Online,Store Pickup,0,1,14.58,2024-11-30,C000213,US,San Francisco,Debit Card,Completed
T00009916,P001117,C000074,WholeFoods Juice,50.0,3,0.0,18.0,168.0,2024-01-24,UK,London,Debit Card,Completed,In-store,Home Delivery,0,1,168.0,2024-01-24,C000074,UK,London,Debit Card,Completed
T00009917,P000443,C002447,Instant Pot Blender,272.14,2,0.0,65.31,609.59,2024-06-26,UK,Manchester,Debit Card,Completed,Online,Home Delivery,0,1,609.59,2024-06-26,C002447,UK,Manchester,Debit Card,Completed
T00009918,P000481,C002879,Sony Speaker,2023.65,1,0.0,242.84,2266.49,2024-04-04,UK,Birmingham,Debit Card,Completed,Mobile App,Store Pickup,0,1,2266.49,2024-04-04,C002879,UK,Birmingham,Debit Card,Completed
T00009919,P001148,C004607,WholeFoods Snack Pack,20.21,1,0.0,2.43,22.64,2024-09-19,UK,Birmingham,Debit Card,Completed,Mobile App,Home Delivery,0,1,22.64,2024-09-19,C004607,UK,Birmingham,Debit Card,Completed
T00009920,P000457,C004646,HP Monitor,2735.42,1,0.0,492.38,3227.8,2024-11-21,IN,Bengaluru,Debit Card,Completed,In-store,Home Delivery,0,1,3227.8,2024-11-21,C004646,IN,Bengaluru,Debit Card,Completed
T00009921,P001070,C001344,TraderJoes Snack Pack,9.86,1,0.2,1.74,11.4,2024-01-14,IN,Chennai,Credit Card,Completed,Online,Home Delivery,0,1,11.4,2024-01-14,C001344,IN,Chennai,Credit Card,Completed
T00009922,P000364,C004066,Zara Shirt,94.08,1,0.0,9.41,103.49,2024-12-19,US,New York,Debit Card,Refunded,Online,Store Pickup,1,2,534.3,2024-12-19,C004066,US,New York,Debit Card,Refunded
T00009922,P000178,C004066,Hamilton Beach Cookware,391.65,1,0.0,39.16,430.81,2024-12-19,US,New York,Debit Card,Refunded,Online,Home Delivery,1,2,534.3,2024-12-19,C004066,US,New York,Debit Card,Refunded
T00009923,P000319,C000985,Uniqlo Watch,53.97,1,0.0,9.71,63.68,2024-12-09,IN,Bengaluru,Wallet,Completed,Online,Store Pickup,0,1,63.68,2024-12-09,C000985,IN,Bengaluru,Wallet,Completed
T00009924,P000276,C000353,Philips Camera,3000.0,2,0.0,720.0,6720.0,2024-02-11,UK,London,Debit Card,Completed,Online,Home Delivery,0,1,6720.0,2024-02-11,C000353,UK,London,Debit Card,Completed
T00009925,P000119,C002131,Levi's Jacket,234.39,1,23.44,21.09,232.04,2024-11-21,US,San Francisco,Apple Pay,Completed,Mobile App,Home Delivery,0,3,689.2,2024-11-21,C002131,US,San Francisco,Apple Pay,Completed
T00009925,P000424,C002131,Random House Novel,40.59,1,2.03,3.86,42.42,2024-11-21,US,San Francisco,Apple Pay,Completed,Mobile App,Store Pickup,0,3,689.2,2024-11-21,C002131,US,San Francisco,Apple Pay,Completed
T00009925,P000912,C002131,Levi's Bag,188.52,2,0.0,37.7,414.74,2024-11-21,US,San Francisco,Apple Pay,Completed,Mobile App,Home Delivery,0,3,689.2,2024-11-21,C002131,US,San Francisco,Apple Pay,Completed
T00009926,P000469,C000515,Philips Cookware,393.62,3,82.66,131.78,1229.98,2024-12-21,UK,Birmingham,Debit Card,Completed,Online,Home Delivery,0,1,1229.98,2024-12-21,C000515,UK,Birmingham,Debit Card,Completed
T00009927,P000515,C001428,Lego Puzzle,200.0,1,0.0,24.0,224.0,2024-09-22,UK,London,PayPal,Completed,In-store,Store Pickup,0,1,224.0,2024-09-22,C001428,UK,London,PayPal,Completed
T00009928,P000377,C004986,Sony Tablet,1858.06,1,0.0,185.81,2043.87,2024-05-29,US,Los Angeles,Apple Pay,Completed,In-store,Home Delivery,0,3,2191.71,2024-05-29,C004986,US,Los Angeles,Apple Pay,Completed
T00009928,P000595,C004986,KrogerBrand Snack Pack,46.99,2,0.0,9.4,103.38,2024-05-29,US,Los Angeles,Apple Pay,Completed,In-store,Store Pickup,0,3,2191.71,2024-05-29,C004986,US,Los Angeles,Apple Pay,Completed
T00009928,P000849,C004986,Puma Dress,40.42,1,0.0,4.04,44.46,2024-05-29,US,Los Angeles,Apple Pay,Completed,In-store,Store Pickup,0,3,2191.71,2024-05-29,C004986,US,Los Angeles,Apple Pay,Completed
T00009929,P000879,C002342,H&M Dress,144.98,1,0.0,17.4,162.38,2024-05-21,EU,Amsterdam,Credit Card,Completed,Online,Home Delivery,0,2,386.38,2024-05-21,C002342,EU,Amsterdam,Credit Card,Completed
T00009929,P000636,C002342,Johnson&Johnson First Aid Kit,200.0,1,0.0,24.0,224.0,2024-05-21,EU,Amsterdam,Credit Card,Completed,Online,Home Delivery,0,2,386.38,2024-05-21,C002342,EU,Amsterdam,Credit Card,Completed
T00009930,P000210,C000298,KrogerBrand Cereal,10.3,1,0.52,1.76,11.54,2024-02-16,AU,Brisbane,Debit Card,Completed,Online,Store Pickup,0,4,242.68,2024-02-16,C000298,AU,Brisbane,Debit Card,Completed
T00009930,P000066,C000298,Under Armour Shoes,56.19,1,2.81,9.61,62.99,2024-02-16,AU,Brisbane,Debit Card,Completed,Online,Store Pickup,0,4,242.68,2024-02-16,C000298,AU,Brisbane,Debit Card,Completed
T00009930,P000081,C000298,NaturesBest Cheese,50.0,2,5.0,17.1,112.1,2024-02-16,AU,Brisbane,Debit Card,Completed,Online,Home Delivery,0,4,242.68,2024-02-16,C000298,AU,Brisbane,Debit Card,Completed
T00009930,P000129,C000298,WholeFoods Milk,50.0,1,2.5,8.55,56.05,2024-02-16,AU,Brisbane,Debit Card,Completed,Online,Home Delivery,0,4,242.68,2024-02-16,C000298,AU,Brisbane,Debit Card,Completed
T00009931,P000922,C003946,LG Speaker,1877.06,1,37.54,183.95,2023.47,2024-08-04,US,Austin,PayPal,Completed,Online,Store Pickup,0,1,2023.47,2024-08-04,C003946,US,Austin,PayPal,Completed
T00009932,P000397,C001263,Bose Camera,1726.4,1,86.32,295.21,1935.29,2024-07-22,IN,Bengaluru,UPI,Completed,Online,Home Delivery,0,1,1935.29,2024-07-22,C001263,IN,Bengaluru,UPI,Completed
T00009933,P000561,C001367,Prada Jacket,45.71,1,2.29,5.21,48.63,2024-08-15,EU,Berlin,PayPal,Completed,Online,Store Pickup,0,1,48.63,2024-08-15,C001367,EU,Berlin,PayPal,Completed
T00009934,P001077,C004757,Lenovo Phone,705.01,1,0.0,84.6,789.61,2024-03-29,EU,Amsterdam,Credit Card,Completed,Online,Home Delivery,0,1,789.61,2024-03-29,C004757,EU,Amsterdam,Credit Card,Completed
T00009935,P001149,C000526,Lenovo Phone,3000.0,1,0.0,300.0,3300.0,2024-07-08,US,Chicago,PayPal,Completed,Online,Store Pickup,0,1,3300.0,2024-07-08,C000526,US,Chicago,PayPal,Completed
T00009936,P000481,C000513,Sony Speaker,2023.65,1,40.47,237.98,2221.16,2024-04-10,EU,Paris,Debit Card,Completed,Online,Store Pickup,0,1,2221.16,2024-04-10,C000513,EU,Paris,Debit Card,Completed
T00009937,P000514,C002900,Sephora Mascara,136.44,1,20.47,13.92,129.89,2024-05-08,EU,Amsterdam,PayPal,Completed,Online,Home Delivery,0,2,158.41,2024-05-08,C002900,EU,Amsterdam,PayPal,Completed
T00009937,P000089,C002900,KrogerBrand Chocolate,26.8,1,1.34,3.06,28.52,2024-05-08,EU,Amsterdam,PayPal,Completed,Online,Store Pickup,0,2,158.41,2024-05-08,C002900,EU,Amsterdam,PayPal,Completed
