date,total_sales_amount,total_quantity_sold,unique_customers,unique_products,num_transactions
2022-11-24,26516.1,299,179,118,180
2022-11-25,22880.85,285,147,105,147
2022-11-26,31348.0,390,195,128,196
2022-11-27,99739.35,1215,622,194,643
2022-11-28,26634.49,326,169,116,170
2022-11-29,28041.55,341,157,102,157
2022-11-30,23411.03,291,167,111,168
2022-12-01,28792.68,332,173,115,175
2022-12-02,39578.84,405,188,119,190
2022-12-03,39178.62,448,241,137,243
2022-12-04,33952.65,405,199,125,202
2022-12-05,25417.32,283,151,101,151
2022-12-06,24080.86,283,167,110,169
2022-12-07,22974.13,260,139,99,141
2022-12-08,35983.07,408,196,123,199
2022-12-09,35277.86,406,203,127,207
2022-12-10,37224.34,422,248,135,250
2022-12-11,35577.36,410,217,130,217
2022-12-12,34075.43,358,186,112,187
2022-12-13,39152.5,487,212,136,218
2022-12-14,32257.09,375,177,119,181
2022-12-15,34249.81,390,160,100,162
2022-12-16,30994.01,384,192,113,194
2022-12-17,43140.54,550,234,125,235
2022-12-18,34773.89,430,241,142,245
2022-12-19,27729.76,330,173,119,173
2022-12-20,31340.260000000002,372,182,121,184
2022-12-21,26653.46,339,180,117,181
2022-12-22,22669.23,274,175,120,178
2022-12-23,27356.56,310,181,113,182
2022-12-24,39143.37,457,271,148,274
2022-12-25,76428.24,904,467,180,482
2022-12-26,24504.96,318,190,118,192
2022-12-27,27070.04,369,195,117,199
2022-12-28,26999.45,325,190,125,190
2022-12-29,29486.35,329,190,130,193
2022-12-30,25873.64,301,184,112,186
2022-12-31,38910.02,470,262,148,267
2023-01-01,50012.54,572,311,148,314
2023-01-02,22164.77,246,164,110,165
2023-01-03,23798.08,288,167,112,169
2023-01-04,34470.33,433,195,119,199
2023-01-05,23787.0,332,171,118,172
2023-01-06,27927.18,348,162,109,164
2023-01-07,40722.15,489,236,126,237
2023-01-08,43030.56,535,254,144,258
2023-01-09,25874.22,320,173,115,174
2023-01-10,25073.03,310,166,107,167
2023-01-11,23556.31,323,165,109,166
2023-01-12,34023.45,397,191,119,192
2023-01-13,25585.07,313,188,111,192
2023-01-14,44696.05,577,279,146,280
2023-01-15,35782.340000000004,422,237,140,241
2023-01-16,27770.15,334,180,111,181
2023-01-17,44715.24,536,215,127,217
2023-01-18,30024.9,338,202,124,204
2023-01-19,34738.59,411,197,120,197
2023-01-20,29405.02,359,196,122,198
2023-01-21,30952.24,364,207,135,211
2023-01-22,40028.59,497,245,138,247
2023-01-23,25799.39,287,173,115,174
2023-01-24,31002.63,364,193,122,196
2023-01-25,28894.3,370,198,124,198
2023-01-26,34865.14,441,210,123,212
2023-01-27,35645.05,459,211,128,214
2023-01-28,36287.63,428,236,135,237
2023-01-29,50131.03,545,287,141,289
2023-01-30,30721.53,339,179,120,181
2023-01-31,32586.829999999998,388,168,105,168
2023-02-01,35412.46,435,188,127,189
2023-02-02,27360.17,316,192,128,197
2023-02-03,29825.06,342,209,125,210
2023-02-04,37616.29,483,270,146,277
2023-02-05,37698.34,418,267,139,270
2023-02-06,33572.38,409,208,121,212
2023-02-07,37540.54,461,203,126,203
2023-02-08,37700.41,428,221,137,226
2023-02-09,34016.73,444,207,132,212
2023-02-10,39814.76,434,214,128,214
2023-02-11,43679.91,546,252,142,256
2023-02-12,38764.21,460,281,139,284
2023-02-13,27989.15,299,199,117,202
2023-02-14,24357.760000000002,312,178,124,180
2023-02-15,34270.94,412,244,136,249
2023-02-16,41071.77,448,220,124,221
2023-02-17,28586.58,325,202,123,205
2023-02-18,55729.11,658,279,147,286
2023-02-19,45509.22,555,288,145,291
2023-02-20,35523.62,514,200,127,202
2023-02-21,41743.25,428,219,127,220
2023-02-22,28546.24,361,202,124,204
2023-02-23,33577.25,406,213,127,217
2023-02-24,28584.65,351,194,122,196
2023-02-25,48737.23,536,284,145,287
2023-02-26,39324.8,544,275,141,279
2023-02-27,33461.27,427,218,130,220
2023-02-28,36437.88,412,209,129,210
2023-03-01,35747.18,388,201,118,205
2023-03-02,29279.38,340,197,119,197
2023-03-03,31987.95,420,205,124,205
2023-03-04,41363.49,497,267,147,268
2023-03-05,47196.63,548,284,154,293
2023-03-06,37914.16,423,227,134,229
2023-03-07,32467.27,348,208,124,208
2023-03-08,32585.59,379,210,128,211
2023-03-09,35046.29,445,222,130,223
2023-03-10,27985.07,349,189,130,190
2023-03-11,56289.22,635,309,154,315
2023-03-12,38944.56,451,257,146,263
2023-03-13,37095.77,414,213,129,216
2023-03-14,30469.46,446,209,129,215
2023-03-15,41244.22,461,232,131,237
2023-03-16,35869.61,436,208,122,208
2023-03-17,36985.91,435,233,130,233
2023-03-18,46423.090000000004,581,290,156,292
2023-03-19,40059.51,455,264,144,266
2023-03-20,43917.33,600,254,139,257
2023-03-21,32217.1,385,217,126,220
2023-03-22,37694.39,437,205,126,207
2023-03-23,25652.44,358,188,119,190
2023-03-24,37474.89,448,250,135,251
2023-03-25,42666.1,516,289,150,296
2023-03-26,57824.56,735,306,148,311
2023-03-27,31294.69,377,196,129,199
2023-03-28,36056.28,426,212,119,213
2023-03-29,36211.65,451,226,140,226
2023-03-30,42046.51,473,250,145,251
2023-03-31,34481.57,427,205,123,206
2023-04-01,58950.6,698,321,157,326
2023-04-02,41481.04,593,297,151,300
2023-04-03,37468.96,416,206,126,206
2023-04-04,36662.51,440,213,131,218
2023-04-05,36426.11,449,223,127,226
2023-04-06,47450.11,564,214,131,215
2023-04-07,41139.96,431,212,124,217
2023-04-08,51109.54,637,287,152,289
2023-04-09,52392.98,614,275,151,278
2023-04-10,29212.78,364,209,129,212
2023-04-11,28278.0,327,214,131,216
2023-04-12,37558.27,428,195,121,200
2023-04-13,40161.31,457,231,133,233
2023-04-14,36492.340000000004,403,248,137,251
2023-04-15,43551.08,487,259,139,262
2023-04-16,55753.46,701,338,168,346
2023-04-17,32324.33,386,230,136,232
2023-04-18,39973.82,478,225,139,229
2023-04-19,40199.73,444,197,117,200
2023-04-20,30280.76,378,222,125,225
2023-04-21,40776.19,513,223,129,224
2023-04-22,50754.68,597,307,161,310
2023-04-23,56927.13,634,310,145,314
2023-04-24,28924.25,334,225,126,226
2023-04-25,37320.07,422,235,132,237
2023-04-26,39134.84,510,242,134,243
2023-04-27,35975.65,467,204,123,206
2023-04-28,39363.66,425,234,147,236
2023-04-29,44402.55,501,290,144,291
2023-04-30,52626.39,659,320,149,322
2023-05-01,36698.42,465,200,119,201
2023-05-02,37908.15,441,238,131,242
2023-05-03,29870.25,335,204,125,205
2023-05-04,28497.01,326,204,122,205
2023-05-05,36368.7,420,210,130,212
2023-05-06,46895.36,548,282,146,286
2023-05-07,42796.57,490,279,144,287
2023-05-08,32674.329999999998,346,201,124,205
2023-05-09,30898.3,329,220,130,222
2023-05-10,31895.43,376,212,122,215
2023-05-11,41472.29,480,239,132,241
2023-05-12,32046.72,373,204,125,207
2023-05-13,46287.5,529,318,154,323
2023-05-14,54699.28,608,302,159,313
2023-05-15,36762.62,417,221,132,225
2023-05-16,26470.68,322,181,110,181
2023-05-17,29158.87,344,215,116,217
2023-05-18,42621.62,493,240,141,244
2023-05-19,35818.11,485,218,127,221
2023-05-20,37314.53,459,249,141,253
2023-05-21,38496.96,488,272,146,275
2023-05-22,35790.18,388,246,134,248
2023-05-23,28668.14,367,202,129,206
2023-05-24,34369.01,393,205,133,208
2023-05-25,23957.02,282,171,108,171
2023-05-26,28040.05,324,187,111,188
2023-05-27,39259.3,487,240,136,242
2023-05-28,45522.47,565,260,136,264
2023-05-29,32081.44,364,213,134,215
2023-05-30,26226.52,376,170,114,170
2023-05-31,30737.95,350,205,119,206
2023-06-01,28333.27,333,206,118,206
2023-06-02,33018.95,414,218,129,218
2023-06-03,44670.21,535,281,148,283
2023-06-04,44616.8,540,282,149,285
2023-06-05,38084.88,565,221,134,224
2023-06-06,29562.37,378,186,116,186
2023-06-07,26237.22,290,183,119,185
2023-06-08,36352.36,420,196,120,197
2023-06-09,37483.56,435,212,137,215
2023-06-10,43636.46,484,255,138,256
2023-06-11,41704.93,503,270,145,275
2023-06-12,27732.03,398,177,112,181
2023-06-13,29997.37,369,208,136,208
2023-06-14,29503.59,345,198,120,201
2023-06-15,25839.88,345,176,112,177
2023-06-16,24333.18,272,180,116,181
2023-06-17,48842.2,598,265,135,267
2023-06-18,44849.49,548,265,138,269
2023-06-19,34077.33,429,189,119,189
2023-06-20,24507.04,282,171,109,172
2023-06-21,24337.57,282,152,106,153
2023-06-22,24893.29,307,148,103,148
2023-06-23,35509.2,444,197,121,198
2023-06-24,38753.72,447,192,119,197
2023-06-25,35368.47,418,247,137,249
2023-06-26,34469.42,446,205,128,211
2023-06-27,32379.26,400,205,121,207
2023-06-28,32987.87,409,186,122,187
2023-06-29,31825.72,364,184,113,186
2023-06-30,33230.89,446,188,114,188
2023-07-01,39260.46,556,243,143,246
2023-07-02,40311.74,472,234,137,235
2023-07-03,25475.57,346,179,116,181
2023-07-04,40270.67,518,196,119,198
2023-07-05,31432.39,386,175,110,176
2023-07-06,19412.21,240,151,106,152
2023-07-07,34417.17,407,174,122,178
2023-07-08,34318.39,421,223,121,227
2023-07-09,40804.27,474,238,127,241
2023-07-10,28929.41,363,168,107,169
2023-07-11,26100.49,315,164,107,167
2023-07-12,28831.47,377,191,119,192
2023-07-13,33123.82,349,169,117,170
2023-07-14,25390.58,327,164,110,165
2023-07-15,31730.74,388,206,128,209
2023-07-16,39809.29,470,254,142,258
2023-07-17,25213.14,360,175,117,177
2023-07-18,29032.420000000002,309,178,119,179
2023-07-19,27967.15,359,176,106,179
2023-07-20,38374.16,456,181,115,185
2023-07-21,24871.44,305,178,126,180
2023-07-22,33584.05,416,196,120,200
2023-07-23,41928.86,514,221,123,222
2023-07-24,21843.97,262,143,103,144
2023-07-25,26605.25,322,173,109,174
2023-07-26,27675.95,309,181,119,185
2023-07-27,17464.22,201,138,94,138
2023-07-28,22167.95,282,149,98,150
2023-07-29,40226.04,514,219,128,221
2023-07-30,37613.33,435,200,119,201
2023-07-31,24669.31,297,142,100,142
2023-08-01,23409.4,285,156,107,159
2023-08-02,26297.52,314,163,99,163
2023-08-03,24917.61,279,158,110,161
2023-08-04,20811.58,252,160,109,164
2023-08-05,37668.340000000004,436,233,135,236
2023-08-06,37498.22,465,222,129,227
2023-08-07,25824.51,287,150,101,153
2023-08-08,29987.54,331,166,114,167
2023-08-09,21684.79,270,164,103,164
2023-08-10,25109.45,291,151,109,152
2023-08-11,27322.75,300,173,113,174
2023-08-12,31151.49,460,217,122,217
2023-08-13,36855.88,412,221,136,223
2023-08-14,23643.91,269,141,92,141
2023-08-15,24483.59,271,133,95,134
2023-08-16,28640.010000000002,320,171,120,174
2023-08-17,19870.77,232,155,105,158
2023-08-18,19362.71,230,132,90,135
2023-08-19,34233.58,410,202,127,205
2023-08-20,37231.85,438,233,130,233
2023-08-21,24535.43,289,152,107,152
2023-08-22,18676.67,234,127,87,131
2023-08-23,22400.260000000002,306,141,102,142
2023-08-24,20508.16,232,142,91,142
2023-08-25,27397.78,270,159,104,160
2023-08-26,32945.56,381,213,124,214
2023-08-27,24584.72,300,174,107,178
2023-08-28,19406.57,234,134,94,135
2023-08-29,22836.94,324,150,96,150
2023-08-30,25882.27,296,136,97,136
2023-08-31,25875.85,303,131,91,131
2023-09-01,21281.96,280,125,90,126
2023-09-02,31040.18,375,182,114,183
2023-09-03,26293.89,318,187,127,191
2023-09-04,27694.16,289,128,99,129
2023-09-05,20760.52,251,147,103,148
2023-09-06,21144.52,289,138,93,138
2023-09-07,20966.78,236,136,89,136
2023-09-08,23832.52,300,127,86,128
2023-09-09,33196.89,392,190,118,191
2023-09-10,26851.22,314,175,113,176
2023-09-11,26771.46,280,135,103,135
2023-09-12,27509.829999999998,352,144,105,146
2023-09-13,22637.05,276,139,100,141
2023-09-14,23326.79,320,138,97,138
2023-09-15,20004.16,259,136,101,138
2023-09-16,31877.31,437,194,118,195
2023-09-17,28155.21,353,161,109,161
2023-09-18,20551.16,255,118,92,118
2023-09-19,18801.29,210,139,93,139
2023-09-20,20434.88,264,132,92,132
2023-09-21,17428.66,210,123,94,124
2023-09-22,18255.98,217,126,96,127
2023-09-23,29027.62,379,173,119,173
2023-09-24,27914.26,311,183,116,184
2023-09-25,29923.43,316,151,105,151
2023-09-26,19481.66,226,146,100,147
2023-09-27,19272.98,224,118,89,118
2023-09-28,21135.57,227,138,96,140
2023-09-29,16246.71,193,133,100,133
2023-09-30,32069.06,403,177,113,179
2023-10-01,21503.07,239,159,112,161
2023-10-02,25641.99,273,117,82,117
2023-10-03,23904.05,312,135,95,137
2023-10-04,30178.68,335,120,89,120
2023-10-05,25853.24,302,126,93,128
2023-10-06,25521.93,328,129,89,129
2023-10-07,22377.57,289,168,105,168
2023-10-08,28911.35,302,186,125,189
2023-10-09,28363.27,318,146,99,148
2023-10-10,18411.75,207,150,105,150
2023-10-11,26475.91,344,124,92,124
2023-10-12,17955.09,208,120,88,120
2023-10-13,21434.94,253,147,102,149
2023-10-14,28839.56,345,188,121,190
2023-10-15,29192.36,376,179,115,182
2023-10-16,24031.99,307,125,89,125
2023-10-17,22642.16,272,142,100,142
2023-10-18,29431.96,317,145,104,145
2023-10-19,23815.6,319,145,102,147
2023-10-20,21599.82,254,138,98,140
2023-10-21,34550.79,382,179,111,182
2023-10-22,22059.44,279,159,106,162
2023-10-23,21767.01,234,146,100,147
2023-10-24,25055.2,300,139,100,140
2023-10-25,21877.46,297,135,92,135
2023-10-26,24169.16,292,152,109,152
2023-10-27,22998.61,278,153,109,154
2023-10-28,27272.899999999998,363,165,117,169
2023-10-29,34479.36,443,205,131,209
2023-10-30,32293.43,285,143,87,146
2023-10-31,21735.25,272,144,98,144
2023-11-01,20344.41,287,131,93,134
2023-11-02,17698.45,220,129,99,130
2023-11-03,18969.12,236,137,105,141
2023-11-04,70386.02,853,412,181,420
2023-11-05,24261.21,330,182,117,184
2023-11-06,34741.33,429,159,103,160
2023-11-07,18072.12,213,135,97,137
2023-11-08,22675.64,304,166,112,166
2023-11-09,35541.43,450,173,119,174
2023-11-10,25162.75,292,158,104,159
2023-11-11,40099.74,485,220,131,220
2023-11-12,27558.63,331,198,125,200
2023-11-13,28453.68,433,167,120,168
2023-11-14,27793.27,369,172,105,173
2023-11-15,29445.85,347,178,114,178
2023-11-16,27382.75,348,179,118,180
2023-11-17,22863.02,330,154,106,155
2023-11-18,40547.41,428,229,135,231
2023-11-19,36496.65,503,215,126,216
2023-11-20,21966.89,265,178,112,180
2023-11-21,25493.87,329,148,101,150
2023-11-22,33586.42,430,177,110,177
2023-11-23,32938.88,423,162,106,163
2023-11-24,24282.96,290,159,109,161
2023-11-25,37524.39,439,230,128,232
2023-11-26,31558.24,363,243,136,245
2023-11-27,82461.36,857,404,174,421
2023-11-28,22512.91,254,153,109,153
2023-11-29,30940.35,385,153,109,154
2023-11-30,28849.21,324,171,113,174
2023-12-01,29409.73,359,160,102,160
2023-12-02,38512.14,499,235,135,240
2023-12-03,33505.8,381,232,133,236
2023-12-04,28928.94,384,199,131,199
2023-12-05,27501.5,337,165,104,166
2023-12-06,21209.93,266,155,112,155
2023-12-07,25517.06,346,184,118,185
2023-12-08,29245.97,416,185,121,185
2023-12-09,38917.54,456,235,135,239
2023-12-10,42381.53,510,207,122,208
2023-12-11,33195.13,454,195,118,196
2023-12-12,25610.44,301,168,117,170
2023-12-13,24865.9,298,177,119,177
2023-12-14,22155.81,299,168,118,169
2023-12-15,23457.15,283,164,106,167
2023-12-16,34376.52,425,223,138,224
2023-12-17,38301.11,448,236,140,236
2023-12-18,31568.61,371,193,119,194
2023-12-19,23493.24,304,155,97,156
2023-12-20,35622.85,374,169,111,172
2023-12-21,26452.35,342,172,113,175
2023-12-22,25229.19,295,173,114,173
2023-12-23,36288.97,391,215,135,217
2023-12-24,47622.0,607,242,137,245
2023-12-25,57233.2,728,316,152,319
2023-12-26,27789.5,350,189,122,192
2023-12-27,34506.92,430,204,122,205
2023-12-28,24183.04,269,176,114,178
2023-12-29,42754.3,485,216,124,218
2023-12-30,46572.76,584,273,146,277
2023-12-31,33606.46,430,236,142,239
2024-01-01,40943.08,517,244,134,245
2024-01-02,27445.43,307,176,116,179
2024-01-03,25423.87,383,167,104,169
2024-01-04,30944.57,390,183,121,184
2024-01-05,32435.649999999998,384,188,118,190
2024-01-06,32894.68,424,197,124,199
2024-01-07,40495.52,417,198,126,200
2024-01-08,31651.27,399,206,119,206
2024-01-09,28019.329999999998,328,191,125,198
2024-01-10,43601.78,530,211,129,213
2024-01-11,27313.579999999998,343,178,111,179
2024-01-12,32581.3,407,181,110,183
2024-01-13,41572.11,477,235,131,238
2024-01-14,38361.659999999996,472,267,148,269
2024-01-15,31321.149999999998,386,183,110,185
2024-01-16,32300.34,368,196,128,198
2024-01-17,27974.12,344,199,127,203
2024-01-18,25666.03,316,176,110,177
2024-01-19,31675.68,365,212,138,213
2024-01-20,42485.9,568,262,148,266
2024-01-21,36390.21,445,267,142,271
2024-01-22,35394.58,372,193,123,193
2024-01-23,28680.18,351,197,120,197
2024-01-24,29786.67,392,182,115,184
2024-01-25,25187.49,289,186,117,186
2024-01-26,27874.89,334,198,129,200
2024-01-27,43871.02,512,268,142,270
2024-01-28,41835.99,514,281,147,284
2024-01-29,25909.89,321,200,120,202
2024-01-30,34646.84,448,203,119,205
2024-01-31,34517.87,406,173,115,175
2024-02-01,35251.76,452,207,123,209
2024-02-02,33876.73,372,184,124,189
2024-02-03,57863.53,713,300,146,304
2024-02-04,51508.85,530,286,149,290
2024-02-05,26854.37,342,188,122,189
2024-02-06,28407.579999999998,356,191,117,193
2024-02-07,27129.23,348,195,125,195
2024-02-08,33278.58,350,195,127,197
2024-02-09,35699.69,398,216,126,217
2024-02-10,41422.32,509,299,151,300
2024-02-11,44689.22,495,284,147,288
2024-02-12,32435.48,407,203,118,205
2024-02-13,34622.75,413,203,120,203
2024-02-14,30927.41,339,177,117,178
2024-02-15,27850.66,306,200,126,201
2024-02-16,32244.45,435,214,122,215
2024-02-17,40936.75,510,297,154,300
2024-02-18,49082.340000000004,595,257,142,260
2024-02-19,34295.36,394,214,127,218
2024-02-20,32047.77,423,207,130,208
2024-02-21,26018.84,317,194,115,194
2024-02-22,35774.15,436,210,121,213
2024-02-23,48794.49,554,229,129,229
2024-02-24,39918.8,468,261,150,266
2024-02-25,44339.53,544,253,151,257
2024-02-26,31514.95,378,222,133,225
2024-02-27,30228.53,339,194,120,196
2024-02-28,35833.64,451,227,143,231
2024-02-29,35919.78,410,231,127,233
2024-03-01,31026.18,389,217,136,219
2024-03-02,51631.22,609,301,155,307
2024-03-03,55382.71,718,323,155,326
2024-03-04,28545.62,326,207,124,208
2024-03-05,30686.41,445,212,129,212
2024-03-06,40183.71,475,229,138,231
2024-03-07,32419.77,398,237,136,239
2024-03-08,37707.35,425,255,142,259
2024-03-09,50787.36,621,295,155,299
2024-03-10,51131.1,608,331,158,342
2024-03-11,35196.67,411,246,136,249
2024-03-12,28763.32,355,212,124,214
2024-03-13,35397.71,430,205,117,208
2024-03-14,35021.01,447,220,127,222
2024-03-15,50654.19,569,239,129,242
2024-03-16,54022.26,687,333,160,338
2024-03-17,47945.9,495,304,140,308
2024-03-18,33337.2,403,239,130,243
2024-03-19,36190.44,424,241,135,244
2024-03-20,37447.61,467,217,133,220
2024-03-21,31513.59,375,224,134,225
2024-03-22,31970.8,427,236,130,241
2024-03-23,56040.61,619,283,140,286
2024-03-24,57218.07,700,286,150,291
2024-03-25,40163.18,462,219,131,222
2024-03-26,33598.17,396,235,139,237
2024-03-27,26344.56,306,203,121,206
2024-03-28,33522.74,404,209,128,211
2024-03-29,39871.61,433,231,127,233
2024-03-30,40011.97,497,259,139,262
2024-03-31,48849.78,592,293,156,295
2024-04-01,32168.47,353,210,126,211
2024-04-02,32051.82,428,208,134,209
2024-04-03,42751.56,565,220,130,222
2024-04-04,39568.17,452,217,134,219
2024-04-05,34870.26,421,228,129,232
2024-04-06,39100.35,476,275,138,278
2024-04-07,43049.89,498,288,157,292
2024-04-08,39178.49,417,225,131,226
2024-04-09,23163.72,281,156,110,157
2024-04-10,28496.08,357,180,114,181
2024-04-11,34528.97,403,208,128,211
2024-04-12,39234.72,423,236,135,238
2024-04-13,41351.7,531,287,152,289
2024-04-14,48207.34,572,266,142,269
2024-04-15,30112.84,351,224,127,229
2024-04-16,31148.77,348,201,125,202
2024-04-17,35528.43,446,225,130,227
2024-04-18,34448.52,398,217,132,223
2024-04-19,36458.27,413,238,142,241
2024-04-20,47585.92,540,286,156,292
2024-04-21,59042.59,675,292,148,297
2024-04-22,30357.92,354,211,130,214
2024-04-23,33020.78,376,189,112,191
2024-04-24,43485.0,550,255,139,261
2024-04-25,33048.72,399,212,133,214
2024-04-26,44455.770000000004,499,223,128,223
2024-04-27,50734.98,611,306,155,309
2024-04-28,40855.78,483,285,152,289
2024-04-29,33622.45,388,227,143,231
2024-04-30,35021.1,472,220,131,221
2024-05-01,32876.58,445,207,128,208
2024-05-02,25654.54,290,189,123,190
2024-05-03,34019.25,403,231,135,232
2024-05-04,54591.92,646,309,145,316
2024-05-05,46470.84,549,281,145,286
2024-05-06,28576.52,385,209,126,214
2024-05-07,35949.9,449,191,124,194
2024-05-08,30008.86,357,200,131,201
2024-05-09,30831.03,381,196,123,198
2024-05-10,30950.32,369,209,114,210
2024-05-11,42273.15,502,257,142,260
2024-05-12,41942.770000000004,472,265,141,266
2024-05-13,33324.37,456,214,136,215
2024-05-14,29295.48,331,231,140,233
2024-05-15,24374.16,274,172,103,173
2024-05-16,33460.12,407,225,124,228
2024-05-17,33891.66,389,217,130,219
2024-05-18,46352.56,545,277,143,283
2024-05-19,44032.1,491,267,144,274
2024-05-20,32023.920000000002,396,178,117,179
2024-05-21,31417.66,402,215,135,218
2024-05-22,37492.1,425,216,130,222
2024-05-23,26693.28,321,189,114,190
2024-05-24,35359.2,407,205,129,206
2024-05-25,47490.76,541,279,153,282
2024-05-26,30618.25,378,225,133,228
2024-05-27,38961.84,416,228,146,231
2024-05-28,37554.5,438,225,131,228
2024-05-29,34534.18,458,205,129,210
2024-05-30,34200.11,412,214,115,215
2024-05-31,28246.16,339,179,117,181
2024-06-01,43650.45,503,251,146,255
2024-06-02,46282.15,543,289,156,299
2024-06-03,36281.26,372,204,132,204
2024-06-04,35719.83,436,191,124,195
2024-06-05,29621.35,337,184,121,186
2024-06-06,32373.93,358,209,127,212
2024-06-07,33019.34,375,227,141,232
2024-06-08,39791.95,456,239,140,242
2024-06-09,40200.5,473,252,138,254
2024-06-10,33944.17,365,181,127,185
2024-06-11,33022.08,364,204,124,208
2024-06-12,31413.52,395,211,121,214
2024-06-13,26424.420000000002,341,171,111,171
2024-06-14,29143.06,359,187,124,187
2024-06-15,42712.12,492,255,137,261
2024-06-16,49463.32,560,288,147,290
2024-06-17,43612.89,460,180,107,180
2024-06-18,26284.35,305,184,118,186
2024-06-19,35946.78,475,212,130,214
2024-06-20,34749.35,447,197,119,198
2024-06-21,27662.76,351,186,126,188
2024-06-22,36323.36,396,234,128,238
2024-06-23,55982.82,608,248,144,250
2024-06-24,32836.88,340,171,114,171
2024-06-25,26285.78,335,177,118,178
2024-06-26,24621.68,285,150,97,151
2024-06-27,26297.25,329,187,111,189
2024-06-28,32923.409999999996,416,187,117,188
2024-06-29,34373.93,412,200,129,206
2024-06-30,31916.329999999998,357,210,131,210
2024-07-01,33236.9,402,172,112,174
2024-07-02,28533.62,320,181,109,182
2024-07-03,26104.57,299,161,118,162
2024-07-04,39598.95,410,186,115,188
2024-07-05,25283.99,315,169,104,171
2024-07-06,45748.44,537,272,142,273
2024-07-07,31818.63,349,238,132,240
2024-07-08,34068.89,397,193,122,196
2024-07-09,31207.32,404,174,113,176
2024-07-10,27675.63,364,170,111,170
2024-07-11,28735.46,333,185,120,188
2024-07-12,23744.11,269,157,113,160
2024-07-13,33878.59,411,210,134,214
2024-07-14,38175.409999999996,484,199,117,199
2024-07-15,29020.11,303,163,103,163
2024-07-16,29646.14,376,177,123,179
2024-07-17,30736.13,355,182,121,183
2024-07-18,34695.79,416,179,119,183
2024-07-19,29312.100000000002,349,174,110,174
2024-07-20,38212.44,502,220,131,222
2024-07-21,35414.090000000004,400,214,127,216
2024-07-22,36996.49,447,185,112,188
2024-07-23,32377.74,328,161,108,161
2024-07-24,24165.25,278,172,103,173
2024-07-25,28641.66,348,166,106,167
2024-07-26,25725.46,298,169,115,172
2024-07-27,39364.48,491,237,135,242
2024-07-28,34478.53,394,198,128,200
2024-07-29,25256.27,292,154,106,154
2024-07-30,27926.82,327,161,107,163
2024-07-31,24532.85,277,155,101,155
2024-08-01,19322.27,227,155,103,155
2024-08-02,30426.82,315,177,114,177
2024-08-03,37813.05,465,227,120,229
2024-08-04,29196.61,342,204,126,204
2024-08-05,28161.06,341,144,103,146
2024-08-06,29889.54,384,180,112,182
2024-08-07,23961.87,286,150,105,151
2024-08-08,25462.48,305,155,101,157
2024-08-09,20118.08,244,140,94,145
2024-08-10,32066.69,434,191,125,192
2024-08-11,34408.12,346,178,119,180
2024-08-12,19313.52,227,144,106,145
2024-08-13,25577.79,269,142,91,143
2024-08-14,29581.81,333,173,108,174
2024-08-15,22417.07,305,140,97,140
2024-08-16,26839.89,316,158,107,161
2024-08-17,31508.83,423,191,124,193
2024-08-18,35373.28,412,199,120,200
2024-08-19,24097.77,289,156,105,156
2024-08-20,20182.02,280,145,101,147
2024-08-21,27669.65,309,151,102,152
2024-08-22,18654.6,229,131,92,133
2024-08-23,25385.73,252,142,97,144
2024-08-24,32200.39,413,207,125,210
2024-08-25,27208.43,305,168,103,169
2024-08-26,19702.47,234,134,97,134
2024-08-27,23219.06,281,137,98,138
2024-08-28,28871.69,379,156,110,160
2024-08-29,19213.25,210,137,96,139
2024-08-30,18663.26,214,137,96,137
2024-08-31,27112.73,323,192,119,196
2024-09-01,35463.0,392,204,129,205
2024-09-02,21613.28,263,139,99,139
2024-09-03,21296.08,247,133,93,135
2024-09-04,26402.420000000002,284,159,112,161
2024-09-05,18997.59,257,151,102,151
2024-09-06,18899.45,258,140,90,141
2024-09-07,38226.45,456,199,131,201
2024-09-08,45130.63,475,188,114,189
2024-09-09,19013.74,214,138,95,140
2024-09-10,16451.44,196,116,90,117
2024-09-11,21395.65,261,151,106,153
2024-09-12,18521.21,215,140,98,140
2024-09-13,34299.72,342,129,95,130
2024-09-14,30335.66,378,185,121,187
2024-09-15,31837.14,358,172,118,175
2024-09-16,22893.82,298,154,101,158
2024-09-17,19918.48,247,139,95,139
2024-09-18,28641.61,332,155,107,157
2024-09-19,27761.99,300,145,103,147
2024-09-20,26584.06,332,146,97,146
2024-09-21,32261.29,377,191,131,192
2024-09-22,40745.770000000004,469,180,117,180
2024-09-23,19824.04,245,135,99,135
2024-09-24,20804.52,243,150,110,151
2024-09-25,20427.14,213,144,107,145
2024-09-26,27577.55,362,146,102,147
2024-09-27,19384.33,231,141,100,142
2024-09-28,25813.260000000002,316,171,112,173
2024-09-29,33173.19,373,187,116,189
2024-09-30,25105.260000000002,281,125,88,127
2024-10-01,24643.2,279,142,96,143
2024-10-02,22335.99,263,140,95,143
2024-10-03,25366.74,329,132,95,134
2024-10-04,18055.32,193,134,94,134
2024-10-05,32822.25,427,181,111,183
2024-10-06,22875.47,248,165,110,165
2024-10-07,21887.38,289,128,90,128
2024-10-08,19050.53,229,119,88,119
2024-10-09,19393.73,233,126,91,126
2024-10-10,23343.170000000002,269,144,102,144
2024-10-11,20983.12,243,137,95,137
2024-10-12,27274.67,311,179,113,181
2024-10-13,24177.57,277,164,113,165
2024-10-14,15966.16,171,124,89,126
2024-10-15,25344.329999999998,302,127,89,128
