transaction_id,cancel_date,reason
tx2056331,2021-09-28 02:53:52,fraud
tx2056435,2021-10-01 13:57:52,fraud
tx2056478,2021-10-01 19:09:03,customer_request
tx2056580,2021-10-02 05:52:39,payment_failure
tx2056585,2021-10-02 04:34:02,payment_failure
tx2056832,2021-10-02 12:08:27,customer_request
tx2056892,2021-10-03 04:09:01,customer_request
tx2056902,2021-10-04 18:30:44,customer_request
tx2056927,2021-10-04 01:43:04,fraud
tx2057016,2021-10-04 09:21:27,payment_failure
tx2057028,2021-10-05 08:34:38,fraud
tx2057138,2021-10-03 00:49:08,customer_request
tx2057191,2021-10-04 22:56:09,customer_request
tx2057255,2021-10-04 22:42:39,customer_request
tx2057267,2021-10-05 16:37:58,customer_request
tx2057496,2021-10-08 13:08:59,payment_failure
tx2057621,2021-10-07 04:23:04,payment_failure
tx2057640,2021-10-07 15:10:35,customer_request
tx2057879,2021-10-09 15:31:37,fraud
tx2058245,2021-10-11 13:01:28,customer_request
tx2058256,2021-10-13 22:58:46,customer_request
tx2058490,2021-10-14 20:38:20,payment_failure
tx2058493,2021-10-14 07:13:07,payment_failure
tx2058553,2021-10-14 16:42:43,fraud
tx2058568,2021-10-16 11:20:04,payment_failure
tx2058785,2021-10-15 21:49:43,fraud
tx2059011,2021-10-19 08:42:23,fraud
tx2059341,2021-10-18 11:27:20,payment_failure
tx2059384,2021-10-21 10:38:46,fraud
tx2059460,2021-10-21 23:25:31,customer_request
tx2059529,2021-10-22 10:35:29,payment_failure
tx2059574,2021-10-20 19:22:54,payment_failure
tx2059710,2021-10-21 07:58:33,fraud
tx2059711,2021-10-22 00:59:07,customer_request
tx2059844,2021-10-22 00:16:17,fraud
tx2059989,2021-10-24 04:18:00,customer_request
tx2060091,2021-10-24 07:02:01,fraud
tx2060366,2021-10-25 02:03:45,payment_failure
tx2060591,2021-10-29 01:15:14,customer_request
tx2060678,2021-10-28 18:41:00,fraud
tx2060794,2021-10-30 09:40:01,fraud
tx2060863,2021-10-29 09:03:43,payment_failure
tx2060975,2021-11-01 00:18:35,customer_request
tx2061076,2021-10-31 01:27:57,customer_request
tx2061085,2021-10-31 16:55:06,fraud
tx2061243,2021-11-02 19:14:17,payment_failure
tx2061291,2021-11-02 22:19:18,fraud
tx2061349,2021-11-01 10:53:36,payment_failure
tx2061468,2021-11-01 15:25:55,fraud
tx2061500,2021-11-01 03:43:06,fraud
tx2061610,2021-11-04 07:13:29,payment_failure
tx2061693,2021-11-04 14:11:44,payment_failure
tx2061843,2021-11-05 16:53:39,customer_request
tx2061984,2021-11-05 22:11:53,customer_request
tx2062124,2021-11-04 13:32:44,customer_request
tx2062195,2021-11-05 11:47:47,payment_failure
tx2062202,2021-11-05 12:02:43,customer_request
tx2062343,2021-11-08 15:50:39,payment_failure
tx2062356,2021-11-07 12:24:47,payment_failure
tx2062387,2021-11-07 11:54:01,customer_request
tx2062512,2021-11-07 15:18:32,fraud
tx2062764,2021-11-09 11:16:40,fraud
tx2062781,2021-11-10 11:58:55,fraud
tx2062825,2021-11-10 16:56:53,fraud
tx2062930,2021-11-11 17:01:32,payment_failure
tx2062985,2021-11-09 13:12:44,payment_failure
tx2063074,2021-11-10 22:17:48,customer_request
tx2063092,2021-11-10 17:48:19,fraud
tx2063278,2021-11-13 08:43:51,fraud
tx2063296,2021-11-13 13:09:51,customer_request
tx2063348,2021-11-13 07:47:24,customer_request
tx2063413,2021-11-12 08:55:31,payment_failure
tx2063579,2021-11-15 14:55:35,customer_request
tx2063594,2021-11-14 07:02:45,fraud
tx2063617,2021-11-14 06:50:19,customer_request
tx2063748,2021-11-13 13:26:20,customer_request
tx2063778,2021-11-16 16:57:14,fraud
tx2063940,2021-11-14 17:55:11,payment_failure
tx2064124,2021-11-16 06:35:29,customer_request
tx2064134,2021-11-18 02:21:54,fraud
tx2064147,2021-11-16 18:26:35,customer_request
tx2064176,2021-11-17 10:35:29,payment_failure
tx2064178,2021-11-16 18:31:57,payment_failure
tx2064323,2021-11-17 06:04:02,payment_failure
tx2064563,2021-11-19 03:14:42,customer_request
tx2064571,2021-11-20 02:29:07,fraud
tx2064623,2021-11-19 23:21:47,fraud
tx2064772,2021-11-20 01:58:33,fraud
tx2064797,2021-11-21 10:45:07,payment_failure
tx2064816,2021-11-21 03:47:35,payment_failure
tx2065294,2021-11-23 00:40:53,customer_request
tx2065299,2021-11-23 18:55:26,payment_failure
tx2065320,2021-11-23 18:30:33,fraud
tx2065348,2021-11-22 19:10:30,payment_failure
tx2065440,2021-11-24 02:22:34,customer_request
tx2065546,2021-11-25 21:52:36,fraud
tx2065569,2021-11-25 07:54:09,customer_request
tx2065726,2021-11-25 11:20:57,customer_request
tx2065838,2021-11-25 00:27:02,customer_request
tx2065855,2021-11-27 23:46:59,payment_failure
tx2065959,2021-11-28 20:33:31,customer_request
tx2066030,2021-11-28 06:24:31,customer_request
tx2066098,2021-11-27 05:46:29,fraud
tx2066186,2021-11-29 22:38:21,fraud
tx2066398,2021-11-28 09:27:08,customer_request
tx2066441,2021-11-29 08:52:48,fraud
tx2066467,2021-11-29 11:24:15,customer_request
tx2066488,2021-11-29 14:34:26,fraud
tx2066523,2021-11-28 01:01:58,payment_failure
tx2066525,2021-11-29 21:59:53,customer_request
tx2066604,2021-11-27 10:02:30,customer_request
tx2066609,2021-11-29 05:25:22,payment_failure
tx2066614,2021-11-27 20:04:06,fraud
tx2066893,2021-11-30 22:07:13,customer_request
tx2066911,2021-11-30 22:17:43,fraud
tx2066913,2021-11-30 23:59:14,customer_request
tx2067062,2021-12-01 00:57:49,fraud
tx2067071,2021-12-02 15:24:18,payment_failure
tx2067111,2021-12-02 22:00:20,fraud
tx2067112,2021-12-02 02:16:17,customer_request
tx2067160,2021-11-30 19:51:27,payment_failure
tx2067281,2021-12-02 08:47:40,customer_request
tx2067341,2021-12-03 18:30:14,fraud
tx2067357,2021-12-02 02:14:34,payment_failure
tx2067359,2021-12-02 15:05:21,payment_failure
tx2067488,2021-12-02 04:39:44,fraud
tx2067608,2021-12-05 03:58:37,customer_request
tx2067787,2021-12-04 19:26:12,fraud
tx2067910,2021-12-05 09:58:19,fraud
tx2067946,2021-12-04 07:35:36,customer_request
tx2068147,2021-12-06 05:52:31,customer_request
tx2068241,2021-12-06 03:55:05,payment_failure
tx2068343,2021-12-07 11:35:31,payment_failure
tx2068431,2021-12-07 05:23:33,fraud
tx2068542,2021-12-09 09:28:18,fraud
tx2068824,2021-12-09 19:48:44,payment_failure
tx2068851,2021-12-10 00:04:56,payment_failure
tx2068993,2021-12-12 19:35:03,customer_request
tx2069056,2021-12-12 17:53:54,customer_request
tx2069400,2021-12-12 15:50:15,fraud
tx2069403,2021-12-12 04:17:12,fraud
tx2069472,2021-12-12 22:00:12,customer_request
tx2069492,2021-12-12 16:02:47,payment_failure
tx2069738,2021-12-14 18:06:27,customer_request
tx2069760,2021-12-14 09:44:01,fraud
tx2069890,2021-12-16 23:45:38,payment_failure
tx2069930,2021-12-17 04:39:09,payment_failure
tx2069959,2021-12-17 18:48:15,payment_failure
tx2070039,2021-12-17 11:08:14,fraud
tx2070076,2021-12-17 11:21:07,payment_failure
tx2070091,2021-12-17 22:09:11,payment_failure
tx2070354,2021-12-19 02:21:00,payment_failure
tx2070419,2021-12-19 19:45:34,fraud
tx2070729,2021-12-19 03:52:23,customer_request
tx2070744,2021-12-19 23:11:28,fraud
tx2070832,2021-12-19 07:22:48,fraud
tx2070860,2021-12-19 17:15:51,payment_failure
tx2070895,2021-12-20 04:56:56,payment_failure
tx2071038,2021-12-20 14:45:55,customer_request
tx2071046,2021-12-20 15:38:48,payment_failure
tx2071095,2021-12-21 02:08:26,payment_failure
tx2071115,2021-12-20 13:34:06,fraud
tx2071125,2021-12-20 08:21:34,payment_failure
tx2071201,2021-12-21 19:41:17,payment_failure
tx2071207,2021-12-21 23:28:06,fraud
tx2071209,2021-12-21 17:07:18,fraud
tx2071329,2021-12-21 04:46:29,customer_request
tx2071456,2021-12-22 02:58:32,payment_failure
tx2071491,2021-12-23 15:44:14,fraud
tx2071551,2021-12-25 19:03:00,customer_request
tx2071572,2021-12-24 06:03:09,customer_request
tx2071645,2021-12-23 15:08:03,customer_request
tx2071741,2021-12-24 03:27:00,customer_request
tx2071913,2021-12-24 08:49:35,fraud
tx2072013,2021-12-26 16:05:39,customer_request
tx2072141,2021-12-27 21:07:48,fraud
tx2072193,2021-12-27 06:03:06,payment_failure
tx2072221,2021-12-27 06:29:55,customer_request
tx2072345,2021-12-26 10:44:51,payment_failure
tx2072451,2021-12-27 19:41:44,customer_request
tx2072562,2021-12-26 09:56:48,customer_request
tx2072564,2021-12-28 08:47:40,customer_request
tx2073007,2021-12-28 08:02:29,payment_failure
tx2073117,2021-12-30 07:37:43,payment_failure
tx2073123,2021-12-30 16:14:10,payment_failure
tx2073199,2021-12-31 08:21:11,payment_failure
tx2073318,2021-12-30 05:12:50,payment_failure
tx2073335,2021-12-31 17:49:46,fraud
tx2073374,2022-01-01 17:49:33,fraud
tx2073386,2022-01-01 12:48:35,fraud
tx2073482,2022-01-01 22:52:03,payment_failure
tx2073509,2022-01-02 05:20:26,customer_request
tx2073519,2021-12-31 09:56:21,customer_request
tx2073622,2022-01-03 03:36:31,payment_failure
tx2073856,2022-01-02 05:43:21,customer_request
tx2073882,2022-01-04 13:00:08,payment_failure
tx2073905,2022-01-04 21:51:56,fraud
tx2073921,2022-01-04 08:12:19,customer_request
tx2073927,2022-01-03 15:38:08,customer_request
tx2073931,2022-01-02 04:42:09,payment_failure
tx2074000,2022-01-04 17:30:51,payment_failure
tx2074015,2022-01-03 21:47:22,payment_failure
tx2074316,2022-01-06 00:13:31,payment_failure
tx2074411,2022-01-05 22:34:31,fraud
tx2074463,2022-01-04 06:18:58,fraud
tx2074621,2022-01-06 16:07:05,customer_request
tx2074794,2022-01-08 03:03:16,customer_request
tx2074833,2022-01-07 12:34:28,fraud
tx2074859,2022-01-07 23:14:32,fraud
tx2074895,2022-01-08 21:21:55,payment_failure
tx2074931,2022-01-09 06:24:21,customer_request
tx2074939,2022-01-07 08:02:51,fraud
tx2075031,2022-01-09 06:23:45,payment_failure
tx2075092,2022-01-08 20:12:02,payment_failure
tx2075591,2022-01-10 21:19:34,fraud
tx2075595,2022-01-12 20:40:32,payment_failure
tx2075698,2022-01-11 21:47:12,payment_failure
tx2075937,2022-01-14 20:26:07,fraud
tx2075996,2022-01-14 04:44:27,customer_request
tx2076215,2022-01-16 12:09:14,customer_request
tx2076220,2022-01-15 01:44:37,fraud
tx2076427,2022-01-16 01:23:13,customer_request
tx2076496,2022-01-16 04:01:46,fraud
tx2076527,2022-01-15 01:37:41,customer_request
tx2076680,2022-01-18 06:17:52,fraud
tx2076821,2022-01-17 15:32:46,payment_failure
tx2076930,2022-01-18 01:31:47,payment_failure
tx2076983,2022-01-17 05:40:44,fraud
tx2077082,2022-01-17 05:32:07,payment_failure
tx2077309,2022-01-21 12:00:36,customer_request
tx2077315,2022-01-19 12:48:12,payment_failure
tx2077430,2022-01-21 11:59:35,fraud
tx2077463,2022-01-19 03:43:19,customer_request
tx2077552,2022-01-22 16:07:55,payment_failure
tx2077569,2022-01-20 12:24:05,customer_request
tx2077586,2022-01-22 23:36:44,fraud
tx2077719,2022-01-21 07:30:09,fraud
tx2077819,2022-01-23 17:01:53,fraud
tx2077904,2022-01-22 02:22:38,payment_failure
tx2078191,2022-01-23 00:44:58,payment_failure
tx2078611,2022-01-26 04:51:47,payment_failure
tx2078632,2022-01-25 22:47:27,fraud
tx2078847,2022-01-27 08:30:57,customer_request
tx2078854,2022-01-28 02:52:05,payment_failure
tx2078921,2022-01-28 20:44:08,fraud
tx2079016,2022-01-29 13:54:26,fraud
tx2079038,2022-01-28 02:51:39,customer_request
tx2079063,2022-01-27 03:34:34,fraud
tx2079269,2022-01-30 00:37:41,customer_request
tx2079283,2022-01-28 19:33:23,fraud
tx2079330,2022-01-30 09:57:25,fraud
tx2079338,2022-01-30 11:39:54,customer_request
tx2079348,2022-01-29 03:14:26,payment_failure
tx2079391,2022-01-29 19:27:47,customer_request
tx2079459,2022-01-29 04:40:39,customer_request
tx2079518,2022-01-30 10:04:51,payment_failure
tx2079735,2022-02-01 23:12:41,payment_failure
tx2079906,2022-02-01 19:24:25,fraud
tx2079963,2022-02-01 17:46:47,customer_request
tx2079995,2022-02-02 07:38:47,payment_failure
tx2080166,2022-02-03 22:25:51,fraud
tx2080254,2022-02-03 01:26:12,payment_failure
tx2080380,2022-02-02 14:05:56,customer_request
tx2080402,2022-02-02 11:39:03,customer_request
tx2080467,2022-02-02 01:36:55,fraud
tx2080540,2022-02-05 18:29:15,payment_failure
tx2080818,2022-02-04 23:03:33,payment_failure
tx2080849,2022-02-05 03:18:47,payment_failure
tx2080864,2022-02-05 11:16:01,fraud
tx2080903,2022-02-06 11:18:31,customer_request
tx2080944,2022-02-05 01:28:52,payment_failure
tx2081067,2022-02-05 14:58:15,payment_failure
tx2081095,2022-02-07 02:24:54,payment_failure
tx2081292,2022-02-07 00:23:15,fraud
tx2081315,2022-02-07 17:52:30,customer_request
tx2081330,2022-02-07 21:57:05,fraud
tx2081534,2022-02-09 00:01:25,customer_request
tx2081544,2022-02-08 14:05:30,customer_request
tx2081562,2022-02-09 01:28:35,customer_request
tx2081774,2022-02-08 19:01:36,customer_request
tx2081809,2022-02-10 06:17:52,customer_request
tx2081827,2022-02-09 00:36:17,payment_failure
tx2082072,2022-02-11 03:43:27,customer_request
tx2082330,2022-02-13 06:41:41,customer_request
tx2082349,2022-02-13 20:21:40,fraud
tx2082493,2022-02-14 23:37:58,fraud
tx2082606,2022-02-13 14:08:05,payment_failure
tx2082867,2022-02-15 11:55:31,customer_request
tx2082950,2022-02-14 21:55:13,customer_request
tx2082990,2022-02-14 09:28:19,fraud
tx2083082,2022-02-14 10:25:48,fraud
tx2083492,2022-02-17 19:49:45,fraud
tx2083750,2022-02-18 05:52:40,customer_request
tx2083769,2022-02-19 05:55:00,payment_failure
tx2083892,2022-02-18 19:19:33,payment_failure
tx2083930,2022-02-20 01:34:30,payment_failure
tx2083960,2022-02-20 03:06:01,payment_failure
tx2083971,2022-02-20 21:29:55,fraud
tx2083988,2022-02-18 14:16:13,payment_failure
tx2084046,2022-02-21 04:32:00,customer_request
tx2084135,2022-02-20 03:40:38,fraud
tx2084138,2022-02-19 03:59:18,customer_request
tx2084219,2022-02-19 16:44:52,payment_failure
tx2084319,2022-02-20 10:04:28,customer_request
tx2084393,2022-02-22 20:48:26,fraud
tx2084422,2022-02-21 06:27:02,fraud
tx2084432,2022-02-20 07:34:08,customer_request
tx2084474,2022-02-22 23:59:21,fraud
tx2084600,2022-02-21 14:12:01,fraud
tx2084706,2022-02-23 01:41:39,customer_request
tx2084833,2022-02-23 19:50:33,customer_request
tx2085364,2022-02-24 09:01:17,payment_failure
tx2085381,2022-02-25 16:58:42,customer_request
tx2085448,2022-02-25 06:42:25,customer_request
tx2085523,2022-02-25 01:19:51,fraud
tx2085601,2022-02-25 07:29:54,customer_request
tx2085759,2022-02-28 13:33:15,payment_failure
tx2085801,2022-02-26 12:39:32,customer_request
tx2085809,2022-02-28 05:51:57,customer_request
tx2085898,2022-02-27 20:19:45,payment_failure
tx2085909,2022-02-26 06:51:27,payment_failure
tx2085995,2022-03-01 15:26:50,customer_request
tx2086033,2022-02-27 21:59:01,fraud
tx2086255,2022-02-28 17:18:40,payment_failure
tx2086288,2022-02-28 19:07:03,payment_failure
tx2086425,2022-02-28 16:01:26,payment_failure
tx2086435,2022-03-01 08:29:57,payment_failure
tx2086535,2022-03-02 09:19:32,fraud
tx2086749,2022-03-03 01:09:22,payment_failure
tx2086762,2022-03-03 09:57:53,customer_request
tx2086904,2022-03-02 13:06:43,fraud
tx2087012,2022-03-03 14:48:54,customer_request
tx2087281,2022-03-05 13:38:57,customer_request
tx2087289,2022-03-04 02:13:20,fraud
tx2087299,2022-03-06 17:34:37,payment_failure
tx2087429,2022-03-07 04:00:48,payment_failure
tx2087436,2022-03-07 08:43:41,fraud
tx2087550,2022-03-06 09:32:21,payment_failure
tx2087616,2022-03-07 12:18:25,customer_request
tx2087677,2022-03-07 06:47:12,fraud
tx2087732,2022-03-08 21:53:07,customer_request
tx2087738,2022-03-06 06:36:55,customer_request
tx2087793,2022-03-08 04:32:46,fraud
tx2088487,2022-03-10 13:49:46,payment_failure
tx2088728,2022-03-11 04:48:12,payment_failure
tx2088820,2022-03-11 21:49:43,customer_request
tx2088879,2022-03-11 23:45:33,payment_failure
tx2088959,2022-03-12 17:49:41,payment_failure
tx2089069,2022-03-12 07:03:48,fraud
tx2089112,2022-03-13 04:06:39,customer_request
tx2089321,2022-03-14 07:35:06,customer_request
tx2089389,2022-03-14 12:10:13,customer_request
tx2089409,2022-03-15 09:48:33,payment_failure
tx2089438,2022-03-14 03:21:57,customer_request
tx2089503,2022-03-13 04:18:58,customer_request
tx2089805,2022-03-16 06:56:42,customer_request
tx2090046,2022-03-16 19:04:14,customer_request
tx2090244,2022-03-18 10:34:20,fraud
tx2090269,2022-03-17 16:34:28,fraud
tx2090397,2022-03-18 03:20:51,customer_request
tx2090508,2022-03-18 18:59:06,customer_request
tx2090669,2022-03-19 20:51:14,payment_failure
tx2090796,2022-03-19 07:13:34,payment_failure
tx2090828,2022-03-20 08:32:47,payment_failure
tx2091267,2022-03-21 19:02:26,customer_request
tx2091276,2022-03-21 04:32:45,payment_failure
tx2091299,2022-03-21 22:20:47,payment_failure
tx2091347,2022-03-21 20:34:09,fraud
tx2091387,2022-03-23 15:41:07,fraud
tx2091582,2022-03-23 07:31:32,customer_request
tx2091612,2022-03-22 00:41:51,payment_failure
tx2091631,2022-03-22 22:41:22,customer_request
tx2091734,2022-03-24 18:03:44,customer_request
tx2091738,2022-03-24 16:37:55,payment_failure
tx2092324,2022-03-26 03:40:40,payment_failure
tx2092624,2022-03-26 12:43:06,payment_failure
tx2093056,2022-03-29 22:02:56,customer_request
tx2093083,2022-03-28 13:26:59,customer_request
tx2093094,2022-03-30 12:28:08,payment_failure
tx2093170,2022-03-28 07:52:33,customer_request
tx2093221,2022-03-30 22:07:57,payment_failure
tx2093256,2022-03-29 02:33:29,payment_failure
tx2093442,2022-03-30 01:51:21,payment_failure
tx2093465,2022-03-30 13:05:36,customer_request
tx2093694,2022-04-01 19:51:37,payment_failure
tx2093811,2022-04-01 06:53:59,payment_failure
tx2093906,2022-04-02 11:35:11,payment_failure
tx2093970,2022-04-01 02:47:15,customer_request
tx2094160,2022-04-02 11:24:14,fraud
tx2094195,2022-04-04 01:15:11,customer_request
tx2094212,2022-04-03 01:27:54,fraud
tx2094471,2022-04-04 01:16:21,payment_failure
tx2094572,2022-04-05 04:28:32,payment_failure
tx2094642,2022-04-03 15:41:24,fraud
tx2094809,2022-04-04 04:01:26,payment_failure
tx2094818,2022-04-04 01:50:16,customer_request
tx2094837,2022-04-04 14:38:07,customer_request
tx2094854,2022-04-05 02:54:36,payment_failure
tx2094924,2022-04-04 04:52:56,customer_request
tx2094944,2022-04-06 05:45:27,payment_failure
tx2095082,2022-04-07 11:23:21,payment_failure
tx2095097,2022-04-05 15:21:37,customer_request
tx2095151,2022-04-05 18:39:42,payment_failure
tx2095153,2022-04-05 22:11:38,customer_request
tx2095216,2022-04-05 14:42:51,fraud
tx2095411,2022-04-08 01:03:17,fraud
tx2095431,2022-04-07 00:30:58,fraud
tx2095478,2022-04-09 07:18:53,customer_request
tx2095657,2022-04-09 20:29:32,payment_failure
tx2095715,2022-04-08 04:28:26,fraud
tx2095891,2022-04-10 17:46:21,payment_failure
tx2095942,2022-04-10 05:50:33,payment_failure
tx2095953,2022-04-10 16:05:59,payment_failure
tx2096151,2022-04-11 06:04:40,fraud
tx2096222,2022-04-11 09:00:05,payment_failure
tx2096294,2022-04-10 18:59:51,payment_failure
tx2096376,2022-04-11 05:51:32,payment_failure
tx2096458,2022-04-12 04:05:04,customer_request
tx2096496,2022-04-10 11:18:36,fraud
tx2096716,2022-04-13 11:56:04,fraud
tx2096743,2022-04-11 21:15:58,fraud
tx2096973,2022-04-12 05:59:48,fraud
tx2097208,2022-04-14 15:26:50,fraud
tx2097224,2022-04-15 04:42:05,payment_failure
tx2097263,2022-04-16 23:45:05,fraud
tx2097391,2022-04-14 02:28:36,payment_failure
tx2097511,2022-04-17 21:21:22,fraud
tx2097816,2022-04-17 08:05:14,customer_request
tx2097924,2022-04-17 10:21:43,customer_request
tx2098147,2022-04-17 06:41:46,payment_failure
tx2098446,2022-04-20 02:49:56,fraud
tx2098707,2022-04-20 14:17:19,payment_failure
tx2098788,2022-04-21 05:03:51,fraud
tx2098868,2022-04-21 07:51:02,payment_failure
tx2099430,2022-04-24 07:23:54,payment_failure
tx2099463,2022-04-24 01:02:32,fraud
tx2099480,2022-04-24 06:14:00,customer_request
tx2099542,2022-04-23 13:05:53,payment_failure
tx2099559,2022-04-25 18:54:54,fraud
tx2099594,2022-04-24 21:40:24,customer_request
tx2099619,2022-04-23 22:13:54,customer_request
tx2099733,2022-04-26 08:40:23,customer_request
tx2099764,2022-04-25 11:23:11,fraud
tx2099883,2022-04-26 22:45:16,fraud
tx2100194,2022-04-26 15:41:22,customer_request
tx2100235,2022-04-25 23:45:13,fraud
tx2100538,2022-04-28 04:06:07,fraud
tx2101096,2022-05-01 07:53:16,payment_failure
tx2101147,2022-05-01 18:43:33,customer_request
tx2101174,2022-05-02 16:12:59,customer_request
tx2101822,2022-05-04 12:07:57,payment_failure
tx2102041,2022-05-05 01:05:52,customer_request
tx2102091,2022-05-05 21:07:52,payment_failure
tx2102158,2022-05-05 06:09:06,fraud
tx2102159,2022-05-05 06:07:24,fraud
tx2102183,2022-05-05 17:20:05,customer_request
tx2102301,2022-05-05 02:26:13,fraud
tx2102335,2022-05-04 22:43:09,payment_failure
tx2102378,2022-05-05 15:22:47,customer_request
tx2102573,2022-05-06 07:11:37,fraud
tx2102769,2022-05-09 12:31:55,payment_failure
tx2102822,2022-05-09 11:24:00,payment_failure
tx2103086,2022-05-10 17:35:03,customer_request
tx2103398,2022-05-11 06:34:12,customer_request
tx2103414,2022-05-11 21:53:04,payment_failure
tx2103431,2022-05-11 15:12:17,payment_failure
tx2103483,2022-05-09 02:01:28,payment_failure
tx2103700,2022-05-12 21:42:59,customer_request
tx2103989,2022-05-12 15:04:00,customer_request
tx2104393,2022-05-14 08:34:49,fraud
tx2104424,2022-05-15 02:12:40,fraud
tx2104533,2022-05-14 04:37:21,fraud
tx2104745,2022-05-17 22:16:40,fraud
tx2104836,2022-05-16 07:05:06,customer_request
tx2105037,2022-05-16 22:04:45,payment_failure
tx2105130,2022-05-18 14:58:45,fraud
tx2105173,2022-05-16 09:46:46,customer_request
tx2105221,2022-05-17 13:20:53,fraud
tx2105276,2022-05-18 14:01:30,customer_request
tx2105333,2022-05-17 19:03:21,payment_failure
tx2105472,2022-05-19 05:35:09,customer_request
tx2105498,2022-05-20 05:03:03,payment_failure
tx2105561,2022-05-18 04:52:44,payment_failure
tx2105591,2022-05-20 14:04:23,customer_request
tx2105751,2022-05-19 16:13:48,payment_failure
tx2105762,2022-05-21 11:28:00,customer_request
tx2105946,2022-05-22 11:00:47,fraud
tx2106032,2022-05-20 15:16:10,customer_request
tx2106083,2022-05-21 15:10:08,payment_failure
tx2106266,2022-05-23 12:32:53,customer_request
tx2106314,2022-05-24 16:07:40,fraud
tx2106330,2022-05-22 12:42:02,fraud
tx2106701,2022-05-23 09:26:16,fraud
tx2106955,2022-05-26 11:41:07,fraud
tx2107056,2022-05-27 11:36:45,fraud
tx2107122,2022-05-25 15:55:06,payment_failure
tx2107257,2022-05-27 22:23:50,fraud
tx2107259,2022-05-28 04:46:59,customer_request
tx2107397,2022-05-26 00:07:04,payment_failure
tx2107760,2022-05-30 09:23:11,payment_failure
tx2107844,2022-05-30 10:46:00,customer_request
tx2107928,2022-05-31 11:40:02,customer_request
tx2108063,2022-05-31 11:33:53,payment_failure
tx2108075,2022-05-29 09:38:15,payment_failure
tx2108076,2022-05-31 06:51:17,fraud
tx2108147,2022-05-31 14:38:48,payment_failure
tx2108238,2022-06-01 00:24:59,payment_failure
tx2108321,2022-05-31 15:11:36,fraud
tx2108567,2022-06-02 16:41:06,payment_failure
tx2108613,2022-06-02 08:26:20,fraud
tx2108688,2022-06-03 03:54:57,fraud
tx2108842,2022-06-01 01:42:16,customer_request
tx2108852,2022-06-03 15:54:35,payment_failure
tx2108867,2022-06-01 18:24:36,customer_request
tx2109014,2022-06-03 05:05:33,customer_request
tx2109315,2022-06-05 02:20:31,payment_failure
tx2109612,2022-06-07 19:31:46,customer_request
tx2109743,2022-06-06 23:49:34,fraud
tx2109796,2022-06-06 05:34:12,customer_request
tx2109827,2022-06-08 03:24:28,fraud
tx2109832,2022-06-08 16:42:22,fraud
tx2109884,2022-06-08 03:24:58,payment_failure
tx2110068,2022-06-07 18:25:40,payment_failure
tx2110115,2022-06-09 13:29:14,payment_failure
tx2110131,2022-06-07 08:55:21,fraud
tx2110159,2022-06-09 00:56:56,fraud
tx2110178,2022-06-08 16:00:31,customer_request
tx2110179,2022-06-10 15:43:10,payment_failure
tx2110333,2022-06-09 11:13:31,payment_failure
tx2110423,2022-06-10 20:59:01,fraud
tx2110434,2022-06-11 19:03:21,payment_failure
tx2110446,2022-06-09 11:39:46,customer_request
tx2110509,2022-06-10 18:11:38,customer_request
tx2110725,2022-06-12 15:53:09,payment_failure
tx2111064,2022-06-12 05:22:14,fraud
tx2111164,2022-06-12 19:00:14,customer_request
tx2111202,2022-06-12 09:57:15,fraud
tx2111230,2022-06-12 06:16:12,payment_failure
tx2111293,2022-06-14 02:01:38,fraud
tx2111300,2022-06-15 11:51:03,customer_request
tx2111309,2022-06-13 13:09:00,payment_failure
tx2111383,2022-06-15 14:51:50,fraud
tx2111477,2022-06-13 12:47:15,payment_failure
tx2111491,2022-06-16 07:52:11,customer_request
tx2111557,2022-06-14 04:58:30,customer_request
tx2111560,2022-06-15 09:47:17,fraud
tx2111587,2022-06-16 17:17:48,payment_failure
tx2111602,2022-06-15 14:29:28,customer_request
tx2111958,2022-06-18 18:42:30,customer_request
tx2112150,2022-06-17 01:42:06,fraud
tx2112192,2022-06-17 21:09:59,customer_request
tx2112238,2022-06-19 15:55:05,payment_failure
tx2112277,2022-06-19 13:44:23,customer_request
tx2112333,2022-06-19 21:10:53,payment_failure
tx2112565,2022-06-19 09:06:43,payment_failure
tx2112819,2022-06-21 08:21:19,fraud
tx2112866,2022-06-20 09:13:13,fraud
tx2112929,2022-06-22 01:57:58,fraud
tx2112970,2022-06-22 18:04:16,payment_failure
tx2113019,2022-06-23 11:25:52,fraud
tx2113116,2022-06-22 10:20:05,payment_failure
tx2113196,2022-06-22 02:37:57,payment_failure
tx2113241,2022-06-23 18:01:01,customer_request
tx2113255,2022-06-23 09:14:53,payment_failure
tx2113307,2022-06-24 16:58:38,fraud
tx2113317,2022-06-25 06:06:43,customer_request
tx2113399,2022-06-23 20:17:54,payment_failure
tx2113527,2022-06-25 14:48:06,customer_request
tx2113557,2022-06-25 14:10:10,payment_failure
tx2113566,2022-06-25 18:50:26,fraud
tx2113573,2022-06-24 10:00:12,payment_failure
tx2113802,2022-06-26 01:40:03,customer_request
tx2113980,2022-06-26 20:18:59,customer_request
tx2114002,2022-06-28 14:37:57,customer_request
tx2114180,2022-06-28 03:26:02,payment_failure
tx2114429,2022-06-30 01:32:15,customer_request
tx2114607,2022-06-29 01:50:45,fraud
tx2114732,2022-06-30 22:56:26,fraud
tx2114739,2022-07-02 11:09:36,fraud
tx2114887,2022-07-01 02:14:55,fraud
tx2114906,2022-07-01 08:23:25,fraud
