transaction_id,return_date,refund_amount,reason
tx2103564,2022-05-12 02:52:41,79.47,size_issue
tx2103571,2022-05-29 10:38:11,49.06,size_issue
tx2103613,2022-05-16 15:34:41,56.34,defective
tx2103636,2022-06-08 13:47:17,101.0,size_issue
tx2103676,2022-06-06 21:17:25,64.87,size_issue
tx2103763,2022-06-07 05:31:20,93.38,size_issue
tx2103765,2022-06-07 09:23:44,114.21,not_as_described
tx2103810,2022-05-26 08:23:49,52.46,defective
tx2103818,2022-06-08 19:02:58,90.15,size_issue
tx2103858,2022-05-25 22:58:06,74.74,defective
tx2103877,2022-05-23 03:33:16,66.5,not_as_described
tx2103879,2022-05-16 09:31:52,48.59,not_as_described
tx2103887,2022-05-28 01:02:03,70.48,size_issue
tx2103913,2022-06-07 14:07:55,46.09,defective
tx2103973,2022-06-05 02:32:55,154.08,not_as_described
tx2104005,2022-05-31 14:12:46,72.25,size_issue
tx2104025,2022-06-02 18:10:11,31.38,size_issue
tx2104068,2022-05-26 16:20:41,107.06,defective
tx2104085,2022-05-25 04:10:15,74.09,size_issue
tx2104107,2022-05-26 14:20:01,63.63,defective
tx2104229,2022-05-24 11:44:31,122.74,not_as_described
tx2104234,2022-05-24 21:20:29,64.92,not_as_described
tx2104239,2022-06-02 01:00:13,65.84,size_issue
tx2104328,2022-05-30 09:30:18,91.36,size_issue
tx2104343,2022-05-30 12:13:18,55.73,not_as_described
tx2104373,2022-05-21 07:35:20,45.1,defective
tx2104383,2022-06-09 13:08:38,108.78,size_issue
tx2104404,2022-05-16 05:52:03,17.73,size_issue
tx2104444,2022-05-30 00:48:56,227.44,defective
tx2104509,2022-05-29 10:57:50,48.83,size_issue
tx2104531,2022-05-24 19:03:00,49.92,defective
tx2104656,2022-06-09 12:56:34,49.7,not_as_described
tx2104661,2022-05-29 15:29:50,1096.72,not_as_described
tx2104766,2022-06-03 03:32:46,132.88,size_issue
tx2104773,2022-06-03 22:00:16,48.28,not_as_described
tx2104796,2022-05-28 01:56:43,109.81,size_issue
tx2104889,2022-06-01 02:02:43,93.06,size_issue
tx2104909,2022-06-11 00:57:55,130.68,not_as_described
tx2104921,2022-06-09 16:05:43,227.93,size_issue
tx2104941,2022-05-20 17:14:30,72.42,not_as_described
tx2105005,2022-05-19 11:47:36,175.25,not_as_described
tx2105036,2022-05-30 02:10:33,116.79,defective
tx2105042,2022-05-21 07:41:22,68.92,size_issue
tx2105074,2022-06-13 16:18:03,76.77,not_as_described
tx2105084,2022-05-22 09:43:40,59.85,defective
tx2105126,2022-05-19 10:45:52,114.66,not_as_described
tx2105270,2022-06-05 17:12:12,58.19,size_issue
tx2105345,2022-06-05 01:22:13,84.99,defective
tx2105368,2022-06-07 14:02:13,31.67,defective
tx2105372,2022-05-22 05:52:13,37.58,size_issue
tx2105377,2022-05-20 06:47:06,80.76,not_as_described
tx2105426,2022-06-06 14:06:12,79.44,defective
tx2105431,2022-05-26 02:44:17,160.4,size_issue
tx2105512,2022-06-09 08:06:22,59.3,defective
tx2105521,2022-05-28 19:14:52,67.3,not_as_described
tx2105523,2022-06-12 07:23:00,129.03,defective
tx2105526,2022-05-24 23:07:35,128.46,size_issue
tx2105573,2022-05-29 02:07:47,1700.12,not_as_described
tx2105575,2022-06-13 03:25:45,46.07,size_issue
tx2105682,2022-06-03 02:10:09,33.94,not_as_described
tx2105695,2022-05-29 22:35:09,68.18,defective
tx2105719,2022-05-23 21:12:09,83.49,size_issue
tx2105782,2022-05-21 01:24:53,226.81,defective
tx2105786,2022-05-31 18:41:21,74.23,size_issue
tx2105833,2022-06-16 10:12:02,52.16,size_issue
tx2105878,2022-06-02 06:06:23,52.6,not_as_described
tx2105885,2022-05-23 01:16:26,95.58,not_as_described
tx2105918,2022-06-18 05:09:03,45.81,not_as_described
tx2105944,2022-06-02 01:42:05,83.01,not_as_described
tx2105956,2022-06-16 12:42:16,116.21,size_issue
tx2106010,2022-05-25 12:06:58,132.9,defective
tx2106046,2022-06-14 21:14:18,556.68,size_issue
tx2106062,2022-06-02 22:33:17,89.25,defective
tx2106070,2022-06-19 22:51:15,28.14,not_as_described
tx2106108,2022-06-18 17:29:31,127.86,defective
tx2106148,2022-06-08 07:23:10,193.5,size_issue
tx2106180,2022-05-28 17:06:04,178.69,defective
tx2106210,2022-05-30 14:25:05,110.79,not_as_described
tx2106227,2022-06-11 16:30:08,55.03,defective
tx2106242,2022-06-05 20:00:39,65.41,not_as_described
tx2106336,2022-06-18 10:18:12,33.35,not_as_described
tx2106352,2022-05-25 01:29:58,109.68,not_as_described
tx2106360,2022-06-03 10:52:05,125.68,not_as_described
tx2106378,2022-06-03 01:01:30,144.78,size_issue
tx2106383,2022-06-06 09:32:33,85.68,not_as_described
tx2106388,2022-06-11 15:21:20,96.97,size_issue
tx2106437,2022-06-18 08:21:05,73.93,defective
tx2106535,2022-06-09 03:19:17,50.44,defective
tx2106569,2022-05-30 01:14:30,73.86,size_issue
tx2106593,2022-06-21 14:45:47,678.28,not_as_described
tx2106616,2022-05-26 20:39:32,49.06,defective
tx2106686,2022-06-17 14:38:10,100.37,size_issue
tx2106711,2022-06-21 16:44:58,204.93,defective
tx2106783,2022-06-06 07:09:13,106.63,not_as_described
tx2106801,2022-06-07 06:20:04,95.45,defective
tx2106858,2022-06-08 02:08:10,104.2,defective
tx2106864,2022-05-31 18:11:30,84.03,not_as_described
tx2106930,2022-06-20 15:22:43,214.3,size_issue
tx2106936,2022-06-12 16:14:24,72.91,not_as_described
tx2106943,2022-06-07 13:39:59,78.9,defective
tx2106970,2022-06-13 15:07:55,16.65,size_issue
tx2106978,2022-06-17 10:05:44,82.18,defective
tx2107026,2022-05-30 19:07:23,43.93,not_as_described
tx2107036,2022-05-28 23:08:04,103.06,not_as_described
tx2107073,2022-06-13 09:35:43,132.0,defective
tx2107078,2022-06-15 20:40:58,27.86,not_as_described
tx2107139,2022-06-21 02:30:09,33.33,size_issue
tx2107170,2022-05-30 07:42:53,210.01,not_as_described
tx2107250,2022-06-22 20:40:44,59.46,not_as_described
tx2107262,2022-06-01 12:53:25,43.5,size_issue
tx2107267,2022-05-30 12:59:02,46.38,size_issue
tx2107271,2022-06-22 00:36:03,72.84,not_as_described
tx2107279,2022-06-14 03:54:26,69.89,defective
tx2107346,2022-05-29 20:36:11,64.12,size_issue
tx2107355,2022-06-10 08:41:59,41.41,defective
tx2107435,2022-06-23 10:09:22,42.36,defective
tx2107444,2022-06-14 05:38:08,93.77,not_as_described
tx2107504,2022-06-12 00:05:54,49.56,not_as_described
tx2107580,2022-06-15 15:41:28,180.61,not_as_described
tx2107589,2022-06-11 06:58:01,148.42,size_issue
tx2107593,2022-06-10 13:42:15,2651.35,size_issue
tx2107604,2022-06-01 01:50:28,169.02,not_as_described
tx2107607,2022-05-31 02:12:18,62.69,not_as_described
tx2107608,2022-06-02 23:04:49,65.04,size_issue
tx2107644,2022-06-09 22:09:48,120.95,size_issue
tx2107707,2022-06-26 08:02:46,169.6,size_issue
tx2107713,2022-06-22 02:47:10,75.01,not_as_described
tx2107741,2022-06-03 20:19:09,2135.18,not_as_described
tx2107764,2022-06-22 08:01:52,56.9,not_as_described
tx2107863,2022-06-08 14:24:04,61.3,not_as_described
tx2107886,2022-06-06 17:37:45,254.99,size_issue
tx2107891,2022-06-18 23:13:51,32.81,size_issue
tx2107963,2022-06-19 17:48:33,69.85,defective
tx2107991,2022-06-15 22:04:19,151.59,defective
tx2108005,2022-06-08 09:44:20,73.11,defective
tx2108022,2022-06-11 22:35:18,33.69,not_as_described
tx2108071,2022-06-18 15:45:46,121.16,size_issue
tx2108081,2022-06-11 15:44:45,272.88,size_issue
tx2108100,2022-06-21 18:48:12,44.04,not_as_described
tx2108132,2022-06-25 17:49:07,58.3,defective
tx2108146,2022-05-31 16:31:29,205.15,not_as_described
tx2108149,2022-06-24 01:04:11,41.96,size_issue
tx2108153,2022-06-14 13:04:45,116.06,size_issue
tx2108168,2022-06-01 02:17:14,34.9,not_as_described
tx2108177,2022-05-31 18:15:59,613.09,not_as_described
tx2108194,2022-06-26 23:35:05,71.95,not_as_described
tx2108289,2022-06-10 16:38:40,97.91,size_issue
tx2108313,2022-06-13 02:39:03,100.41,not_as_described
tx2108385,2022-06-21 04:03:52,76.61,defective
tx2108449,2022-06-18 00:27:40,401.64,not_as_described
tx2108506,2022-06-11 18:51:49,187.33,not_as_described
tx2108579,2022-06-08 22:14:40,59.58,size_issue
tx2108621,2022-06-14 13:39:55,91.07,not_as_described
tx2108755,2022-06-22 16:16:14,56.03,not_as_described
tx2108770,2022-06-11 00:15:31,19.86,defective
tx2108836,2022-06-07 17:26:52,137.87,not_as_described
tx2108890,2022-06-07 00:44:15,65.62,size_issue
tx2108959,2022-06-05 12:56:45,41.51,not_as_described
tx2108973,2022-06-14 11:12:47,59.72,defective
tx2109011,2022-06-04 04:09:04,41.19,not_as_described
tx2109012,2022-06-30 23:38:10,79.54,defective
tx2109018,2022-06-05 12:34:24,197.44,size_issue
tx2109020,2022-06-23 20:11:18,209.35,not_as_described
tx2109047,2022-06-08 05:57:34,51.87,not_as_described
tx2109048,2022-06-06 15:25:09,35.68,not_as_described
tx2109062,2022-07-01 10:59:26,50.44,not_as_described
tx2109084,2022-06-12 19:27:06,92.54,size_issue
tx2109095,2022-07-01 08:39:17,102.18,not_as_described
tx2109187,2022-06-12 20:54:32,357.29,not_as_described
tx2109268,2022-06-26 19:45:17,57.23,not_as_described
tx2109279,2022-06-29 16:10:02,80.52,defective
tx2109320,2022-06-17 04:36:49,45.9,not_as_described
tx2109336,2022-06-07 12:41:13,183.93,size_issue
tx2109348,2022-06-24 12:12:18,30.5,not_as_described
tx2109352,2022-06-22 21:41:50,715.0,not_as_described
tx2109358,2022-06-27 07:19:56,88.1,size_issue
tx2109398,2022-06-10 02:12:07,50.01,not_as_described
tx2109407,2022-06-15 23:11:15,84.83,not_as_described
tx2109461,2022-06-14 15:49:09,137.68,defective
tx2109567,2022-06-10 05:16:09,155.52,defective
tx2109611,2022-06-09 10:31:18,226.02,defective
tx2109632,2022-06-23 20:38:01,43.78,not_as_described
tx2109638,2022-06-20 17:58:33,52.77,size_issue
tx2109672,2022-06-20 03:12:13,79.13,size_issue
tx2109698,2022-06-29 10:00:58,58.98,not_as_described
tx2109817,2022-06-21 00:46:19,41.04,defective
tx2109822,2022-06-17 10:47:52,71.78,not_as_described
tx2109848,2022-06-27 07:54:31,343.55,size_issue
tx2109857,2022-06-18 03:24:49,15.88,defective
tx2109870,2022-06-30 17:52:10,175.62,size_issue
tx2109895,2022-06-22 03:42:46,66.51,size_issue
tx2110015,2022-06-29 10:12:18,54.18,not_as_described
tx2110052,2022-06-19 13:36:07,82.22,not_as_described
tx2110054,2022-06-25 08:59:52,110.79,size_issue
tx2110080,2022-06-23 13:33:33,281.4,size_issue
tx2110088,2022-07-05 08:12:20,33.25,not_as_described
tx2110172,2022-06-14 09:02:35,114.19,defective
tx2110252,2022-07-03 00:51:27,100.3,defective
tx2110288,2022-06-14 06:32:13,44.56,not_as_described
tx2110366,2022-06-27 08:13:53,113.9,defective
tx2110402,2022-06-18 16:15:07,308.19,not_as_described
tx2110422,2022-06-19 17:38:05,43.92,size_issue
tx2110433,2022-06-26 10:43:55,39.39,size_issue
tx2110454,2022-06-16 18:05:51,153.07,not_as_described
tx2110504,2022-06-22 23:16:50,64.82,size_issue
tx2110510,2022-06-27 04:05:02,49.98,not_as_described
tx2110522,2022-06-25 03:20:40,91.42,defective
tx2110562,2022-06-17 10:34:37,206.11,defective
tx2110577,2022-06-30 01:34:42,143.86,size_issue
tx2110613,2022-06-29 14:20:16,119.76,defective
tx2110658,2022-07-07 02:44:28,111.99,defective
tx2110765,2022-06-28 06:31:05,76.95,defective
tx2110817,2022-06-27 16:08:55,186.82,size_issue
tx2110820,2022-07-04 03:23:27,55.16,defective
tx2110868,2022-06-16 05:27:43,169.91,not_as_described
tx2110874,2022-07-08 23:35:11,130.9,size_issue
tx2110989,2022-07-07 23:35:00,70.67,defective
tx2111006,2022-06-30 23:23:49,48.57,not_as_described
tx2111044,2022-07-05 00:18:01,62.3,not_as_described
tx2111061,2022-07-02 19:31:24,67.53,size_issue
tx2111112,2022-06-20 10:56:28,51.19,size_issue
tx2111128,2022-06-14 23:41:46,37.59,not_as_described
tx2111143,2022-06-29 09:59:22,192.05,size_issue
tx2111186,2022-07-02 08:02:23,36.24,defective
tx2111263,2022-07-03 02:09:12,41.4,defective
tx2111277,2022-06-17 01:32:20,103.8,size_issue
tx2111435,2022-06-28 14:06:00,23.7,not_as_described
tx2111440,2022-06-19 23:28:03,181.47,defective
tx2111510,2022-07-11 17:55:07,65.97,not_as_described
tx2111563,2022-07-02 11:41:53,190.65,defective
tx2111595,2022-06-30 17:39:09,49.63,size_issue
tx2111631,2022-07-04 06:57:25,87.79,defective
tx2111676,2022-07-01 03:56:46,46.67,size_issue
tx2111711,2022-07-05 01:28:53,75.25,size_issue
tx2111825,2022-07-02 18:14:13,50.41,not_as_described
tx2111838,2022-07-05 15:43:55,55.51,not_as_described
tx2111862,2022-06-21 21:51:24,70.89,size_issue
tx2111898,2022-07-03 14:27:13,54.76,defective
tx2111901,2022-07-13 09:00:55,50.18,defective
tx2111914,2022-07-05 13:33:01,48.13,size_issue
tx2111949,2022-06-28 23:41:09,100.52,not_as_described
tx2111961,2022-06-30 21:56:46,90.5,size_issue
tx2111987,2022-07-09 02:37:44,84.71,defective
tx2112005,2022-07-10 10:10:41,113.9,defective
tx2112023,2022-07-03 18:01:21,80.05,not_as_described
tx2112031,2022-07-06 04:50:11,88.12,defective
tx2112085,2022-07-02 14:30:07,52.73,size_issue
tx2112091,2022-07-12 07:48:53,70.92,size_issue
tx2112101,2022-06-28 00:01:06,42.58,defective
tx2112117,2022-07-09 10:48:36,73.55,not_as_described
tx2112130,2022-07-08 04:13:41,70.08,not_as_described
tx2112205,2022-07-13 23:14:54,136.97,size_issue
tx2112234,2022-07-16 12:15:03,89.25,not_as_described
tx2112323,2022-07-07 14:15:10,2225.44,not_as_described
tx2112339,2022-06-25 18:49:27,24.63,not_as_described
tx2112364,2022-07-08 05:01:40,221.35,not_as_described
tx2112447,2022-07-01 05:36:53,94.02,size_issue
tx2112460,2022-07-05 10:05:15,105.86,size_issue
tx2112473,2022-07-03 13:19:04,28.77,size_issue
tx2112481,2022-06-26 13:22:58,34.78,not_as_described
tx2112493,2022-07-11 10:31:08,68.07,not_as_described
tx2112504,2022-06-26 22:54:32,1934.36,not_as_described
tx2112536,2022-07-01 05:48:12,67.04,defective
tx2112616,2022-06-22 18:46:10,100.63,not_as_described
tx2112639,2022-07-03 23:32:52,113.67,defective
tx2112657,2022-07-16 18:02:10,179.26,defective
tx2112851,2022-07-03 18:10:31,89.41,not_as_described
tx2112874,2022-07-16 07:01:47,180.47,defective
tx2112900,2022-07-04 08:11:10,53.31,not_as_described
tx2112980,2022-06-28 22:24:34,109.45,size_issue
tx2112992,2022-07-04 09:12:46,257.23,not_as_described
tx2113022,2022-07-14 20:58:06,71.32,not_as_described
tx2113040,2022-07-15 14:23:44,84.22,defective
tx2113138,2022-07-19 09:10:17,62.46,size_issue
tx2113176,2022-07-11 19:37:47,75.63,not_as_described
tx2113183,2022-07-05 12:42:04,189.14,defective
tx2113188,2022-07-16 03:55:23,78.31,not_as_described
tx2113264,2022-07-17 10:15:40,84.31,not_as_described
tx2113312,2022-07-10 15:38:56,141.04,size_issue
tx2113347,2022-07-13 08:20:12,106.81,size_issue
tx2113368,2022-07-22 09:54:16,147.6,size_issue
tx2113378,2022-07-22 01:30:17,119.03,not_as_described
tx2113382,2022-06-27 07:55:39,96.04,size_issue
tx2113409,2022-06-29 23:55:35,125.63,size_issue
tx2113410,2022-07-17 23:03:55,87.28,size_issue
tx2113424,2022-07-12 17:12:29,167.71,defective
tx2113471,2022-07-20 20:55:05,95.73,defective
tx2113475,2022-06-30 11:19:06,285.83,size_issue
tx2113480,2022-07-16 20:14:54,33.3,defective
tx2113509,2022-07-20 11:50:32,143.43,size_issue
tx2113539,2022-06-29 19:34:38,159.57,size_issue
tx2113548,2022-07-10 04:42:17,69.16,not_as_described
tx2113556,2022-06-29 08:18:36,92.76,size_issue
tx2113583,2022-07-15 15:13:38,190.9,not_as_described
tx2113590,2022-07-15 07:23:41,31.26,not_as_described
tx2113612,2022-07-06 04:15:31,52.23,size_issue
tx2113618,2022-07-04 06:24:20,984.88,not_as_described
tx2113621,2022-07-13 02:40:06,86.15,defective
tx2113656,2022-07-10 00:03:48,27.46,not_as_described
tx2113662,2022-07-20 05:13:35,51.05,defective
tx2113676,2022-07-08 16:59:55,49.3,defective
tx2113686,2022-07-13 08:57:15,202.98,defective
tx2113817,2022-07-24 23:29:30,299.0,size_issue
tx2113927,2022-07-02 20:27:25,3190.28,defective
tx2113939,2022-06-30 14:37:11,82.39,defective
tx2113983,2022-07-24 00:05:20,75.4,not_as_described
tx2114029,2022-07-20 14:51:11,573.14,size_issue
tx2114072,2022-07-17 18:53:54,201.12,defective
tx2114106,2022-07-09 16:50:26,151.44,size_issue
tx2114147,2022-07-05 16:53:55,74.4,not_as_described
tx2114189,2022-07-12 05:52:13,277.4,size_issue
tx2114233,2022-07-18 08:48:50,94.16,defective
tx2114239,2022-07-23 10:41:41,23.98,size_issue
tx2114355,2022-07-11 17:54:54,87.31,size_issue
tx2114391,2022-07-13 01:08:27,86.18,not_as_described
tx2114427,2022-07-08 14:05:49,130.05,not_as_described
tx2114441,2022-07-21 01:25:37,67.74,size_issue
tx2114449,2022-07-26 22:15:26,64.64,size_issue
tx2114465,2022-07-01 00:28:41,106.41,defective
tx2114486,2022-06-30 00:45:12,100.94,not_as_described
tx2114490,2022-07-17 04:13:39,99.25,size_issue
tx2114491,2022-07-11 21:47:26,59.54,defective
tx2114648,2022-07-23 15:18:27,114.48,defective
tx2114725,2022-07-13 13:37:28,156.57,not_as_described
tx2114769,2022-07-05 13:17:39,50.3,defective
tx2114782,2022-07-24 23:32:46,44.33,size_issue
tx2114793,2022-07-29 16:52:15,31.41,size_issue
tx2114829,2022-07-04 04:54:54,22.19,not_as_described
tx2114867,2022-07-04 15:53:45,79.34,size_issue
tx2114868,2022-07-03 02:58:15,86.09,defective
tx2114905,2022-07-23 12:10:09,96.48,size_issue
tx2114912,2022-07-24 03:44:10,22.85,size_issue
tx2114919,2022-07-14 04:48:03,277.91,size_issue
tx2114941,2022-07-07 22:12:06,67.38,not_as_described
tx2114977,2022-07-11 05:33:54,61.7,defective
tx2114988,2022-07-09 20:16:37,81.82,size_issue
tx2115002,2022-07-17 04:08:36,166.07,defective
tx2115091,2022-07-06 16:40:33,54.67,not_as_described
tx2115118,2022-07-14 22:46:32,104.17,not_as_described
tx2115179,2022-07-18 17:51:06,126.55,not_as_described
tx2115259,2022-07-09 21:17:14,195.82,defective
tx2115326,2022-07-21 22:53:37,322.35,not_as_described
tx2115334,2022-07-25 22:13:21,116.38,not_as_described
tx2115353,2022-07-30 15:46:11,68.03,not_as_described
tx2115362,2022-07-21 00:34:23,44.74,defective
tx2115380,2022-07-22 12:49:47,67.6,size_issue
tx2115384,2022-07-31 13:05:20,66.91,not_as_described
tx2115398,2022-07-22 04:50:29,67.78,not_as_described
tx2115432,2022-07-12 21:11:38,70.49,not_as_described
tx2115442,2022-07-07 22:14:51,199.49,size_issue
tx2115463,2022-07-17 08:00:18,37.94,not_as_described
tx2115488,2022-07-23 08:10:53,56.11,size_issue
tx2115532,2022-07-24 08:52:38,139.34,defective
tx2115600,2022-07-06 22:45:07,42.86,defective
tx2115620,2022-08-03 04:55:10,85.11,not_as_described
tx2115634,2022-07-12 13:19:34,64.91,not_as_described
tx2115640,2022-07-22 22:34:00,224.63,defective
tx2115641,2022-07-11 13:45:18,86.6,defective
tx2115645,2022-07-27 08:29:36,35.61,size_issue
tx2115654,2022-07-18 10:44:22,80.7,size_issue
tx2115689,2022-08-01 22:16:45,64.49,size_issue
tx2115728,2022-07-08 08:18:05,154.36,size_issue
tx2115729,2022-07-30 00:23:08,61.21,not_as_described
tx2115749,2022-07-18 18:30:25,27.18,defective
tx2115753,2022-07-24 16:35:16,249.77,defective
tx2115773,2022-07-21 22:46:32,60.53,size_issue
tx2115874,2022-07-31 08:48:46,60.28,defective
tx2115899,2022-07-30 14:30:44,47.75,not_as_described
tx2115953,2022-07-22 04:15:53,97.33,defective
tx2115955,2022-07-23 19:53:56,37.24,defective
tx2116013,2022-07-15 04:25:09,55.77,not_as_described
tx2116048,2022-07-24 18:18:34,85.16,size_issue
tx2116059,2022-07-09 07:09:09,76.31,size_issue
tx2116182,2022-07-19 17:03:47,49.73,defective
tx2116218,2022-07-25 02:01:19,36.88,not_as_described
tx2116266,2022-07-21 13:29:12,93.33,defective
tx2116270,2022-07-16 04:39:18,136.38,not_as_described
tx2116296,2022-07-16 22:30:30,121.35,not_as_described
tx2116301,2022-07-15 22:21:22,49.24,size_issue
tx2116324,2022-07-23 02:54:27,56.25,defective
tx2116361,2022-07-16 10:54:13,94.51,defective
tx2116432,2022-07-23 07:09:09,64.89,size_issue
tx2116519,2022-07-20 00:06:58,107.53,not_as_described
tx2116529,2022-07-17 06:24:59,39.4,defective
tx2116554,2022-07-16 03:57:05,50.63,size_issue
tx2116585,2022-07-19 23:39:29,217.25,size_issue
tx2116610,2022-07-15 19:21:40,116.15,defective
tx2116674,2022-07-26 19:54:26,75.78,size_issue
tx2116838,2022-07-31 15:05:01,64.65,not_as_described
tx2116853,2022-08-01 15:48:24,142.96,size_issue
tx2116873,2022-08-06 01:34:02,108.0,not_as_described
tx2116886,2022-07-13 20:40:40,89.67,defective
tx2116896,2022-07-20 03:09:43,57.24,size_issue
tx2116942,2022-07-20 17:50:13,61.04,size_issue
tx2116944,2022-08-02 10:30:42,39.14,size_issue
tx2116946,2022-07-14 08:07:57,49.48,defective
tx2116975,2022-07-15 15:56:30,87.91,defective
tx2117009,2022-07-21 07:42:14,102.18,not_as_described
tx2117027,2022-08-07 22:57:27,100.21,not_as_described
tx2117037,2022-07-24 23:35:25,38.04,size_issue
tx2117112,2022-08-05 22:08:09,62.91,not_as_described
tx2117137,2022-08-04 03:31:26,70.73,not_as_described
tx2117153,2022-08-06 03:06:59,407.83,defective
tx2117264,2022-08-01 11:26:15,71.16,size_issue
tx2117292,2022-07-28 12:01:26,50.39,defective
tx2117339,2022-07-18 12:03:53,46.64,not_as_described
tx2117354,2022-08-10 12:58:17,99.02,size_issue
tx2117364,2022-08-02 18:55:09,84.53,size_issue
tx2117402,2022-08-06 13:29:15,37.15,defective
tx2117417,2022-08-12 09:47:06,67.19,size_issue
tx2117425,2022-08-04 17:12:15,83.0,not_as_described
tx2117608,2022-07-23 23:21:42,93.63,not_as_described
tx2117647,2022-08-11 12:57:42,71.27,not_as_described
tx2117651,2022-08-13 01:15:49,63.21,not_as_described
tx2117695,2022-08-01 01:46:06,64.05,size_issue
tx2117716,2022-07-30 21:07:38,90.51,size_issue
tx2117771,2022-08-02 18:36:41,241.48,defective
tx2117808,2022-07-23 08:37:31,60.18,not_as_described
tx2117829,2022-07-27 05:27:13,76.4,size_issue
tx2117864,2022-08-08 19:14:49,117.06,not_as_described
tx2117907,2022-07-23 19:00:09,26.2,not_as_described
tx2117974,2022-07-20 11:05:27,43.22,defective
tx2118077,2022-08-06 05:20:05,207.81,size_issue
tx2118094,2022-08-14 11:09:44,33.77,not_as_described
tx2118153,2022-07-30 13:18:26,68.6,size_issue
tx2118155,2022-07-22 23:32:59,312.24,defective
tx2118165,2022-07-29 22:27:09,97.29,not_as_described
tx2118206,2022-08-05 06:12:00,28.55,not_as_described
tx2118236,2022-07-26 22:07:23,53.67,defective
tx2118239,2022-08-13 17:34:51,66.9,size_issue
tx2118265,2022-07-29 12:00:21,121.54,defective
tx2118292,2022-07-23 10:46:14,97.52,size_issue
tx2118303,2022-08-09 07:59:33,161.66,size_issue
tx2118307,2022-08-06 02:34:00,56.27,size_issue
tx2118337,2022-08-03 13:11:11,22.32,size_issue
tx2118351,2022-07-30 14:20:06,121.45,not_as_described
tx2118373,2022-07-24 02:49:42,100.55,defective
tx2118440,2022-08-06 22:45:40,80.69,size_issue
tx2118575,2022-08-06 13:09:43,44.6,not_as_described
tx2118704,2022-08-09 13:33:22,125.2,size_issue
tx2118796,2022-07-29 07:01:19,54.68,not_as_described
tx2118805,2022-08-16 16:54:12,104.76,defective
tx2118817,2022-08-15 12:06:11,302.8,size_issue
tx2118823,2022-08-19 20:28:24,43.26,not_as_described
tx2118842,2022-07-31 13:52:09,48.1,size_issue
tx2118886,2022-08-11 03:24:12,58.4,size_issue
tx2118908,2022-07-31 09:47:20,164.35,not_as_described
tx2118911,2022-08-14 06:15:34,115.37,defective
tx2118936,2022-08-13 02:16:34,445.63,size_issue
tx2119001,2022-08-03 05:39:03,203.16,size_issue
tx2119042,2022-08-01 02:10:23,108.93,size_issue
tx2119069,2022-07-29 19:41:08,315.31,defective
tx2119089,2022-08-08 17:41:57,117.28,defective
tx2119106,2022-07-30 23:09:08,107.55,not_as_described
tx2119112,2022-08-17 07:58:10,30.32,not_as_described
tx2119145,2022-08-20 01:28:18,93.68,defective
tx2119146,2022-08-21 08:31:35,141.51,size_issue
tx2119215,2022-08-05 08:49:39,122.85,not_as_described
tx2119224,2022-08-07 14:03:13,47.98,not_as_described
tx2119265,2022-08-22 10:13:46,25.94,defective
tx2119267,2022-07-28 06:35:29,73.07,not_as_described
tx2119313,2022-08-04 18:37:00,56.7,size_issue
tx2119317,2022-08-07 03:25:47,101.39,not_as_described
tx2119333,2022-08-20 01:59:15,1378.22,size_issue
tx2119498,2022-07-29 00:17:52,110.81,defective
tx2119554,2022-07-28 12:48:44,56.84,size_issue
tx2119560,2022-08-17 08:29:45,34.21,defective
tx2119574,2022-08-04 04:16:45,138.73,not_as_described
tx2119584,2022-08-22 09:07:22,137.15,not_as_described
tx2119604,2022-08-11 06:08:37,179.35,size_issue
tx2119664,2022-08-19 10:44:05,37.66,size_issue
tx2119702,2022-08-23 05:35:37,94.16,size_issue
tx2119891,2022-08-26 20:18:44,119.28,not_as_described
tx2119911,2022-07-31 19:49:02,83.84,defective
tx2119999,2022-08-20 00:54:36,58.79,defective
tx2120025,2022-08-12 14:00:27,59.39,not_as_described
tx2120061,2022-08-24 21:35:47,62.72,not_as_described
tx2120138,2022-08-15 07:30:23,43.31,size_issue
tx2120148,2022-08-14 19:26:52,107.12,defective
tx2120166,2022-08-27 01:10:23,145.81,defective
tx2120196,2022-08-17 15:39:33,75.86,not_as_described
tx2120244,2022-08-13 18:30:24,70.55,defective
tx2120310,2022-08-15 14:17:16,86.55,defective
tx2120336,2022-08-02 07:06:06,95.0,defective
tx2120355,2022-08-20 08:20:35,194.79,defective
tx2120407,2022-08-28 00:32:03,88.2,not_as_described
tx2120431,2022-08-28 23:00:47,44.91,not_as_described
tx2120444,2022-08-18 06:40:20,99.13,not_as_described
tx2120462,2022-08-08 17:58:10,113.17,defective
tx2120495,2022-08-19 23:51:57,43.15,size_issue
tx2120555,2022-08-05 00:41:25,156.88,not_as_described
tx2120567,2022-08-11 07:11:05,77.14,not_as_described
tx2120613,2022-08-22 08:39:49,107.07,not_as_described
tx2120654,2022-08-11 05:18:19,48.48,size_issue
tx2120682,2022-08-06 12:58:42,66.71,size_issue
tx2120723,2022-08-21 02:27:03,92.1,size_issue
tx2120796,2022-08-27 15:48:01,221.99,defective
tx2120797,2022-08-30 08:14:21,58.93,size_issue
tx2120808,2022-08-17 09:10:09,20.65,not_as_described
tx2120863,2022-08-12 22:19:34,75.63,defective
tx2120906,2022-08-10 19:58:37,70.96,size_issue
tx2120924,2022-08-17 02:52:34,54.46,not_as_described
