product_id,product_name,product_unit_price,product_category,product_description,product_image,brand_name,sku,barcode,launch_date,is_active
P000275,Bosch Car Cover,88.58,Automotive,Contain rock smile itself factor record.,https://picsum.photos/400/400,Bosch,SKU-000275,806240781679,2023-04-28,True
P000276,Philips Camera,3000.0,Electronics,Open stop level language some adult serve.,https://cdn-icons-png.flaticon.com/512/1046/1046784.png,Philips,SKU-000276,154841208135,2023-10-28,True
P000277,Adidas Shirt,148.99,Fashion,Rather where when state management inside commercial cut.,https://cdn-icons-png.flaticon.com/512/836/836642.png,Adidas,SKU-000277,717226964950,2023-04-08,True
P000278,Puma Yoga Mat,203.52,Sports,Night different mention lay born conference beat central cause send within standard cover.,https://cdn-icons-png.flaticon.com/512/1046/1046951.png,Puma,SKU-000278,184698365271,2022-07-02,True
P000279,Purina Pet Toy,200.0,Pet Supplies,Improve whom appear raise unit want state between build get clear nothing.,https://picsum.photos/400/400,Purina,SKU-000279,495127420817,2022-08-05,True
P000280,Panasonic Phone,878.15,Electronics,Already should wrong section agent all sport.,https://images.unsplash.com/photo-1510557880182-3d4d3cba35a5,Panasonic,SKU-000280,606891132826,2022-07-13,True
P000281,Adidas Tennis Racket,400.0,Sports,In white official because form benefit ability.,https://images.unsplash.com/photo-1599058917212-d750089bc07a,Adidas,SKU-000281,635833286630,2022-12-17,True
P000282,CVSBrand Bandages,71.64,Health,Reveal about much cell tell nice push anything anyone usually exactly.,https://picsum.photos/400/400,CVSBrand,SKU-000282,164606676816,2022-08-28,True
P000283,Philips Blender,600.0,Home & Kitchen,Try themselves hair over entire bring open back hand book.,https://images.unsplash.com/photo-1598300054675-87cbbd41bb7b,Philips,SKU-000283,288118243316,2021-09-26,True
P000284,WholeFoods Cheese,20.57,Groceries,Mention service way capital cause reflect cost unit tell white issue impact picture.,https://images.unsplash.com/photo-1567306226416-28f0efdc88ce,WholeFoods,SKU-000284,332481323806,2022-01-24,True
P000285,Whirlpool Toaster,1151.47,Appliances,Although heart Congress significant positive the attorney success tell ten outside dinner age.,https://picsum.photos/400/400,Whirlpool,SKU-000285,466823516693,2023-06-10,True
P000286,Apple Laptop,3000.0,Electronics,Start attorney talk risk line will.,https://cdn-icons-png.flaticon.com/512/4436/4436481.png,Apple,SKU-000286,806880336919,2023-10-06,True
P000287,Panasonic Camera,3000.0,Electronics,Trade arm not surface including discussion stay tend then.,https://cdn-icons-png.flaticon.com/512/4202/4202836.png,Panasonic,SKU-000287,428664473756,2023-03-10,False
P000288,WholeFoods Chocolate,5.55,Groceries,Picture model religious fight southern so one firm.,https://images.unsplash.com/photo-1510626176961-4b37d0f0b7c8,WholeFoods,SKU-000288,725213655142,2021-10-06,True
P000289,Funko Board Game,52.78,Toys & Games,Bag herself anyone respond their indeed employee today represent move day near serve.,https://picsum.photos/400/400,Funko,SKU-000289,334433861927,2023-03-28,True
P000290,Husqvarna Lawn Mower,300.0,Garden,Try life just soon look charge form walk fight him guess.,https://picsum.photos/400/400,Husqvarna,SKU-000290,402096231645,2023-06-14,True
P000291,LG Speaker,1564.02,Electronics,Adult economy wall hospital attack so everything.,https://images.unsplash.com/photo-1517336714731-489689fd1ca8,LG,SKU-000291,729720279498,2022-08-17,True
P000292,Whirlpool Refrigerator,655.11,Appliances,Weight forward great power same rest suddenly among television rich somebody draw model.,https://picsum.photos/400/400,Whirlpool,SKU-000292,989131435812,2022-04-19,True
P000293,Zara Dress,84.82,Fashion,Long position fund everybody last cup too fast exist similar summer.,https://images.unsplash.com/photo-1521572163474-6864f9cf17ab,Zara,SKU-000293,850210126941,2021-11-26,True
P000294,Levi's Shirt,170.47,Fashion,Word letter direction nation nearly physical according receive blue attention election former goal.,https://images.unsplash.com/photo-1520975918318-5bfb3c1f6a5d,Levi's,SKU-000294,982922851073,2023-02-17,True
P000295,Apple Laptop,1397.78,Electronics,Because control option contain each tend happy financial.,https://images.unsplash.com/photo-1526170375885-4d8ecf77b99f,Apple,SKU-000295,604113070040,2023-02-11,True
P000296,Philips Laptop,3000.0,Electronics,Season day treatment size soldier skin week carry fact bed mission break.,https://images.unsplash.com/photo-1510557880182-3d4d3cba35a5,Philips,SKU-000296,675227543059,2022-04-17,True
P000297,WholeFoods Cereal,2.43,Groceries,Low camera miss source half follow something parent.,https://cdn-icons-png.flaticon.com/512/1046/1046787.png,WholeFoods,SKU-000297,117818988829,2022-07-15,True
P000298,Johnson&Johnson Pain Relief,108.71,Health,Behind relate movement necessary magazine board wrong.,https://picsum.photos/400/400,Johnson&Johnson,SKU-000298,402563924398,2022-08-03,True
P000299,Nike Shoes,42.08,Fashion,Religious peace less body wish drug itself.,https://cdn-icons-png.flaticon.com/512/836/836642.png,Nike,SKU-000299,215159210817,2021-08-25,True
P000300,Kenwood Table,161.09,Home & Kitchen,Rule security full some everybody position bed available fire responsibility security performance born.,https://cdn-icons-png.flaticon.com/512/2972/2972165.png,Kenwood,SKU-000300,159904267160,2023-04-25,True
P000301,Nike Shirt,300.0,Fashion,Position yes learn all provide analysis director.,https://images.unsplash.com/photo-1537010151-1e2469d3d832,Nike,SKU-000301,523427918278,2023-05-07,True
P000302,Samsung Phone,1174.17,Electronics,Physical add believe Republican girl medical blood.,https://images.unsplash.com/photo-1517336714731-489689fd1ca8,Samsung,SKU-000302,885466991630,2023-02-18,True
P000303,Nike Shoes,300.0,Fashion,Feel seem establish be brother many series recent art beat value agency kid.,https://cdn-icons-png.flaticon.com/512/3456/3456426.png,Nike,SKU-000303,755155283002,2022-11-02,True
P000304,Philips Cookware,121.69,Home & Kitchen,Middle lay possible company them executive study.,https://images.unsplash.com/photo-1606813909028-63e1d6c1f2e4,Philips,SKU-000304,359279985537,2023-01-30,False
P000305,L'Oreal Cream,48.99,Beauty,Occur general action understand north almost phone.,https://picsum.photos/400/400,L'Oreal,SKU-000305,354052390248,2022-01-07,True
P000306,Decathlon Running Shoes,319.4,Sports,Between support it carry here speak interest large impact.,https://images.unsplash.com/photo-1599058917212-d750089bc07a,Decathlon,SKU-000306,366218846509,2023-09-18,True
P000307,WholeFoods Cheese,21.1,Groceries,Hair picture reveal me can would.,https://images.unsplash.com/photo-1542831371-d531d36971e6,WholeFoods,SKU-000307,914140229422,2022-09-23,True
P000308,Pandora Watch,4432.1,Jewelry,Sport picture difference suddenly ball garden along.,https://picsum.photos/400/400,Pandora,SKU-000308,395661804479,2023-02-11,True
P000309,WholeFoods Cereal,50.0,Groceries,West financial particular discover we win her back line family knowledge media.,https://cdn-icons-png.flaticon.com/512/590/590836.png,WholeFoods,SKU-000309,395779006481,2022-10-16,True
P000310,GenericBrandA Water Bottle,250.0,Misc,Ready participant southern even door sound recent civil others.,https://cdn-icons-png.flaticon.com/512/679/679922.png,GenericBrandA,SKU-000310,872526031697,2021-11-17,True
P000311,Under Armour Dress,159.59,Fashion,Administration feeling practice may thank item listen.,https://images.unsplash.com/photo-1520975918318-5bfb3c1f6a5d,Under Armour,SKU-000311,995586038955,2021-10-12,True
P000312,Husqvarna Pruner,145.29,Garden,Sure decision industry billion attack strong strong.,https://picsum.photos/400/400,Husqvarna,SKU-000312,256008185052,2023-06-14,True
P000313,Whirlpool Toaster,2500.0,Appliances,Figure speech learn next style before close about also huge raise seem everybody.,https://picsum.photos/400/400,Whirlpool,SKU-000313,937521491539,2022-08-22,True
P000314,Levi's Bag,10.0,Fashion,Boy include then question establish ok political question something particular meeting of organization.,https://cdn-icons-png.flaticon.com/512/836/836600.png,Levi's,SKU-000314,817222402257,2022-04-07,True
P000315,Dell Headphones,1072.89,Electronics,Process east thing conference stock body door relate during small force.,https://images.unsplash.com/photo-1512499617640-c2f999098c01,Dell,SKU-000315,789158753282,2023-04-26,True
P000316,Staples Notebook,55.1,Office Supplies,Account alone natural music realize student become do.,https://picsum.photos/400/400,Staples,SKU-000316,612610597371,2023-10-13,True
P000317,Pampers Pacifier,200.0,Baby,Fund prevent day property example seem enjoy.,https://picsum.photos/400/400,Pampers,SKU-000317,315460952689,2022-10-27,True
P000318,L'Oreal Mascara,102.48,Beauty,Worry risk purpose yes city goal anything friend room.,https://picsum.photos/400/400,L'Oreal,SKU-000318,970557080568,2023-11-15,True
P000319,Uniqlo Watch,53.97,Fashion,Forget fly single rule top act.,https://images.unsplash.com/photo-1520975918318-5bfb3c1f6a5d,Uniqlo,SKU-000319,792543579202,2023-09-30,True
P000320,TraderJoes Chocolate,50.0,Groceries,Could nearly democratic west behavior remember doctor any watch industry wrong fast.,https://cdn-icons-png.flaticon.com/512/590/590836.png,TraderJoes,SKU-000320,213015835195,2022-08-22,True
P000321,Puma Running Shoes,338.93,Sports,My chair cut above speak training card provide line paper night authority.,https://cdn-icons-png.flaticon.com/512/1046/1046951.png,Puma,SKU-000321,788688601368,2023-07-07,True
P000322,Random House Novel,30.5,Books,Room light over long special democratic.,https://picsum.photos/400/400,Random House,SKU-000322,293802766624,2022-12-21,True
P000323,GE Refrigerator,2500.0,Appliances,Sing who administration fear partner involve these.,https://picsum.photos/400/400,GE,SKU-000323,680146966899,2022-06-19,True
P000324,3M Headlight,400.0,Automotive,Where allow list future build instead cup value her.,https://picsum.photos/400/400,3M,SKU-000324,712842189315,2021-09-14,True
P000325,Pandora Watch,2823.19,Jewelry,Strategy material ready year machine should fine always tell ahead.,https://picsum.photos/400/400,Pandora,SKU-000325,547800270065,2021-11-03,True
P000326,Hamilton Beach Vacuum,487.25,Home & Kitchen,Little agreement business politics same cost inside Mr suddenly his run.,https://images.unsplash.com/photo-1598300054675-87cbbd41bb7b,Hamilton Beach,SKU-000326,239808477924,2022-05-08,True
P000327,Gardena Hose,300.0,Garden,Two central quickly if difficult send when add skill.,https://picsum.photos/400/400,Gardena,SKU-000327,897116943583,2023-09-07,True
P000328,TraderJoes Chocolate,6.15,Groceries,Subject section list against image should.,https://cdn-icons-png.flaticon.com/512/590/590836.png,TraderJoes,SKU-000328,715347781314,2022-03-22,False
P000329,Adidas Helmet,162.81,Sports,Night evidence rock similar assume vote important across experience.,https://images.unsplash.com/photo-1505842465776-3d4f1c8a57f0,Adidas,SKU-000329,241824195070,2023-12-04,True
P000330,Samsung Washing Machine,369.56,Appliances,Manage none stuff standard within media young economic your.,https://picsum.photos/400/400,Samsung,SKU-000330,325575955477,2022-11-03,True
P000331,WholeFoods Cereal,28.88,Groceries,Others feeling player relationship effort recent much increase stand election first law.,https://images.unsplash.com/photo-1542831371-d531d36971e6,WholeFoods,SKU-000331,521068366292,2022-11-14,True
P000332,Bose Tablet,757.26,Electronics,Value president prevent though sense also another else action just.,https://cdn-icons-png.flaticon.com/512/4202/4202836.png,Bose,SKU-000332,709753006598,2021-12-04,True
P000333,GenericBrandA Umbrella,39.08,Misc,Total remain explain whose feeling house special official year.,https://cdn-icons-png.flaticon.com/512/679/679922.png,GenericBrandA,SKU-000333,386900061049,2023-03-12,True
P000334,Samsung Microwave,280.46,Appliances,Worry bad season next food when seat occur beat what.,https://picsum.photos/400/400,Samsung,SKU-000334,972085457203,2022-05-24,True
P000335,Zara Dress,124.95,Fashion,Sing pretty color individual notice item floor industry develop really hear recent.,https://images.unsplash.com/photo-1503341455253-b2e723bb3dbb,Zara,SKU-000335,392332911235,2022-02-05,True
P000336,LG Laptop,3000.0,Electronics,Better eye teacher boy let early drug particular commercial call ball sense organization.,https://images.unsplash.com/photo-1510557880182-3d4d3cba35a5,LG,SKU-000336,670082990264,2023-09-26,True
P000337,Samsung Monitor,1237.3,Electronics,Mean also around structure safe you prove source minute player sing process.,https://images.unsplash.com/photo-1510557880182-3d4d3cba35a5,Samsung,SKU-000337,522822443890,2022-02-17,True
P000338,IKEA Chair,499.79,Home & Kitchen,Remember property nation hope cold might place high carry tend majority tend sometimes.,https://images.unsplash.com/photo-1606813909028-63e1d6c1f2e4,IKEA,SKU-000338,753553297532,2023-01-27,True
P000339,KrogerBrand Chocolate,31.15,Groceries,Fire enjoy sell identify television religious.,https://cdn-icons-png.flaticon.com/512/3075/3075977.png,KrogerBrand,SKU-000339,335768614654,2022-04-11,True
P000340,WholeFoods Snack Pack,26.52,Groceries,Career direction save important environmental young vote sure where support.,https://cdn-icons-png.flaticon.com/512/590/590836.png,WholeFoods,SKU-000340,317646492433,2023-01-26,True
P000341,Nike Shirt,224.14,Fashion,Director many only phone lay movement charge sure.,https://images.unsplash.com/photo-1520975918318-5bfb3c1f6a5d,Nike,SKU-000341,239985683627,2022-08-13,True
P000342,Philips Phone,2283.09,Electronics,Compare bit city than choice thought section cell discuss civil break.,https://images.unsplash.com/photo-1526170375885-4d8ecf77b99f,Philips,SKU-000342,505904080956,2022-12-27,True
P000343,Johnson&Johnson Stroller,31.35,Baby,Those news she gas right probably family think system exist.,https://picsum.photos/400/400,Johnson&Johnson,SKU-000343,571842239642,2023-04-27,True
P000344,HarperCollins Science Book,50.0,Books,Call final everybody part task raise.,https://picsum.photos/400/400,HarperCollins,SKU-000344,922093743752,2022-04-23,True
P000345,Adidas Dress,134.28,Fashion,Professor rise shoulder or or among study.,https://cdn-icons-png.flaticon.com/512/836/836642.png,Adidas,SKU-000345,664047487499,2023-03-13,True
P000346,Dove Mascara,120.89,Beauty,Rule red should truth involve material arm base trade since ask part.,https://picsum.photos/400/400,Dove,SKU-000346,808844011573,2023-01-29,True
P000347,West Elm Bookshelf,2000.0,Furniture,Wife off capital specific black wind this.,https://picsum.photos/400/400,West Elm,SKU-000347,348680690599,2021-10-02,True
P000348,Adidas Bag,39.15,Fashion,Five camera toward gun main week mind teacher could against.,https://cdn-icons-png.flaticon.com/512/3456/3456426.png,Adidas,SKU-000348,360612283776,2023-11-25,True
P000349,Johnson&Johnson Diapers,71.91,Baby,Bill the vote claim week reach.,https://picsum.photos/400/400,Johnson&Johnson,SKU-000349,700609221526,2023-11-14,True
P000350,Adidas Dress,300.0,Fashion,Enough still image item factor stand bill decision surface relationship during us step.,https://cdn-icons-png.flaticon.com/512/836/836600.png,Adidas,SKU-000350,657890571550,2022-05-21,True
P000351,Gardena Lawn Mower,145.38,Garden,Sense beat we financial exactly single pass likely cultural loss treatment better.,https://picsum.photos/400/400,Gardena,SKU-000351,672521679156,2021-10-27,True
P000352,Zara Dress,142.05,Fashion,Do great case in power alone.,https://cdn-icons-png.flaticon.com/512/836/836642.png,Zara,SKU-000352,816162043886,2022-03-20,True
P000353,TraderJoes Cheese,27.01,Groceries,Employee collection help easy care probably change modern.,https://cdn-icons-png.flaticon.com/512/1046/1046787.png,TraderJoes,SKU-000353,514570726030,2023-08-18,True
P000354,Prada Shirt,157.39,Fashion,Policy until pass firm sing every man member raise only health language hit.,https://images.unsplash.com/photo-1521335629791-ce4aec67dd47,Prada,SKU-000354,983743431858,2021-08-03,True
P000355,Staples Stapler,28.07,Office Supplies,Too often improve similar road indicate scene.,https://picsum.photos/400/400,Staples,SKU-000355,968084766302,2022-04-07,True
P000356,Columbia Camping Stove,84.61,Outdoor,Board white world science station section include magazine trip miss person base building.,https://picsum.photos/400/400,Columbia,SKU-000356,204147044360,2022-07-29,True
P000357,Lenovo Speaker,3000.0,Electronics,Seat capital never his political month reach check without give involve threat move.,https://cdn-icons-png.flaticon.com/512/4202/4202836.png,Lenovo,SKU-000357,382874807520,2021-12-09,True
P000358,Yamaha Keyboard,436.17,Music,Bring whom back speech kitchen son lose source page.,https://picsum.photos/400/400,Yamaha,SKU-000358,631195670842,2023-11-08,True
P000359,Sony Monitor,317.9,Electronics,Step although heart current situation better business wind wrong.,https://images.unsplash.com/photo-1512499617640-c2f999098c01,Sony,SKU-000359,950946064328,2022-07-19,True
P000360,Samsung Refrigerator,2500.0,Appliances,Personal authority break customer plan well difficult million follow represent five several style despite.,https://picsum.photos/400/400,Samsung,SKU-000360,813218101323,2022-11-25,True
P000361,Lenovo Camera,670.11,Electronics,Majority leg stand onto run discussion partner two above difficult.,https://cdn-icons-png.flaticon.com/512/1046/1046784.png,Lenovo,SKU-000361,731160644421,2022-06-08,True
P000362,Sony Phone,905.18,Electronics,Traditional site wonder natural religious especially.,https://images.unsplash.com/photo-1510557880182-3d4d3cba35a5,Sony,SKU-000362,974896316077,2023-07-31,True
P000363,Apple Speaker,2086.41,Electronics,Individual responsibility lose sit color none treat wide team war new.,https://images.unsplash.com/photo-1512499617640-c2f999098c01,Apple,SKU-000363,172200099738,2022-08-13,True
P000364,Zara Shirt,94.08,Fashion,Certain something show water cost trial stock sport consider according crime.,https://cdn-icons-png.flaticon.com/512/836/836600.png,Zara,SKU-000364,781087582330,2023-05-25,True
P000365,Whirlpool Washing Machine,2500.0,Appliances,Rise build mouth late case catch why say physical.,https://picsum.photos/400/400,Whirlpool,SKU-000365,989809833348,2023-02-16,True
P000366,Zara Shirt,111.31,Fashion,Really relationship have clearly less president PM movie forget opportunity.,https://cdn-icons-png.flaticon.com/512/836/836600.png,Zara,SKU-000366,818360309977,2023-05-30,False
P000367,Maybelline Foundation,200.0,Beauty,They walk stand everyone economy himself over south author including technology.,https://picsum.photos/400/400,Maybelline,SKU-000367,519084250845,2022-12-15,True
P000368,Sephora Mascara,200.0,Beauty,Else reveal role air about at beyond firm across win hope teacher generation.,https://picsum.photos/400/400,Sephora,SKU-000368,283953064406,2023-05-14,True
P000369,The Body Shop Foundation,40.38,Beauty,Above course drop lay whom he now society enjoy news.,https://picsum.photos/400/400,The Body Shop,SKU-000369,910034977258,2023-12-04,True
P000370,Yonex Basketball,44.77,Sports,My to beautiful color town standard stop professor upon individual manager staff last.,https://images.unsplash.com/photo-1505842465776-3d4f1c8a57f0,Yonex,SKU-000370,841264329046,2022-02-05,False
P000371,Dove Cream,200.0,Beauty,Weight consider son debate past sort.,https://picsum.photos/400/400,Dove,SKU-000371,764433430388,2021-10-25,True
P000372,TraderJoes Cheese,34.49,Groceries,Present national become news return how.,https://images.unsplash.com/photo-1542831371-d531d36971e6,TraderJoes,SKU-000372,816384755178,2022-11-04,True
P000373,Maybelline Conditioner,177.03,Beauty,Education cost miss forward put recognize television card each note might.,https://picsum.photos/400/400,Maybelline,SKU-000373,446203380236,2023-07-01,True
P000374,Under Armour Dress,107.98,Fashion,Reality yet range just focus wall minute.,https://images.unsplash.com/photo-1521335629791-ce4aec67dd47,Under Armour,SKU-000374,435797276433,2023-11-12,True
P000375,NaturesBest Chocolate,50.0,Groceries,Run start floor entire go those knowledge occur have her letter.,https://images.unsplash.com/photo-1567306226416-28f0efdc88ce,NaturesBest,SKU-000375,867286394118,2021-12-28,True
P000376,L'Oreal Mascara,200.0,Beauty,Response blood strong detail really suddenly game air ten option however.,https://picsum.photos/400/400,L'Oreal,SKU-000376,927300021811,2022-06-09,True
P000377,Sony Tablet,1858.06,Electronics,Subject figure talk hold start onto without past candidate service later think office quite.,https://cdn-icons-png.flaticon.com/512/1046/1046784.png,Sony,SKU-000377,724907899765,2022-08-27,True
P000378,WalgreensBrand First Aid Kit,200.0,Health,Nearly everyone second man indeed Mrs hand international sound often one American party.,https://picsum.photos/400/400,WalgreensBrand,SKU-000378,763708546369,2022-02-14,True
P000379,NaturesBest Milk,47.97,Groceries,Cost effort community trouble smile yet capital five close give.,https://cdn-icons-png.flaticon.com/512/3075/3075977.png,NaturesBest,SKU-000379,127906852941,2022-08-27,True
P000380,GenericBrandA Backpack,113.94,Misc,Cause race reduce structure wide their.,https://cdn-icons-png.flaticon.com/512/679/679922.png,GenericBrandA,SKU-000380,186388335859,2021-10-08,True
P000381,Random House Comic Book,50.0,Books,Individual hundred above identify woman generation guess else make environment off.,https://picsum.photos/400/400,Random House,SKU-000381,994763499447,2022-12-30,True
P000382,NaturesBest Cheese,17.14,Groceries,Radio early let whatever up product dog.,https://cdn-icons-png.flaticon.com/512/590/590836.png,NaturesBest,SKU-000382,586021161657,2023-10-07,True
P000383,Adidas Tennis Racket,400.0,Sports,Hope responsibility hospital century measure hit current his each effort heart million others.,https://images.unsplash.com/photo-1599058917212-d750089bc07a,Adidas,SKU-000383,650987849051,2023-06-16,True
P000384,Levi's Shoes,176.9,Fashion,Window along focus return drive maintain similar city development forget them against.,https://cdn-icons-png.flaticon.com/512/3456/3456426.png,Levi's,SKU-000384,741199170257,2023-03-20,False
P000385,Nike Basketball,308.6,Sports,So speech worry end beyond ahead report first treatment.,https://images.unsplash.com/photo-1505842465776-3d4f1c8a57f0,Nike,SKU-000385,637210311596,2021-12-23,True
P000386,L'Oreal Shampoo,200.0,Beauty,Federal staff choice security poor stock right near summer stage poor growth.,https://picsum.photos/400/400,L'Oreal,SKU-000386,772577732599,2022-07-22,True
P000387,Gucci Jacket,286.97,Fashion,Best husband will let care huge simply our as sell blood.,https://images.unsplash.com/photo-1521572163474-6864f9cf17ab,Gucci,SKU-000387,411750859345,2022-06-30,True
P000388,TraderJoes Chocolate,22.2,Groceries,Life stuff goal ability remember either.,https://cdn-icons-png.flaticon.com/512/1046/1046787.png,TraderJoes,SKU-000388,518933430254,2023-11-03,True
P000389,L'Oreal Cream,62.75,Beauty,Agency sit develop subject third realize anyone try budget.,https://picsum.photos/400/400,L'Oreal,SKU-000389,727627951108,2023-09-08,True
P000390,GenericBrandB Backpack,137.23,Misc,Base contain may mother voice sport base war must.,https://cdn-icons-png.flaticon.com/512/679/679922.png,GenericBrandB,SKU-000390,385838783301,2023-01-01,True
P000391,TraderJoes Milk,50.0,Groceries,Matter describe night herself clearly same century myself father.,https://cdn-icons-png.flaticon.com/512/1046/1046787.png,TraderJoes,SKU-000391,533410524333,2023-03-11,True
P000392,Johnson&Johnson Baby Bottle,62.86,Baby,Cause ever although glass glass effort research summer vote.,https://picsum.photos/400/400,Johnson&Johnson,SKU-000392,717996321152,2023-03-02,True
P000393,NaturesBest Juice,50.0,Groceries,Room not dinner perhaps book effect situation information network happen oil.,https://cdn-icons-png.flaticon.com/512/590/590836.png,NaturesBest,SKU-000393,620293019559,2023-06-15,True
P000394,Yonex Football,246.36,Sports,Room reduce least bit traditional heavy six century effect level side.,https://cdn-icons-png.flaticon.com/512/1046/1046947.png,Yonex,SKU-000394,109935517277,2023-12-07,True
P000395,Prada Sunglasses,261.46,Fashion,Style mouth determine wall all control place voice million four shake.,https://images.unsplash.com/photo-1503341455253-b2e723bb3dbb,Prada,SKU-000395,765196484822,2022-04-12,True
P000396,Sephora Foundation,200.0,Beauty,Woman at try evidence quite town PM ground recognize.,https://picsum.photos/400/400,Sephora,SKU-000396,638845141452,2023-04-25,True
P000397,Bose Camera,1726.4,Electronics,Who mention capital measure agreement over break pass trip window.,https://images.unsplash.com/photo-1512499617640-c2f999098c01,Bose,SKU-000397,808801411177,2021-09-08,True
P000398,LG Tablet,2467.47,Electronics,Production water fine stock generation approach capital none keep person.,https://cdn-icons-png.flaticon.com/512/4202/4202836.png,LG,SKU-000398,199971725979,2022-06-11,True
P000399,Hasbro Puzzle,24.02,Toys & Games,Describe knowledge American outside agency long gun law attention best support.,https://picsum.photos/400/400,Hasbro,SKU-000399,206400098035,2023-08-20,True
P000400,Decathlon Football,400.0,Sports,Store laugh century author appear college.,https://images.unsplash.com/photo-1599058917504-b3d2ef26738f,Decathlon,SKU-000400,750996462370,2022-06-21,True
P000401,Mattel Doll,200.0,Toys & Games,Second system conference plant guy first fast.,https://picsum.photos/400/400,Mattel,SKU-000401,154038786465,2022-03-07,False
P000402,Husqvarna Hose,191.88,Garden,Like room page attention campaign medical study usually so quite goal order.,https://picsum.photos/400/400,Husqvarna,SKU-000402,840238718258,2022-04-05,True
P000403,3M Car Cover,400.0,Automotive,Rock produce reveal once size night young they left.,https://picsum.photos/400/400,3M,SKU-000403,447660712010,2022-06-27,True
P000404,CVSBrand First Aid Kit,200.0,Health,Firm loss entire number meet baby.,https://picsum.photos/400/400,CVSBrand,SKU-000404,585552894816,2021-12-17,True
P000405,TraderJoes Milk,40.23,Groceries,Detail industry fly small even eye buy hundred involve summer area land operation.,https://images.unsplash.com/photo-1567306226416-28f0efdc88ce,TraderJoes,SKU-000405,589391195520,2023-10-14,True
P000406,Zara Shoes,300.0,Fashion,Number article everybody sport build customer agree until movie six.,https://cdn-icons-png.flaticon.com/512/836/836600.png,Zara,SKU-000406,177781989060,2021-09-22,True
P000407,Nike Helmet,103.1,Sports,Short sit significant central travel agree.,https://images.unsplash.com/photo-1599058917504-b3d2ef26738f,Nike,SKU-000407,903545447428,2023-11-14,False
P000408,3M GPS Device,133.41,Automotive,Growth the bring provide trade impact cultural majority agreement design apply middle.,https://picsum.photos/400/400,3M,SKU-000408,175539928835,2023-12-27,True
P000409,Apple Speaker,1909.08,Electronics,Industry firm I manage gas their international environmental reach finish determine performance.,https://cdn-icons-png.flaticon.com/512/4202/4202836.png,Apple,SKU-000409,432318470210,2021-10-15,True
P000410,Lego LEGO Set,60.09,Toys & Games,Country tree why project sign if write investment artist though.,https://picsum.photos/400/400,Lego,SKU-000410,955767297480,2022-01-24,True
P000411,Adidas Running Shoes,81.07,Sports,Hundred pretty she order charge scientist people station happy deal group although see.,https://cdn-icons-png.flaticon.com/512/1046/1046950.png,Adidas,SKU-000411,848029377589,2022-07-02,True
P000412,HP Laptop,679.3,Electronics,Watch above push cover skill office under above.,https://images.unsplash.com/photo-1526170375885-4d8ecf77b99f,HP,SKU-000412,849587559384,2023-04-18,True
P000413,Staples Printer,78.74,Office Supplies,Guy majority price southern statement almost own lawyer role.,https://picsum.photos/400/400,Staples,SKU-000413,311712127397,2022-05-09,True
P000414,Staples Notebook,30.55,Office Supplies,Born throughout activity government worry stage there one appear station politics material word far.,https://picsum.photos/400/400,Staples,SKU-000414,703896655508,2022-12-06,True
P000415,Yamaha Headphones,828.0,Music,You describe act project learn operation sell receive voice.,https://picsum.photos/400/400,Yamaha,SKU-000415,818808476455,2022-04-08,True
P000416,Hamilton Beach Cookware,488.77,Home & Kitchen,Speech recently those do until bar court tree Republican wrong measure hair.,https://images.unsplash.com/photo-1598300054675-87cbbd41bb7b,Hamilton Beach,SKU-000416,588779180431,2021-10-24,True
P000417,GE Washing Machine,456.82,Appliances,Guy him small consider challenge mind plan community leader event friend end adult.,https://picsum.photos/400/400,GE,SKU-000417,642755123162,2023-01-08,True
P000418,Samsung Microwave,255.87,Appliances,Quality dark matter would call forget ground.,https://picsum.photos/400/400,Samsung,SKU-000418,701739063365,2021-10-10,True
P000419,NaturesBest Juice,35.98,Groceries,Student discover eat hear lose plant participant group one deep simple charge.,https://images.unsplash.com/photo-1580910051073-e6a1b1b7f9e1,NaturesBest,SKU-000419,926665227705,2023-08-22,True
P000420,GE Microwave,416.87,Appliances,Head employee physical stay simple ever health black power report state.,https://picsum.photos/400/400,GE,SKU-000420,891088233576,2022-04-10,True
P000421,H&M Watch,251.91,Fashion,Hair treat prepare party bar wide support read.,https://images.unsplash.com/photo-1521335629791-ce4aec67dd47,H&M,SKU-000421,643540006471,2021-12-10,True
P000422,Maybelline Conditioner,200.0,Beauty,Entire color push design night throw.,https://picsum.photos/400/400,Maybelline,SKU-000422,354647369972,2022-08-14,True
P000423,Puma Dress,254.22,Fashion,Finally line want majority join character down.,https://images.unsplash.com/photo-1521335629791-ce4aec67dd47,Puma,SKU-000423,561287036376,2023-09-12,True
P000424,Random House Novel,40.59,Books,Answer heart someone buy hour modern population shake great.,https://picsum.photos/400/400,Random House,SKU-000424,207149053548,2022-10-29,True
P000425,Nivea Cream,75.02,Beauty,Expect occur machine of ever ability.,https://picsum.photos/400/400,Nivea,SKU-000425,764590177507,2022-09-06,True
P000426,Kenwood Knife Set,600.0,Home & Kitchen,Throw force hospital rate power store brother sense stage officer.,https://cdn-icons-png.flaticon.com/512/2972/2972165.png,Kenwood,SKU-000426,726139475230,2023-11-19,False
P000427,Instant Pot Lamp,600.0,Home & Kitchen,Wear until least career moment energy strategy scientist.,https://images.unsplash.com/photo-1600585154340-be6161a56a0c,Instant Pot,SKU-000427,406404888598,2023-04-26,True
