date,sku_id,location_id,stock_on_hand,stock_in_transit,reserved_stock
2024-03-21,P0007,L1,181,9,15
2024-03-21,P0008,L2,99,15,2
2024-03-21,P0009,L1,92,4,5
2024-03-21,P0010,L3,253,34,7
2024-03-21,P0011,L1,120,15,1
2024-03-21,P0012,L5,194,49,8
2024-03-21,P0013,L3,64,32,14
2024-03-21,P0014,L2,132,3,18
2024-03-21,P0015,L3,286,7,14
2024-03-21,P0016,L5,138,25,6
2024-03-21,P0017,L1,198,37,13
2024-03-21,P0018,L5,109,30,10
2024-03-21,P0019,L1,58,30,10
2024-03-21,P0020,L1,92,23,5
2024-03-21,P0021,L5,280,41,3
2024-03-21,P0022,L1,111,4,14
2024-03-21,P0023,L2,238,23,15
2024-03-21,P0024,L1,84,35,8
2024-03-21,P0025,L5,118,13,18
2024-03-21,P0026,L2,213,14,7
2024-03-21,P0027,L2,260,29,18
2024-03-21,P0028,L5,124,8,0
2024-03-21,P0029,L3,206,12,12
2024-03-21,P0030,L3,276,39,5
2024-03-21,P0031,L3,131,14,0
2024-03-21,P0032,L5,275,34,19
2024-03-21,P0033,L2,47,39,0
2024-03-21,P0034,L2,151,5,6
2024-03-21,P0035,L2,111,49,17
2024-03-21,P0036,L3,126,49,17
2024-03-21,P0037,L4,115,23,2
2024-03-21,P0038,L2,108,1,15
2024-03-21,P0039,L5,235,17,13
2024-03-21,P0040,L4,135,46,4
2024-03-21,P0041,L3,126,5,3
2024-03-21,P0042,L2,149,48,9
2024-03-21,P0043,L3,283,21,0
2024-03-21,P0044,L2,100,13,7
2024-03-21,P0045,L3,94,32,2
2024-03-21,P0046,L1,200,24,17
2024-03-21,P0047,L1,79,18,14
2024-03-21,P0048,L1,263,37,7
2024-03-21,P0049,L2,45,49,10
2024-03-22,P0000,L5,85,49,15
2024-03-22,P0001,L4,93,9,4
2024-03-22,P0002,L4,270,13,7
2024-03-22,P0003,L5,156,14,18
2024-03-22,P0004,L4,20,16,15
2024-03-22,P0005,L2,88,22,15
2024-03-22,P0006,L5,175,40,9
2024-03-22,P0007,L5,253,46,1
2024-03-22,P0008,L5,101,13,13
2024-03-22,P0009,L1,219,33,4
2024-03-22,P0010,L4,276,15,15
2024-03-22,P0011,L4,225,47,15
2024-03-22,P0012,L5,152,6,3
2024-03-22,P0013,L1,38,31,8
2024-03-22,P0014,L4,259,26,19
2024-03-22,P0015,L3,68,28,10
2024-03-22,P0016,L4,121,39,7
2024-03-22,P0017,L2,141,16,7
2024-03-22,P0018,L4,50,26,14
2024-03-22,P0019,L4,274,30,4
2024-03-22,P0020,L5,214,1,6
2024-03-22,P0021,L2,153,8,8
2024-03-22,P0022,L4,232,36,0
2024-03-22,P0023,L4,230,6,14
2024-03-22,P0024,L1,60,14,18
2024-03-22,P0025,L3,266,33,9
2024-03-22,P0026,L2,174,37,4
2024-03-22,P0027,L2,37,1,18
2024-03-22,P0028,L2,177,39,18
2024-03-22,P0029,L4,60,43,9
2024-03-22,P0030,L5,203,44,11
2024-03-22,P0031,L2,120,14,1
2024-03-22,P0032,L5,125,13,7
2024-03-22,P0033,L1,151,20,19
2024-03-22,P0034,L1,72,5,12
2024-03-22,P0035,L1,107,4,19
2024-03-22,P0036,L3,91,36,12
2024-03-22,P0037,L2,37,41,12
2024-03-22,P0038,L5,204,11,3
2024-03-22,P0039,L4,36,38,5
2024-03-22,P0040,L1,62,8,1
2024-03-22,P0041,L1,260,14,6
2024-03-22,P0042,L2,191,1,19
2024-03-22,P0043,L4,267,38,1
2024-03-22,P0044,L1,149,21,8
2024-03-22,P0045,L5,286,3,2
2024-03-22,P0046,L5,225,31,16
2024-03-22,P0047,L3,101,19,19
2024-03-22,P0048,L5,48,10,9
2024-03-22,P0049,L2,254,26,16
2024-03-23,P0000,L4,118,42,19
2024-03-23,P0001,L2,104,36,5
2024-03-23,P0002,L4,203,24,19
2024-03-23,P0003,L5,293,33,8
2024-03-23,P0004,L4,241,28,19
2024-03-23,P0005,L4,226,15,3
2024-03-23,P0006,L1,111,24,13
2024-03-23,P0007,L5,258,4,13
2024-03-23,P0008,L3,185,20,9
2024-03-23,P0009,L1,182,30,2
2024-03-23,P0010,L3,75,36,4
2024-03-23,P0011,L5,130,36,11
2024-03-23,P0012,L3,231,12,15
2024-03-23,P0013,L3,133,48,19
2024-03-23,P0014,L2,92,8,12
2024-03-23,P0015,L3,36,27,14
2024-03-23,P0016,L4,199,17,10
2024-03-23,P0017,L3,297,45,16
2024-03-23,P0018,L3,142,35,16
2024-03-23,P0019,L3,125,11,8
2024-03-23,P0020,L1,124,47,7
2024-03-23,P0021,L1,22,43,10
2024-03-23,P0022,L5,27,46,6
2024-03-23,P0023,L2,237,8,14
2024-03-23,P0024,L4,60,48,17
2024-03-23,P0025,L4,67,42,0
2024-03-23,P0026,L5,21,23,2
2024-03-23,P0027,L4,158,42,18
2024-03-23,P0028,L1,41,39,6
2024-03-23,P0029,L3,296,10,7
2024-03-23,P0030,L1,260,43,7
2024-03-23,P0031,L2,50,22,11
2024-03-23,P0032,L3,270,6,7
2024-03-23,P0033,L2,103,35,5
2024-03-23,P0034,L2,137,47,15
2024-03-23,P0035,L4,183,35,13
2024-03-23,P0036,L2,281,26,7
2024-03-23,P0037,L2,63,42,3
2024-03-23,P0038,L1,115,8,19
2024-03-23,P0039,L4,57,21,7
2024-03-23,P0040,L5,56,6,13
2024-03-23,P0041,L2,132,24,19
2024-03-23,P0042,L5,45,20,7
2024-03-23,P0043,L3,107,36,7
2024-03-23,P0044,L5,213,3,15
2024-03-23,P0045,L1,169,35,5
2024-03-23,P0046,L2,151,4,1
2024-03-23,P0047,L4,217,16,4
2024-03-23,P0048,L5,59,14,18
2024-03-23,P0049,L4,183,39,6
2024-03-24,P0000,L1,247,41,18
2024-03-24,P0001,L1,119,4,14
2024-03-24,P0002,L5,134,43,2
2024-03-24,P0003,L1,122,36,6
2024-03-24,P0004,L3,101,8,0
2024-03-24,P0005,L1,42,43,5
2024-03-24,P0006,L3,63,4,1
2024-03-24,P0007,L1,293,20,10
2024-03-24,P0008,L4,274,42,19
2024-03-24,P0009,L5,195,29,8
2024-03-24,P0010,L2,148,34,7
2024-03-24,P0011,L5,257,0,0
2024-03-24,P0012,L4,249,46,4
2024-03-24,P0013,L4,33,31,9
2024-03-24,P0014,L2,69,34,3
2024-03-24,P0015,L5,158,11,4
2024-03-24,P0016,L1,28,14,8
2024-03-24,P0017,L3,191,37,9
2024-03-24,P0018,L4,90,35,13
2024-03-24,P0019,L4,285,23,2
2024-03-24,P0020,L4,111,16,12
2024-03-24,P0021,L1,277,41,16
2024-03-24,P0022,L1,166,17,0
2024-03-24,P0023,L1,83,3,7
2024-03-24,P0024,L2,227,12,1
2024-03-24,P0025,L2,20,29,5
2024-03-24,P0026,L5,183,14,16
2024-03-24,P0027,L3,62,30,16
2024-03-24,P0028,L5,46,22,6
2024-03-24,P0029,L5,142,0,7
2024-03-24,P0030,L5,54,8,10
2024-03-24,P0031,L4,234,47,4
2024-03-24,P0032,L2,248,29,5
2024-03-24,P0033,L5,227,29,6
2024-03-24,P0034,L5,292,7,1
2024-03-24,P0035,L5,237,41,7
2024-03-24,P0036,L2,267,33,11
2024-03-24,P0037,L5,71,4,4
2024-03-24,P0038,L5,27,13,0
2024-03-24,P0039,L2,156,4,0
2024-03-24,P0040,L2,217,40,6
2024-03-24,P0041,L3,101,13,13
2024-03-24,P0042,L1,222,27,5
2024-03-24,P0043,L1,245,16,10
2024-03-24,P0044,L2,94,3,2
2024-03-24,P0045,L3,159,41,8
2024-03-24,P0046,L4,73,11,12
2024-03-24,P0047,L5,116,11,6
2024-03-24,P0048,L4,76,28,2
2024-03-24,P0049,L1,107,40,13
2024-03-25,P0000,L1,96,49,11
2024-03-25,P0001,L4,227,16,18
2024-03-25,P0002,L1,298,4,0
2024-03-25,P0003,L5,277,10,18
2024-03-25,P0004,L1,144,27,12
2024-03-25,P0005,L2,87,12,15
2024-03-25,P0006,L5,251,47,2
2024-03-25,P0007,L2,263,19,12
2024-03-25,P0008,L5,46,2,14
2024-03-25,P0009,L2,175,36,8
2024-03-25,P0010,L2,179,47,17
2024-03-25,P0011,L2,280,28,8
2024-03-25,P0012,L2,296,35,18
2024-03-25,P0013,L5,282,1,12
2024-03-25,P0014,L3,109,27,5
2024-03-25,P0015,L3,277,9,17
2024-03-25,P0016,L5,22,11,19
2024-03-25,P0017,L3,144,24,5
2024-03-25,P0018,L4,180,45,2
2024-03-25,P0019,L5,281,21,17
2024-03-25,P0020,L2,190,19,5
2024-03-25,P0021,L1,130,16,0
2024-03-25,P0022,L3,28,37,4
2024-03-25,P0023,L5,161,24,14
2024-03-25,P0024,L1,162,34,15
2024-03-25,P0025,L3,139,24,2
2024-03-25,P0026,L5,42,42,11
2024-03-25,P0027,L3,200,42,17
2024-03-25,P0028,L5,227,40,7
2024-03-25,P0029,L4,296,26,3
2024-03-25,P0030,L5,225,2,1
2024-03-25,P0031,L4,117,5,19
2024-03-25,P0032,L4,87,29,16
2024-03-25,P0033,L2,201,0,11
2024-03-25,P0034,L1,197,43,14
2024-03-25,P0035,L3,43,29,4
2024-03-25,P0036,L4,204,45,12
2024-03-25,P0037,L3,108,42,18
2024-03-25,P0038,L2,34,18,5
2024-03-25,P0039,L4,273,45,17
2024-03-25,P0040,L5,173,17,6
2024-03-25,P0041,L3,248,43,12
2024-03-25,P0042,L1,234,40,0
2024-03-25,P0043,L2,239,30,17
2024-03-25,P0044,L4,180,9,5
2024-03-25,P0045,L5,246,40,14
2024-03-25,P0046,L2,39,13,2
2024-03-25,P0047,L2,147,8,2
2024-03-25,P0048,L5,161,14,16
2024-03-25,P0049,L4,281,15,0
2024-03-26,P0000,L4,164,27,0
2024-03-26,P0001,L5,137,44,18
2024-03-26,P0002,L5,162,4,16
2024-03-26,P0003,L5,245,4,16
2024-03-26,P0004,L4,267,6,10
2024-03-26,P0005,L2,110,21,18
2024-03-26,P0006,L4,226,12,3
2024-03-26,P0007,L5,253,1,6
2024-03-26,P0008,L4,201,28,7
2024-03-26,P0009,L5,72,23,18
2024-03-26,P0010,L1,185,19,1
2024-03-26,P0011,L3,245,40,2
2024-03-26,P0012,L5,237,0,0
2024-03-26,P0013,L2,46,4,1
2024-03-26,P0014,L5,295,29,10
2024-03-26,P0015,L1,246,2,18
2024-03-26,P0016,L3,40,43,13
2024-03-26,P0017,L4,173,28,6
2024-03-26,P0018,L3,209,11,10
2024-03-26,P0019,L5,183,49,8
2024-03-26,P0020,L1,113,30,15
2024-03-26,P0021,L3,220,24,14
2024-03-26,P0022,L3,284,27,0
2024-03-26,P0023,L3,98,2,14
2024-03-26,P0024,L4,135,29,17
2024-03-26,P0025,L3,191,15,14
2024-03-26,P0026,L2,51,42,10
2024-03-26,P0027,L2,245,17,15
2024-03-26,P0028,L5,54,17,19
2024-03-26,P0029,L3,245,39,4
2024-03-26,P0030,L1,227,27,16
2024-03-26,P0031,L5,220,32,8
2024-03-26,P0032,L2,165,0,13
2024-03-26,P0033,L1,64,10,5
2024-03-26,P0034,L4,224,42,15
2024-03-26,P0035,L2,248,30,14
2024-03-26,P0036,L3,24,42,4
2024-03-26,P0037,L4,58,22,7
2024-03-26,P0038,L5,219,5,4
2024-03-26,P0039,L5,299,28,9
2024-03-26,P0040,L1,133,17,12
2024-03-26,P0041,L1,176,36,14
2024-03-26,P0042,L5,25,16,3
2024-03-26,P0043,L4,211,38,17
2024-03-26,P0044,L4,246,13,19
2024-03-26,P0045,L2,154,27,12
2024-03-26,P0046,L1,285,19,0
2024-03-26,P0047,L2,63,37,11
2024-03-26,P0048,L2,119,26,13
2024-03-26,P0049,L2,293,4,1
2024-03-27,P0000,L1,68,34,10
2024-03-27,P0001,L3,43,4,9
2024-03-27,P0002,L2,167,12,1
2024-03-27,P0003,L4,60,44,0
2024-03-27,P0004,L1,155,10,8
2024-03-27,P0005,L1,127,5,8
2024-03-27,P0006,L5,82,29,19
2024-03-27,P0007,L2,116,7,1
2024-03-27,P0008,L2,109,49,1
2024-03-27,P0009,L2,74,13,12
2024-03-27,P0010,L4,139,24,8
2024-03-27,P0011,L2,249,28,6
2024-03-27,P0012,L2,111,39,4
2024-03-27,P0013,L3,115,4,9
2024-03-27,P0014,L3,161,2,9
2024-03-27,P0015,L2,288,10,9
2024-03-27,P0016,L4,224,48,18
2024-03-27,P0017,L1,267,37,9
2024-03-27,P0018,L1,222,46,5
2024-03-27,P0019,L4,171,22,9
2024-03-27,P0020,L2,216,7,0
2024-03-27,P0021,L4,82,30,12
2024-03-27,P0022,L5,295,8,17
2024-03-27,P0023,L4,131,21,16
2024-03-27,P0024,L5,197,17,13
2024-03-27,P0025,L4,136,6,18
2024-03-27,P0026,L3,272,26,6
2024-03-27,P0027,L3,137,17,12
2024-03-27,P0028,L1,222,6,10
2024-03-27,P0029,L5,251,39,10
2024-03-27,P0030,L4,273,12,18
2024-03-27,P0031,L5,251,23,14
2024-03-27,P0032,L3,221,48,10
2024-03-27,P0033,L1,258,45,19
2024-03-27,P0034,L3,188,15,12
2024-03-27,P0035,L4,54,41,1
2024-03-27,P0036,L4,275,34,11
2024-03-27,P0037,L1,179,12,12
2024-03-27,P0038,L3,205,28,0
2024-03-27,P0039,L1,107,14,7
2024-03-27,P0040,L2,256,5,10
2024-03-27,P0041,L2,79,5,8
2024-03-27,P0042,L2,285,2,14
2024-03-27,P0043,L4,138,48,17
2024-03-27,P0044,L3,177,23,8
2024-03-27,P0045,L5,108,22,12
2024-03-27,P0046,L3,265,21,15
2024-03-27,P0047,L3,90,23,8
2024-03-27,P0048,L3,133,5,18
2024-03-27,P0049,L3,42,38,19
2024-03-28,P0000,L4,59,22,12
2024-03-28,P0001,L3,292,22,5
2024-03-28,P0002,L4,26,8,1
2024-03-28,P0003,L2,42,22,17
2024-03-28,P0004,L3,53,43,3
2024-03-28,P0005,L1,101,22,1
2024-03-28,P0006,L3,70,35,16
2024-03-28,P0007,L3,277,1,14
2024-03-28,P0008,L4,155,15,19
2024-03-28,P0009,L2,77,41,18
2024-03-28,P0010,L3,67,5,18
2024-03-28,P0011,L4,121,23,19
2024-03-28,P0012,L4,294,28,1
2024-03-28,P0013,L1,107,48,15
2024-03-28,P0014,L5,225,8,3
2024-03-28,P0015,L3,58,44,2
2024-03-28,P0016,L4,241,2,8
2024-03-28,P0017,L4,218,19,10
2024-03-28,P0018,L1,112,19,8
2024-03-28,P0019,L1,148,17,11
2024-03-28,P0020,L3,123,33,7
2024-03-28,P0021,L1,44,16,12
2024-03-28,P0022,L3,181,33,9
2024-03-28,P0023,L3,143,40,18
2024-03-28,P0024,L2,159,15,11
2024-03-28,P0025,L3,223,48,7
2024-03-28,P0026,L2,115,47,0
2024-03-28,P0027,L3,136,36,18
2024-03-28,P0028,L4,168,36,3
2024-03-28,P0029,L2,178,29,19
2024-03-28,P0030,L4,28,16,18
2024-03-28,P0031,L3,100,13,15
2024-03-28,P0032,L5,169,47,0
2024-03-28,P0033,L1,178,10,6
2024-03-28,P0034,L3,79,14,8
2024-03-28,P0035,L3,132,33,16
2024-03-28,P0036,L5,197,15,11
2024-03-28,P0037,L2,277,32,0
2024-03-28,P0038,L3,155,16,8
2024-03-28,P0039,L5,71,19,6
2024-03-28,P0040,L2,78,19,2
2024-03-28,P0041,L5,61,37,8
2024-03-28,P0042,L5,166,32,3
2024-03-28,P0043,L1,256,3,7
2024-03-28,P0044,L3,172,49,14
2024-03-28,P0045,L1,24,7,3
2024-03-28,P0046,L1,269,30,13
2024-03-28,P0047,L1,219,35,7
2024-03-28,P0048,L4,225,22,19
2024-03-28,P0049,L5,89,0,8
2024-03-29,P0000,L4,232,49,4
2024-03-29,P0001,L3,50,23,3
2024-03-29,P0002,L1,275,39,18
2024-03-29,P0003,L4,212,26,7
2024-03-29,P0004,L3,230,14,1
2024-03-29,P0005,L1,162,46,10
2024-03-29,P0006,L5,212,32,17
2024-03-29,P0007,L5,250,38,17
2024-03-29,P0008,L1,288,5,18
2024-03-29,P0009,L2,206,13,18
2024-03-29,P0010,L5,211,7,1
2024-03-29,P0011,L1,65,4,0
2024-03-29,P0012,L3,118,44,2
2024-03-29,P0013,L2,38,46,2
2024-03-29,P0014,L5,111,14,11
2024-03-29,P0015,L4,178,26,17
2024-03-29,P0016,L5,295,38,19
2024-03-29,P0017,L1,105,11,7
2024-03-29,P0018,L1,155,3,17
2024-03-29,P0019,L1,51,7,6
2024-03-29,P0020,L2,242,34,12
2024-03-29,P0021,L4,231,45,6
2024-03-29,P0022,L2,226,27,9
2024-03-29,P0023,L3,181,27,4
2024-03-29,P0024,L5,237,22,14
2024-03-29,P0025,L4,191,47,13
2024-03-29,P0026,L3,20,46,9
2024-03-29,P0027,L5,253,15,9
2024-03-29,P0028,L5,219,22,19
2024-03-29,P0029,L5,290,28,11
2024-03-29,P0030,L4,119,12,4
2024-03-29,P0031,L2,111,30,12
2024-03-29,P0032,L4,126,29,9
2024-03-29,P0033,L1,155,14,0
2024-03-29,P0034,L5,116,4,5
2024-03-29,P0035,L4,55,2,19
2024-03-29,P0036,L3,231,7,10
2024-03-29,P0037,L2,113,46,17
2024-03-29,P0038,L2,107,27,0
2024-03-29,P0039,L4,106,46,6
2024-03-29,P0040,L4,100,10,19
2024-03-29,P0041,L3,132,21,9
2024-03-29,P0042,L4,123,41,4
2024-03-29,P0043,L4,179,24,12
2024-03-29,P0044,L2,73,49,7
2024-03-29,P0045,L2,166,37,15
2024-03-29,P0046,L2,221,24,3
2024-03-29,P0047,L5,74,49,7
2024-03-29,P0048,L5,264,37,8
2024-03-29,P0049,L2,278,47,15
2024-03-30,P0000,L4,81,10,10
2024-03-30,P0001,L2,142,28,12
2024-03-30,P0002,L3,196,8,0
2024-03-30,P0003,L4,158,47,8
2024-03-30,P0004,L1,222,23,1
2024-03-30,P0005,L1,67,47,14
2024-03-30,P0006,L2,185,42,3
2024-03-30,P0007,L2,93,2,19
2024-03-30,P0008,L2,253,23,7
2024-03-30,P0009,L3,222,25,12
2024-03-30,P0010,L4,184,32,10
2024-03-30,P0011,L1,153,2,13
2024-03-30,P0012,L3,45,37,12
2024-03-30,P0013,L4,103,39,0
2024-03-30,P0014,L3,24,18,1
2024-03-30,P0015,L5,91,3,12
2024-03-30,P0016,L3,209,33,3
2024-03-30,P0017,L4,148,32,14
2024-03-30,P0018,L3,67,45,10
2024-03-30,P0019,L3,175,6,12
2024-03-30,P0020,L1,52,20,11
2024-03-30,P0021,L5,204,5,7
2024-03-30,P0022,L2,29,39,14
2024-03-30,P0023,L4,235,40,15
2024-03-30,P0024,L2,29,49,1
2024-03-30,P0025,L2,192,43,4
2024-03-30,P0026,L3,120,47,5
2024-03-30,P0027,L3,201,13,1
2024-03-30,P0028,L3,76,16,6
2024-03-30,P0029,L2,101,41,13
2024-03-30,P0030,L3,82,10,4
2024-03-30,P0031,L2,287,12,6
2024-03-30,P0032,L2,280,7,11
2024-03-30,P0033,L3,192,7,0
2024-03-30,P0034,L4,54,38,9
2024-03-30,P0035,L2,165,41,6
2024-03-30,P0036,L1,120,28,16
2024-03-30,P0037,L3,196,10,13
2024-03-30,P0038,L2,65,46,16
2024-03-30,P0039,L4,38,22,11
2024-03-30,P0040,L3,72,2,7
2024-03-30,P0041,L1,247,48,11
2024-03-30,P0042,L1,182,35,9
2024-03-30,P0043,L4,297,6,12
2024-03-30,P0044,L4,224,39,0
2024-03-30,P0045,L1,255,29,7
2024-03-30,P0046,L1,293,39,3
2024-03-30,P0047,L3,28,13,7
2024-03-30,P0048,L1,214,19,2
2024-03-30,P0049,L2,59,37,5
2024-03-31,P0000,L4,237,8,18
2024-03-31,P0001,L5,52,24,1
2024-03-31,P0002,L5,123,49,3
2024-03-31,P0003,L3,259,35,18
2024-03-31,P0004,L3,215,11,0
2024-03-31,P0005,L4,138,31,7
2024-03-31,P0006,L5,152,8,4
2024-03-31,P0007,L1,261,31,10
2024-03-31,P0008,L4,170,42,19
2024-03-31,P0009,L4,279,43,5
2024-03-31,P0010,L4,287,38,17
2024-03-31,P0011,L5,24,41,18
2024-03-31,P0012,L4,172,48,16
2024-03-31,P0013,L1,92,4,7
2024-03-31,P0014,L5,248,19,12
2024-03-31,P0015,L3,265,1,9
2024-03-31,P0016,L5,29,19,18
2024-03-31,P0017,L2,257,20,16
2024-03-31,P0018,L3,229,27,15
2024-03-31,P0019,L4,33,14,18
2024-03-31,P0020,L2,20,16,6
2024-03-31,P0021,L4,299,41,10
2024-03-31,P0022,L5,163,39,11
2024-03-31,P0023,L2,154,8,2
2024-03-31,P0024,L5,213,28,14
2024-03-31,P0025,L5,156,17,1
2024-03-31,P0026,L5,247,17,6
2024-03-31,P0027,L2,287,9,18
2024-03-31,P0028,L1,140,5,16
2024-03-31,P0029,L2,288,20,18
2024-03-31,P0030,L2,153,36,15
2024-03-31,P0031,L2,182,20,3
2024-03-31,P0032,L2,91,19,10
2024-03-31,P0033,L4,257,14,11
2024-03-31,P0034,L3,227,4,18
2024-03-31,P0035,L2,183,26,5
2024-03-31,P0036,L5,263,22,16
2024-03-31,P0037,L1,210,1,7
2024-03-31,P0038,L1,225,28,1
2024-03-31,P0039,L3,264,6,16
2024-03-31,P0040,L3,237,10,4
2024-03-31,P0041,L2,276,49,15
2024-03-31,P0042,L4,24,14,19
2024-03-31,P0043,L5,242,2,1
2024-03-31,P0044,L5,141,37,9
2024-03-31,P0045,L2,50,28,3
2024-03-31,P0046,L2,141,17,6
2024-03-31,P0047,L2,253,44,2
2024-03-31,P0048,L2,152,31,6
2024-03-31,P0049,L3,155,35,9
2024-04-01,P0000,L4,95,0,17
2024-04-01,P0001,L4,274,1,18
2024-04-01,P0002,L5,180,29,9
2024-04-01,P0003,L5,161,17,17
2024-04-01,P0004,L3,142,3,11
2024-04-01,P0005,L2,24,37,0
2024-04-01,P0006,L4,128,34,9
2024-04-01,P0007,L2,49,29,6
2024-04-01,P0008,L2,114,32,2
2024-04-01,P0009,L2,230,7,18
2024-04-01,P0010,L2,291,7,5
2024-04-01,P0011,L2,29,17,0
2024-04-01,P0012,L1,289,12,18
2024-04-01,P0013,L1,206,41,4
2024-04-01,P0014,L5,198,48,13
2024-04-01,P0015,L5,277,29,3
2024-04-01,P0016,L5,129,25,6
2024-04-01,P0017,L2,275,24,16
2024-04-01,P0018,L4,213,47,16
2024-04-01,P0019,L2,65,29,10
2024-04-01,P0020,L4,216,34,16
2024-04-01,P0021,L5,210,6,0
2024-04-01,P0022,L1,256,48,15
2024-04-01,P0023,L3,271,36,13
2024-04-01,P0024,L3,108,12,6
2024-04-01,P0025,L1,243,13,7
2024-04-01,P0026,L5,215,48,4
2024-04-01,P0027,L2,234,18,2
2024-04-01,P0028,L5,280,23,8
2024-04-01,P0029,L2,140,21,12
2024-04-01,P0030,L3,242,7,9
2024-04-01,P0031,L4,290,29,17
2024-04-01,P0032,L1,196,22,17
2024-04-01,P0033,L2,76,13,19
2024-04-01,P0034,L2,45,31,19
2024-04-01,P0035,L5,95,28,18
2024-04-01,P0036,L4,244,32,15
2024-04-01,P0037,L5,91,26,13
2024-04-01,P0038,L2,235,15,6
2024-04-01,P0039,L3,147,20,1
2024-04-01,P0040,L4,200,21,8
2024-04-01,P0041,L1,224,13,14
2024-04-01,P0042,L5,173,19,3
2024-04-01,P0043,L4,293,47,13
2024-04-01,P0044,L5,155,29,3
2024-04-01,P0045,L3,232,17,17
2024-04-01,P0046,L1,41,33,6
2024-04-01,P0047,L1,226,7,7
2024-04-01,P0048,L4,94,17,8
2024-04-01,P0049,L2,153,6,16
2024-04-02,P0000,L5,174,43,17
2024-04-02,P0001,L2,134,16,19
2024-04-02,P0002,L1,204,47,11
2024-04-02,P0003,L1,143,44,8
2024-04-02,P0004,L1,115,14,0
2024-04-02,P0005,L5,33,12,17
2024-04-02,P0006,L3,199,15,10
2024-04-02,P0007,L4,57,8,13
2024-04-02,P0008,L2,205,44,7
2024-04-02,P0009,L1,244,24,7
2024-04-02,P0010,L5,186,4,15
2024-04-02,P0011,L5,215,24,15
2024-04-02,P0012,L5,284,47,11
2024-04-02,P0013,L1,135,39,15
2024-04-02,P0014,L1,248,33,3
2024-04-02,P0015,L2,210,20,18
2024-04-02,P0016,L5,114,43,19
2024-04-02,P0017,L1,261,31,11
2024-04-02,P0018,L5,151,20,8
2024-04-02,P0019,L5,250,37,18
2024-04-02,P0020,L4,81,2,15
2024-04-02,P0021,L5,167,3,6
2024-04-02,P0022,L4,161,27,13
2024-04-02,P0023,L3,201,11,16
2024-04-02,P0024,L3,201,16,0
2024-04-02,P0025,L5,188,5,12
2024-04-02,P0026,L1,214,6,12
2024-04-02,P0027,L2,46,40,6
2024-04-02,P0028,L1,279,16,11
2024-04-02,P0029,L5,190,48,11
2024-04-02,P0030,L4,199,19,13
2024-04-02,P0031,L1,212,38,11
2024-04-02,P0032,L1,139,2,2
2024-04-02,P0033,L2,249,20,7
2024-04-02,P0034,L5,107,21,11
2024-04-02,P0035,L3,287,15,9
2024-04-02,P0036,L3,97,32,17
2024-04-02,P0037,L1,95,42,15
2024-04-02,P0038,L4,117,13,7
2024-04-02,P0039,L5,35,39,16
2024-04-02,P0040,L5,135,2,18
2024-04-02,P0041,L4,36,40,14
2024-04-02,P0042,L1,183,29,13
2024-04-02,P0043,L3,95,23,2
2024-04-02,P0044,L5,81,13,12
2024-04-02,P0045,L4,83,43,0
2024-04-02,P0046,L2,134,43,2
2024-04-02,P0047,L3,92,0,16
2024-04-02,P0048,L5,149,25,15
2024-04-02,P0049,L3,130,25,5
2024-04-03,P0000,L3,165,7,6
2024-04-03,P0001,L2,257,42,1
2024-04-03,P0002,L1,260,35,5
2024-04-03,P0003,L3,180,34,15
2024-04-03,P0004,L4,36,8,19
2024-04-03,P0005,L1,57,49,8
2024-04-03,P0006,L2,232,22,7
2024-04-03,P0007,L2,122,34,18
2024-04-03,P0008,L3,299,34,9
2024-04-03,P0009,L2,121,2,13
2024-04-03,P0010,L4,72,45,8
2024-04-03,P0011,L3,136,14,2
2024-04-03,P0012,L5,226,45,15
2024-04-03,P0013,L2,200,33,11
2024-04-03,P0014,L1,33,46,3
2024-04-03,P0015,L3,113,31,4
2024-04-03,P0016,L3,284,43,17
2024-04-03,P0017,L4,55,6,4
2024-04-03,P0018,L4,211,0,7
2024-04-03,P0019,L5,200,40,17
2024-04-03,P0020,L3,31,31,16
2024-04-03,P0021,L3,263,21,14
2024-04-03,P0022,L3,273,40,0
2024-04-03,P0023,L3,188,46,3
2024-04-03,P0024,L2,110,47,12
2024-04-03,P0025,L2,231,22,1
2024-04-03,P0026,L4,95,19,9
2024-04-03,P0027,L5,251,11,13
2024-04-03,P0028,L4,264,2,0
2024-04-03,P0029,L2,134,24,14
2024-04-03,P0030,L5,299,12,9
2024-04-03,P0031,L2,283,28,17
2024-04-03,P0032,L4,73,43,7
2024-04-03,P0033,L3,116,11,0
2024-04-03,P0034,L1,146,9,1
2024-04-03,P0035,L1,282,17,9
2024-04-03,P0036,L2,218,14,18
2024-04-03,P0037,L1,36,36,3
2024-04-03,P0038,L5,261,36,3
2024-04-03,P0039,L3,232,21,16
2024-04-03,P0040,L3,190,12,11
2024-04-03,P0041,L2,38,46,12
2024-04-03,P0042,L1,87,9,16
2024-04-03,P0043,L5,123,40,16
2024-04-03,P0044,L3,274,5,2
2024-04-03,P0045,L2,269,39,14
2024-04-03,P0046,L1,30,4,1
2024-04-03,P0047,L4,148,35,12
2024-04-03,P0048,L4,83,22,6
2024-04-03,P0049,L3,93,7,3
2024-04-04,P0000,L2,220,10,13
2024-04-04,P0001,L2,253,23,11
2024-04-04,P0002,L5,291,4,16
2024-04-04,P0003,L1,82,21,2
2024-04-04,P0004,L5,259,9,17
