date,sku_id,location_id,stock_on_hand,stock_in_transit,reserved_stock,safety_stock
2024-09-06,SKU1032,LOC3,145.0,3,1,8
2024-09-07,SKU1032,LOC3,145.0,5,3,8
2024-09-08,SKU1032,LOC3,143.0,7,2,8
2024-09-09,SKU1032,LOC3,252.0,7,0,8
2024-09-10,SKU1032,LOC3,62.0,5,2,8
2024-09-11,SKU1032,LOC3,2.0,1,2,8
2024-09-12,SKU1032,LOC3,0.0,9,6,8
2024-09-13,SKU1032,LOC3,0.0,8,2,8
2024-09-14,SKU1032,LOC3,0.0,3,2,8
2024-09-15,SKU1032,LOC3,0.0,2,2,8
2024-09-16,SKU1032,LOC3,0.0,2,2,8
2024-09-17,SKU1032,LOC3,0.0,3,2,8
2024-09-18,SKU1032,LOC3,0.0,2,1,8
2024-09-19,SKU1032,LOC3,0.0,9,0,8
2024-09-20,SKU1032,LOC3,0.0,3,2,8
2024-09-21,SKU1032,LOC3,0.0,4,2,8
2024-09-22,SKU1032,LOC3,0.0,7,1,8
2024-09-23,SKU1032,LOC3,0.0,9,3,8
2024-09-24,SKU1032,LOC3,0.0,4,1,8
2024-09-25,SKU1032,LOC3,0.0,4,4,8
2024-09-26,SKU1032,LOC3,0.0,3,1,8
2024-09-27,SKU1032,LOC3,0.0,5,1,8
2024-09-28,SKU1032,LOC3,0.0,5,3,8
2024-09-29,SKU1032,LOC3,0.0,6,3,8
2024-09-30,SKU1032,LOC3,0.0,6,0,8
2024-10-01,SKU1032,LOC3,0.0,3,1,8
2024-10-02,SKU1032,LOC3,176.0,5,3,8
2024-10-03,SKU1032,LOC3,50.0,4,1,8
2024-10-04,SKU1032,LOC3,49.0,2,3,8
2024-10-05,SKU1032,LOC3,49.0,6,5,8
2024-10-06,SKU1032,LOC3,46.0,6,2,8
2024-10-07,SKU1032,LOC3,43.0,8,3,8
2024-10-08,SKU1032,LOC3,43.0,5,1,8
2024-10-09,SKU1032,LOC3,42.0,2,6,8
2024-10-10,SKU1032,LOC3,38.0,7,3,8
2024-10-11,SKU1032,LOC3,34.0,3,4,8
2024-10-12,SKU1032,LOC3,33.0,2,1,8
2024-10-13,SKU1032,LOC3,30.0,6,2,8
2024-10-14,SKU1032,LOC3,29.0,10,3,8
2024-10-15,SKU1032,LOC3,25.0,7,2,8
2024-10-16,SKU1032,LOC3,24.0,4,3,8
2024-10-17,SKU1032,LOC3,4.0,5,3,8
2024-10-18,SKU1032,LOC3,3.0,11,4,8
2024-10-19,SKU1032,LOC3,1.0,2,3,8
2024-10-20,SKU1032,LOC3,0.0,5,2,8
2024-10-21,SKU1032,LOC3,0.0,2,2,8
2024-10-22,SKU1032,LOC3,0.0,4,0,8
2024-10-23,SKU1032,LOC3,0.0,5,3,8
2024-10-24,SKU1032,LOC3,0.0,4,2,8
2024-10-25,SKU1032,LOC3,0.0,2,2,8
2024-10-26,SKU1032,LOC3,0.0,4,4,8
2024-10-27,SKU1032,LOC3,0.0,4,2,8
2024-10-28,SKU1032,LOC3,0.0,2,2,8
2024-10-29,SKU1032,LOC3,0.0,2,0,8
2024-10-30,SKU1032,LOC3,0.0,7,1,8
2024-10-31,SKU1032,LOC3,0.0,5,1,8
2024-11-01,SKU1032,LOC3,0.0,2,1,8
2024-11-02,SKU1032,LOC3,0.0,6,3,8
2024-11-03,SKU1032,LOC3,0.0,3,3,8
2024-11-04,SKU1032,LOC3,0.0,3,2,8
2024-11-05,SKU1032,LOC3,0.0,1,1,8
2024-11-06,SKU1032,LOC3,0.0,4,2,8
2024-11-07,SKU1032,LOC3,0.0,3,1,8
2024-11-08,SKU1032,LOC3,0.0,6,1,8
2024-11-09,SKU1032,LOC3,0.0,8,1,8
2024-11-10,SKU1032,LOC3,0.0,7,2,8
2024-11-11,SKU1032,LOC3,0.0,2,2,8
2024-11-12,SKU1032,LOC3,0.0,6,2,8
2024-11-13,SKU1032,LOC3,0.0,6,2,8
2024-11-14,SKU1032,LOC3,0.0,3,3,8
2024-11-15,SKU1032,LOC3,0.0,3,5,8
2024-11-16,SKU1032,LOC3,0.0,7,4,8
2024-11-17,SKU1032,LOC3,0.0,4,3,8
2024-11-18,SKU1032,LOC3,0.0,2,3,8
2024-11-19,SKU1032,LOC3,0.0,3,2,8
2024-11-20,SKU1032,LOC3,0.0,9,2,8
2024-11-21,SKU1032,LOC3,0.0,2,4,8
2024-11-22,SKU1032,LOC3,0.0,5,2,8
2024-11-23,SKU1032,LOC3,0.0,6,2,8
2024-11-24,SKU1032,LOC3,0.0,6,3,8
2024-11-25,SKU1032,LOC3,0.0,5,3,8
2024-11-26,SKU1032,LOC3,0.0,6,3,8
2024-11-27,SKU1032,LOC3,0.0,1,3,8
2024-11-28,SKU1032,LOC3,0.0,7,2,8
2024-11-29,SKU1032,LOC3,0.0,3,2,8
2024-11-30,SKU1032,LOC3,0.0,5,2,8
2024-12-01,SKU1032,LOC3,0.0,6,0,8
2024-12-02,SKU1032,LOC3,0.0,5,3,8
2024-12-03,SKU1032,LOC3,0.0,6,2,8
2024-12-04,SKU1032,LOC3,0.0,4,2,8
2024-12-05,SKU1032,LOC3,0.0,4,5,8
2024-12-06,SKU1032,LOC3,0.0,1,3,8
2024-12-07,SKU1032,LOC3,0.0,9,5,8
2024-12-08,SKU1032,LOC3,0.0,7,1,8
2024-12-09,SKU1032,LOC3,0.0,1,1,8
2024-12-10,SKU1032,LOC3,0.0,4,2,8
2024-12-11,SKU1032,LOC3,0.0,7,2,8
2024-12-12,SKU1032,LOC3,0.0,3,1,8
2024-12-13,SKU1032,LOC3,0.0,10,3,8
2024-12-14,SKU1032,LOC3,0.0,4,1,8
2024-12-15,SKU1032,LOC3,0.0,4,1,8
2024-12-16,SKU1032,LOC3,0.0,1,1,8
2024-12-17,SKU1032,LOC3,0.0,4,5,8
2024-12-18,SKU1032,LOC3,0.0,5,3,8
2024-12-19,SKU1032,LOC3,0.0,4,1,8
2024-12-20,SKU1032,LOC3,0.0,3,5,8
2024-12-21,SKU1032,LOC3,0.0,4,2,8
2024-12-22,SKU1032,LOC3,0.0,7,1,8
2024-12-23,SKU1032,LOC3,0.0,6,3,8
2024-12-24,SKU1032,LOC3,0.0,6,1,8
2024-12-25,SKU1032,LOC3,0.0,6,3,8
2024-12-26,SKU1032,LOC3,0.0,7,1,8
2024-12-27,SKU1032,LOC3,0.0,4,2,8
2024-12-28,SKU1032,LOC3,0.0,2,0,8
2024-12-29,SKU1032,LOC3,0.0,6,2,8
2024-12-30,SKU1032,LOC3,0.0,4,2,8
2024-01-01,SKU1032,LOC4,98.0,4,3,8
2024-01-02,SKU1032,LOC4,98.0,4,3,8
2024-01-03,SKU1032,LOC4,97.0,3,2,8
2024-01-04,SKU1032,LOC4,96.0,5,1,8
2024-01-05,SKU1032,LOC4,95.0,5,2,8
2024-01-06,SKU1032,LOC4,92.0,4,3,8
2024-01-07,SKU1032,LOC4,89.0,8,3,8
2024-01-08,SKU1032,LOC4,88.0,5,1,8
2024-01-09,SKU1032,LOC4,87.0,6,0,8
2024-01-10,SKU1032,LOC4,85.0,5,2,8
2024-01-11,SKU1032,LOC4,83.0,3,2,8
2024-01-12,SKU1032,LOC4,82.0,7,0,8
2024-01-13,SKU1032,LOC4,81.0,5,4,8
2024-01-14,SKU1032,LOC4,80.0,6,4,8
2024-01-15,SKU1032,LOC4,10.0,6,1,8
2024-01-16,SKU1032,LOC4,9.0,9,2,8
2024-01-17,SKU1032,LOC4,7.0,6,1,8
2024-01-18,SKU1032,LOC4,5.0,6,0,8
2024-01-19,SKU1032,LOC4,4.0,3,3,8
2024-01-20,SKU1032,LOC4,4.0,8,0,8
2024-01-21,SKU1032,LOC4,4.0,9,0,8
2024-01-22,SKU1032,LOC4,1.0,3,1,8
2024-01-23,SKU1032,LOC4,0.0,6,1,8
2024-01-24,SKU1032,LOC4,0.0,8,5,8
2024-01-25,SKU1032,LOC4,0.0,5,3,8
2024-01-26,SKU1032,LOC4,0.0,7,1,8
2024-01-27,SKU1032,LOC4,0.0,6,4,8
2024-01-28,SKU1032,LOC4,0.0,5,3,8
2024-01-29,SKU1032,LOC4,0.0,4,4,8
2024-01-30,SKU1032,LOC4,0.0,1,1,8
2024-01-31,SKU1032,LOC4,0.0,3,1,8
2024-02-01,SKU1032,LOC4,0.0,2,2,8
2024-02-02,SKU1032,LOC4,0.0,5,0,8
2024-02-03,SKU1032,LOC4,0.0,5,0,8
2024-02-04,SKU1032,LOC4,0.0,3,2,8
2024-02-05,SKU1032,LOC4,0.0,7,2,8
2024-02-06,SKU1032,LOC4,0.0,5,3,8
2024-02-07,SKU1032,LOC4,0.0,4,3,8
2024-02-08,SKU1032,LOC4,0.0,2,0,8
2024-02-09,SKU1032,LOC4,0.0,7,0,8
2024-02-10,SKU1032,LOC4,0.0,3,2,8
2024-02-11,SKU1032,LOC4,0.0,9,3,8
2024-02-12,SKU1032,LOC4,0.0,3,3,8
2024-02-13,SKU1032,LOC4,0.0,6,2,8
2024-02-14,SKU1032,LOC4,0.0,6,3,8
2024-02-15,SKU1032,LOC4,0.0,9,0,8
2024-02-16,SKU1032,LOC4,0.0,12,3,8
2024-02-17,SKU1032,LOC4,0.0,7,4,8
2024-02-18,SKU1032,LOC4,0.0,3,5,8
2024-02-19,SKU1032,LOC4,0.0,8,3,8
2024-02-20,SKU1032,LOC4,0.0,4,1,8
2024-02-21,SKU1032,LOC4,0.0,9,2,8
2024-02-22,SKU1032,LOC4,0.0,5,4,8
2024-02-23,SKU1032,LOC4,0.0,2,2,8
2024-02-24,SKU1032,LOC4,0.0,4,1,8
2024-02-25,SKU1032,LOC4,0.0,4,3,8
2024-02-26,SKU1032,LOC4,0.0,3,1,8
2024-02-27,SKU1032,LOC4,0.0,8,1,8
2024-02-28,SKU1032,LOC4,0.0,1,4,8
2024-02-29,SKU1032,LOC4,0.0,4,4,8
2024-03-01,SKU1032,LOC4,0.0,7,0,8
2024-03-02,SKU1032,LOC4,0.0,3,0,8
2024-03-03,SKU1032,LOC4,0.0,10,1,8
2024-03-04,SKU1032,LOC4,0.0,5,3,8
2024-03-05,SKU1032,LOC4,0.0,6,3,8
2024-03-06,SKU1032,LOC4,0.0,6,1,8
2024-03-07,SKU1032,LOC4,0.0,4,4,8
2024-03-08,SKU1032,LOC4,0.0,1,2,8
2024-03-09,SKU1032,LOC4,0.0,6,3,8
2024-03-10,SKU1032,LOC4,0.0,5,3,8
2024-03-11,SKU1032,LOC4,0.0,5,0,8
2024-03-12,SKU1032,LOC4,0.0,5,2,8
2024-03-13,SKU1032,LOC4,0.0,2,2,8
2024-03-14,SKU1032,LOC4,0.0,7,3,8
2024-03-15,SKU1032,LOC4,0.0,6,2,8
2024-03-16,SKU1032,LOC4,0.0,7,3,8
2024-03-17,SKU1032,LOC4,0.0,11,2,8
2024-03-18,SKU1032,LOC4,0.0,3,0,8
2024-03-19,SKU1032,LOC4,0.0,5,3,8
2024-03-20,SKU1032,LOC4,0.0,6,1,8
2024-03-21,SKU1032,LOC4,0.0,5,1,8
2024-03-22,SKU1032,LOC4,0.0,5,3,8
2024-03-23,SKU1032,LOC4,0.0,2,4,8
2024-03-24,SKU1032,LOC4,0.0,8,3,8
2024-03-25,SKU1032,LOC4,0.0,6,2,8
2024-03-26,SKU1032,LOC4,0.0,5,4,8
2024-03-27,SKU1032,LOC4,0.0,7,2,8
2024-03-28,SKU1032,LOC4,0.0,2,3,8
2024-03-29,SKU1032,LOC4,0.0,5,4,8
2024-03-30,SKU1032,LOC4,0.0,5,3,8
2024-03-31,SKU1032,LOC4,0.0,5,2,8
2024-04-01,SKU1032,LOC4,0.0,6,0,8
2024-04-02,SKU1032,LOC4,0.0,3,4,8
2024-04-03,SKU1032,LOC4,0.0,6,3,8
2024-04-04,SKU1032,LOC4,0.0,6,4,8
2024-04-05,SKU1032,LOC4,0.0,4,1,8
2024-04-06,SKU1032,LOC4,0.0,4,3,8
2024-04-07,SKU1032,LOC4,453.0,6,2,8
2024-04-08,SKU1032,LOC4,449.0,7,1,8
2024-04-09,SKU1032,LOC4,448.0,11,3,8
2024-04-10,SKU1032,LOC4,446.0,2,2,8
2024-04-11,SKU1032,LOC4,443.0,3,2,8
2024-04-12,SKU1032,LOC4,442.0,5,3,8
2024-04-13,SKU1032,LOC4,441.0,9,4,8
2024-04-14,SKU1032,LOC4,439.0,6,0,8
2024-04-15,SKU1032,LOC4,90.0,5,2,8
2024-04-16,SKU1032,LOC4,90.0,6,5,8
2024-04-17,SKU1032,LOC4,89.0,4,5,8
2024-04-18,SKU1032,LOC4,88.0,4,3,8
2024-04-19,SKU1032,LOC4,9.0,5,0,8
2024-04-20,SKU1032,LOC4,7.0,6,1,8
2024-04-21,SKU1032,LOC4,3.0,8,1,8
2024-04-22,SKU1032,LOC4,0.0,4,4,8
2024-04-23,SKU1032,LOC4,0.0,6,2,8
2024-04-24,SKU1032,LOC4,21.0,7,0,8
2024-04-25,SKU1032,LOC4,18.0,3,2,8
2024-04-26,SKU1032,LOC4,17.0,3,1,8
2024-04-27,SKU1032,LOC4,15.0,5,2,8
2024-04-28,SKU1032,LOC4,15.0,6,1,8
2024-04-29,SKU1032,LOC4,12.0,6,2,8
2024-04-30,SKU1032,LOC4,12.0,8,4,8
2024-05-01,SKU1032,LOC4,12.0,6,1,8
2024-05-02,SKU1032,LOC4,10.0,6,5,8
2024-05-03,SKU1032,LOC4,6.0,8,0,8
2024-05-04,SKU1032,LOC4,5.0,6,2,8
2024-05-05,SKU1032,LOC4,1.0,6,5,8
2024-05-06,SKU1032,LOC4,69.0,2,2,8
2024-05-07,SKU1032,LOC4,68.0,6,3,8
2024-05-08,SKU1032,LOC4,66.0,7,4,8
2024-05-09,SKU1032,LOC4,65.0,3,1,8
2024-05-10,SKU1032,LOC4,63.0,8,2,8
2024-05-11,SKU1032,LOC4,62.0,2,2,8
2024-05-12,SKU1032,LOC4,61.0,6,4,8
2024-05-13,SKU1032,LOC4,61.0,4,0,8
2024-05-14,SKU1032,LOC4,60.0,4,3,8
2024-05-15,SKU1032,LOC4,58.0,6,3,8
2024-05-16,SKU1032,LOC4,57.0,3,3,8
2024-05-17,SKU1032,LOC4,56.0,6,1,8
2024-05-18,SKU1032,LOC4,55.0,6,0,8
2024-05-19,SKU1032,LOC4,55.0,6,1,8
2024-05-20,SKU1032,LOC4,55.0,8,4,8
2024-05-21,SKU1032,LOC4,53.0,6,5,8
2024-05-22,SKU1032,LOC4,53.0,4,2,8
2024-05-23,SKU1032,LOC4,50.0,6,5,8
2024-05-24,SKU1032,LOC4,49.0,4,0,8
2024-05-25,SKU1032,LOC4,43.0,4,2,8
2024-05-26,SKU1032,LOC4,41.0,9,2,8
2024-05-27,SKU1032,LOC4,39.0,2,1,8
2024-05-28,SKU1032,LOC4,38.0,1,1,8
2024-05-29,SKU1032,LOC4,,3,3,8
2024-05-30,SKU1032,LOC4,35.0,8,4,8
2024-05-31,SKU1032,LOC4,34.0,4,2,8
2024-06-01,SKU1032,LOC4,32.0,3,2,8
2024-06-02,SKU1032,LOC4,30.0,6,1,8
2024-06-03,SKU1032,LOC4,28.0,6,2,8
2024-06-04,SKU1032,LOC4,25.0,3,1,8
2024-06-05,SKU1032,LOC4,24.0,7,3,8
2024-06-06,SKU1032,LOC4,22.0,9,2,8
2024-06-07,SKU1032,LOC4,22.0,3,3,8
2024-06-08,SKU1032,LOC4,17.0,6,1,8
2024-06-09,SKU1032,LOC4,15.0,4,1,8
2024-06-10,SKU1032,LOC4,13.0,5,1,8
2024-06-11,SKU1032,LOC4,13.0,4,2,8
2024-06-12,SKU1032,LOC4,9.0,4,3,8
2024-06-13,SKU1032,LOC4,9.0,8,1,8
2024-06-14,SKU1032,LOC4,7.0,4,2,8
2024-06-15,SKU1032,LOC4,5.0,4,2,8
2024-06-16,SKU1032,LOC4,2.0,3,3,8
2024-06-17,SKU1032,LOC4,1.0,9,2,8
2024-06-18,SKU1032,LOC4,0.0,5,4,8
2024-06-19,SKU1032,LOC4,0.0,3,3,8
2024-06-20,SKU1032,LOC4,0.0,3,0,8
2024-06-21,SKU1032,LOC4,0.0,5,1,8
2024-06-22,SKU1032,LOC4,0.0,7,2,8
2024-06-23,SKU1032,LOC4,0.0,5,2,8
2024-06-24,SKU1032,LOC4,0.0,4,3,8
2024-06-25,SKU1032,LOC4,0.0,3,5,8
2024-06-26,SKU1032,LOC4,0.0,3,5,8
2024-06-27,SKU1032,LOC4,0.0,6,2,8
2024-06-28,SKU1032,LOC4,0.0,1,2,8
2024-06-29,SKU1032,LOC4,0.0,8,1,8
2024-06-30,SKU1032,LOC4,0.0,6,2,8
2024-07-01,SKU1032,LOC4,0.0,3,0,8
2024-07-02,SKU1032,LOC4,0.0,2,0,8
2024-07-03,SKU1032,LOC4,0.0,3,4,8
2024-07-04,SKU1032,LOC4,0.0,4,2,8
2024-07-05,SKU1032,LOC4,0.0,5,0,8
2024-07-06,SKU1032,LOC4,0.0,8,3,8
2024-07-07,SKU1032,LOC4,0.0,6,3,8
2024-07-08,SKU1032,LOC4,0.0,3,2,8
2024-07-09,SKU1032,LOC4,0.0,6,2,8
2024-07-10,SKU1032,LOC4,0.0,5,3,8
2024-07-11,SKU1032,LOC4,0.0,7,2,8
2024-07-12,SKU1032,LOC4,0.0,0,1,8
2024-07-13,SKU1032,LOC4,0.0,5,0,8
2024-07-14,SKU1032,LOC4,0.0,8,0,8
2024-07-15,SKU1032,LOC4,0.0,6,0,8
2024-07-16,SKU1032,LOC4,0.0,5,1,8
2024-07-17,SKU1032,LOC4,0.0,8,3,8
2024-07-18,SKU1032,LOC4,0.0,9,2,8
2024-07-19,SKU1032,LOC4,0.0,6,1,8
2024-07-20,SKU1032,LOC4,0.0,5,2,8
2024-07-21,SKU1032,LOC4,0.0,3,5,8
2024-07-22,SKU1032,LOC4,0.0,1,2,8
2024-07-23,SKU1032,LOC4,0.0,5,3,8
2024-07-24,SKU1032,LOC4,0.0,7,3,8
2024-07-25,SKU1032,LOC4,0.0,5,2,8
2024-07-26,SKU1032,LOC4,0.0,4,4,8
2024-07-27,SKU1032,LOC4,0.0,3,2,8
2024-07-28,SKU1032,LOC4,0.0,7,2,8
2024-07-29,SKU1032,LOC4,0.0,9,0,8
2024-07-30,SKU1032,LOC4,0.0,3,3,8
2024-07-31,SKU1032,LOC4,0.0,6,2,8
2024-08-01,SKU1032,LOC4,0.0,4,1,8
2024-08-02,SKU1032,LOC4,0.0,4,2,8
2024-08-03,SKU1032,LOC4,0.0,7,2,8
2024-08-04,SKU1032,LOC4,0.0,3,3,8
2024-08-05,SKU1032,LOC4,0.0,5,4,8
2024-08-06,SKU1032,LOC4,0.0,4,2,8
2024-08-07,SKU1032,LOC4,0.0,3,4,8
2024-08-08,SKU1032,LOC4,0.0,5,1,8
2024-08-09,SKU1032,LOC4,0.0,5,1,8
2024-08-10,SKU1032,LOC4,0.0,3,1,8
2024-08-11,SKU1032,LOC4,0.0,5,1,8
2024-08-12,SKU1032,LOC4,0.0,6,2,8
2024-08-13,SKU1032,LOC4,0.0,7,3,8
2024-08-14,SKU1032,LOC4,0.0,5,2,8
2024-08-15,SKU1032,LOC4,0.0,4,4,8
2024-08-16,SKU1032,LOC4,0.0,5,2,8
2024-08-17,SKU1032,LOC4,0.0,4,0,8
2024-08-18,SKU1032,LOC4,0.0,6,3,8
2024-08-19,SKU1032,LOC4,0.0,4,1,8
2024-08-20,SKU1032,LOC4,0.0,4,2,8
2024-08-21,SKU1032,LOC4,0.0,6,2,8
2024-08-22,SKU1032,LOC4,0.0,0,1,8
2024-08-23,SKU1032,LOC4,0.0,5,3,8
2024-08-24,SKU1032,LOC4,0.0,7,1,8
2024-08-25,SKU1032,LOC4,0.0,9,8,8
2024-08-26,SKU1032,LOC4,0.0,6,2,8
2024-08-27,SKU1032,LOC4,0.0,3,1,8
2024-08-28,SKU1032,LOC4,0.0,7,0,8
2024-08-29,SKU1032,LOC4,0.0,3,0,8
2024-08-30,SKU1032,LOC4,0.0,5,3,8
2024-08-31,SKU1032,LOC4,0.0,7,2,8
2024-09-01,SKU1032,LOC4,0.0,5,2,8
2024-09-02,SKU1032,LOC4,0.0,4,4,8
2024-09-03,SKU1032,LOC4,0.0,6,1,8
2024-09-04,SKU1032,LOC4,0.0,0,2,8
2024-09-05,SKU1032,LOC4,0.0,7,2,8
2024-09-06,SKU1032,LOC4,0.0,3,0,8
2024-09-07,SKU1032,LOC4,0.0,7,3,8
2024-09-08,SKU1032,LOC4,0.0,6,4,8
2024-09-09,SKU1032,LOC4,0.0,6,1,8
2024-09-10,SKU1032,LOC4,0.0,10,1,8
2024-09-11,SKU1032,LOC4,0.0,4,5,8
2024-09-12,SKU1032,LOC4,0.0,6,3,8
2024-09-13,SKU1032,LOC4,0.0,4,1,8
2024-09-14,SKU1032,LOC4,0.0,5,2,8
2024-09-15,SKU1032,LOC4,0.0,7,2,8
2024-09-16,SKU1032,LOC4,0.0,10,3,8
2024-09-17,SKU1032,LOC4,0.0,4,2,8
2024-09-18,SKU1032,LOC4,0.0,5,3,8
2024-09-19,SKU1032,LOC4,0.0,4,3,8
2024-09-20,SKU1032,LOC4,0.0,7,1,8
2024-09-21,SKU1032,LOC4,0.0,0,2,8
2024-09-22,SKU1032,LOC4,0.0,8,2,8
2024-09-23,SKU1032,LOC4,0.0,3,2,8
2024-09-24,SKU1032,LOC4,0.0,7,2,8
2024-09-25,SKU1032,LOC4,0.0,4,2,8
2024-09-26,SKU1032,LOC4,0.0,8,1,8
2024-09-27,SKU1032,LOC4,0.0,2,0,8
2024-09-28,SKU1032,LOC4,0.0,6,3,8
2024-09-29,SKU1032,LOC4,0.0,8,1,8
2024-09-30,SKU1032,LOC4,0.0,5,1,8
2024-10-01,SKU1032,LOC4,0.0,3,6,8
2024-10-02,SKU1032,LOC4,243.0,3,5,8
2024-10-03,SKU1032,LOC4,241.0,3,0,8
2024-10-04,SKU1032,LOC4,239.0,4,0,8
2024-10-05,SKU1032,LOC4,238.0,4,0,8
2024-10-06,SKU1032,LOC4,237.0,9,2,8
2024-10-07,SKU1032,LOC4,236.0,2,0,8
2024-10-08,SKU1032,LOC4,232.0,5,2,8
2024-10-09,SKU1032,LOC4,228.0,4,2,8
2024-10-10,SKU1032,LOC4,222.0,9,0,8
2024-10-11,SKU1032,LOC4,221.0,7,2,8
2024-10-12,SKU1032,LOC4,219.0,0,4,8
2024-10-13,SKU1032,LOC4,217.0,9,3,8
2024-10-14,SKU1032,LOC4,213.0,6,3,8
2024-10-15,SKU1032,LOC4,209.0,2,3,8
2024-10-16,SKU1032,LOC4,208.0,7,1,8
2024-10-17,SKU1032,LOC4,204.0,6,1,8
2024-10-18,SKU1032,LOC4,202.0,3,5,8
2024-10-19,SKU1032,LOC4,198.0,6,2,8
2024-10-20,SKU1032,LOC4,195.0,7,3,8
2024-10-21,SKU1032,LOC4,192.0,2,3,8
2024-10-22,SKU1032,LOC4,190.0,12,4,8
2024-10-23,SKU1032,LOC4,187.0,5,4,8
2024-10-24,SKU1032,LOC4,187.0,3,1,8
2024-10-25,SKU1032,LOC4,186.0,4,1,8
2024-10-26,SKU1032,LOC4,186.0,7,1,8
2024-10-27,SKU1032,LOC4,19.0,4,6,8
2024-10-28,SKU1032,LOC4,17.0,3,1,8
2024-10-29,SKU1032,LOC4,14.0,4,2,8
2024-10-30,SKU1032,LOC4,11.0,4,2,8
2024-10-31,SKU1032,LOC4,9.0,6,0,8
2024-11-01,SKU1032,LOC4,7.0,7,1,8
2024-11-02,SKU1032,LOC4,7.0,9,2,8
2024-11-03,SKU1032,LOC4,5.0,4,5,8
2024-11-04,SKU1032,LOC4,1.0,4,1,8
2024-11-05,SKU1032,LOC4,0.0,3,4,8
2024-11-06,SKU1032,LOC4,0.0,8,1,8
2024-11-07,SKU1032,LOC4,0.0,3,4,8
2024-11-08,SKU1032,LOC4,0.0,7,1,8
2024-11-09,SKU1032,LOC4,0.0,6,1,8
2024-11-10,SKU1032,LOC4,0.0,9,2,8
2024-11-11,SKU1032,LOC4,0.0,2,1,8
2024-11-12,SKU1032,LOC4,0.0,4,3,8
2024-11-13,SKU1032,LOC4,0.0,8,3,8
2024-11-14,SKU1032,LOC4,0.0,6,0,8
2024-11-15,SKU1032,LOC4,0.0,4,1,8
2024-11-16,SKU1032,LOC4,0.0,6,4,8
2024-11-17,SKU1032,LOC4,0.0,3,2,8
2024-11-18,SKU1032,LOC4,0.0,4,4,8
2024-11-19,SKU1032,LOC4,0.0,5,4,8
2024-11-20,SKU1032,LOC4,0.0,3,2,8
2024-11-21,SKU1032,LOC4,0.0,7,3,8
2024-11-22,SKU1032,LOC4,0.0,6,1,8
2024-11-23,SKU1032,LOC4,0.0,3,3,8
2024-11-24,SKU1032,LOC4,0.0,5,3,8
2024-11-25,SKU1032,LOC4,0.0,5,2,8
2024-11-26,SKU1032,LOC4,0.0,4,4,8
2024-11-27,SKU1032,LOC4,0.0,2,3,8
2024-11-28,SKU1032,LOC4,0.0,4,2,8
2024-11-29,SKU1032,LOC4,0.0,2,0,8
2024-11-30,SKU1032,LOC4,0.0,7,1,8
2024-12-01,SKU1032,LOC4,0.0,2,1,8
2024-12-02,SKU1032,LOC4,0.0,4,3,8
2024-12-03,SKU1032,LOC4,0.0,3,0,8
2024-12-04,SKU1032,LOC4,0.0,3,4,8
2024-12-05,SKU1032,LOC4,0.0,13,3,8
2024-12-06,SKU1032,LOC4,0.0,11,0,8
2024-12-07,SKU1032,LOC4,0.0,4,2,8
2024-12-08,SKU1032,LOC4,0.0,3,1,8
2024-12-09,SKU1032,LOC4,0.0,8,3,8
2024-12-10,SKU1032,LOC4,0.0,3,1,8
2024-12-11,SKU1032,LOC4,0.0,3,4,8
2024-12-12,SKU1032,LOC4,0.0,1,0,8
2024-12-13,SKU1032,LOC4,0.0,5,0,8
2024-12-14,SKU1032,LOC4,0.0,10,0,8
2024-12-15,SKU1032,LOC4,0.0,7,2,8
2024-12-16,SKU1032,LOC4,0.0,10,2,8
2024-12-17,SKU1032,LOC4,0.0,5,2,8
2024-12-18,SKU1032,LOC4,0.0,4,1,8
2024-12-19,SKU1032,LOC4,0.0,3,2,8
2024-12-20,SKU1032,LOC4,0.0,6,1,8
2024-12-21,SKU1032,LOC4,0.0,4,4,8
2024-12-22,SKU1032,LOC4,0.0,2,2,8
2024-12-23,SKU1032,LOC4,0.0,6,4,8
2024-12-24,SKU1032,LOC4,0.0,1,2,8
2024-12-25,SKU1032,LOC4,0.0,5,2,8
2024-12-26,SKU1032,LOC4,0.0,3,1,8
2024-12-27,SKU1032,LOC4,0.0,4,3,8
2024-12-28,SKU1032,LOC4,0.0,5,4,8
2024-12-29,SKU1032,LOC4,0.0,2,2,8
2024-12-30,SKU1032,LOC4,0.0,1,1,8
2024-01-01,SKU1032,LOC5,83.0,7,2,8
2024-01-02,SKU1032,LOC5,25.0,5,1,8
2024-01-03,SKU1032,LOC5,21.0,6,6,8
2024-01-04,SKU1032,LOC5,20.0,4,4,8
2024-01-05,SKU1032,LOC5,17.0,4,1,8
2024-01-06,SKU1032,LOC5,15.0,3,5,8
2024-01-07,SKU1032,LOC5,12.0,7,2,8
2024-01-08,SKU1032,LOC5,11.0,8,2,8
2024-01-09,SKU1032,LOC5,10.0,4,1,8
2024-01-10,SKU1032,LOC5,7.0,2,3,8
2024-01-11,SKU1032,LOC5,4.0,4,1,8
2024-01-12,SKU1032,LOC5,2.0,6,1,8
2024-01-13,SKU1032,LOC5,1.0,4,1,8
2024-01-14,SKU1032,LOC5,0.0,9,0,8
2024-01-15,SKU1032,LOC5,0.0,5,5,8
2024-01-16,SKU1032,LOC5,0.0,6,1,8
2024-01-17,SKU1032,LOC5,0.0,4,2,8
