date,sku_id,location_id,regular_price,promo_price,discount_percent,promo_type,competitor_price
2024-06-10,SKU1032,LOC2,290,,0.0,Flat Off,308
2024-06-11,SKU1032,LOC2,289,,0.0,Flat Off,320
2024-06-12,SKU1032,LOC4,290,,0.0,BOGO,250
2024-06-13,SKU1032,LOC2,291,,0.0,Flat Off,265
2024-06-14,SKU1032,LOC6,288,,0.0,BOGO,255
2024-06-15,SKU1032,LOC1,293,,0.0,Bundle,282
2024-06-16,SKU1032,LOC6,290,,0.0,None,307
2024-06-17,SKU1032,LOC1,291,,0.0,Seasonal,269
2024-06-18,SKU1032,LOC2,288,,0.0,Seasonal,322
2024-06-19,SKU1032,LOC6,290,,0.0,Bundle,302
2024-06-20,SKU1032,LOC4,291,,0.0,None,323
2024-06-21,SKU1032,LOC6,293,,0.0,None,316
2024-06-22,SKU1032,LOC6,290,,0.0,Flat Off,322
2024-06-23,SKU1032,LOC1,291,291.0,0.0,None,261
2024-06-24,SKU1032,LOC5,290,,0.0,BOGO,304
2024-06-25,SKU1032,LOC4,289,216.0,25.0,BOGO,316
2024-06-26,SKU1032,LOC2,289,,0.0,Seasonal,331
2024-06-27,SKU1032,LOC3,290,,0.0,Seasonal,285
2024-06-28,SKU1032,LOC4,291,,0.0,Flat Off,332
2024-06-29,SKU1032,LOC5,292,,0.0,Bundle,322
2024-06-30,SKU1032,LOC6,290,,0.0,Seasonal,250
2024-07-01,SKU1032,LOC2,291,,0.0,Seasonal,280
2024-07-02,SKU1032,LOC1,290,,0.0,Flat Off,270
2024-07-03,SKU1032,LOC3,289,,0.0,None,267
2024-07-04,SKU1032,LOC4,288,,0.0,Bundle,246
2024-07-05,SKU1032,LOC3,290,,0.0,BOGO,286
2024-07-06,SKU1032,LOC3,289,,0.0,Seasonal,314
2024-07-07,SKU1032,LOC2,289,,0.0,Bundle,247
2024-07-08,SKU1032,LOC2,288,,0.0,BOGO,325
2024-07-09,SKU1032,LOC3,288,,0.0,BOGO,323
2024-07-10,SKU1032,LOC5,291,,0.0,None,254
2024-07-11,SKU1032,LOC1,291,,0.0,BOGO,290
2024-07-12,SKU1032,LOC6,287,,0.0,None,303
2024-07-13,SKU1032,LOC5,292,,0.0,BOGO,281
2024-07-14,SKU1032,LOC6,289,,0.0,BOGO,257
2024-07-15,SKU1032,LOC3,290,,0.0,BOGO,278
2024-07-16,SKU1032,LOC5,290,,0.0,Bundle,297
2024-07-17,SKU1032,LOC5,291,,0.0,BOGO,263
2024-07-18,SKU1032,LOC3,291,,0.0,None,296
2024-07-19,SKU1032,LOC6,289,,0.0,Seasonal,287
2024-07-20,SKU1032,LOC1,291,,0.0,None,286
2024-07-21,SKU1032,LOC4,290,290.0,0.0,Flat Off,269
2024-07-22,SKU1032,LOC5,291,,0.0,Seasonal,286
2024-07-23,SKU1032,LOC2,290,,0.0,Bundle,282
2024-07-24,SKU1032,LOC1,290,,0.0,Seasonal,315
2024-07-25,SKU1032,LOC3,290,,0.0,Flat Off,275
2024-07-26,SKU1032,LOC3,290,,0.0,Flat Off,247
2024-07-27,SKU1032,LOC4,290,,0.0,Bundle,314
2024-07-28,SKU1032,LOC4,290,,0.0,Flat Off,317
2024-07-29,SKU1032,LOC1,291,,0.0,Bundle,293
2024-07-30,SKU1032,LOC5,286,213.0,25.0,Seasonal,256
2024-07-31,SKU1032,LOC5,288,,0.0,Seasonal,276
2024-08-01,SKU1032,LOC4,290,,0.0,BOGO,262
2024-08-02,SKU1032,LOC2,291,,0.0,None,296
2024-08-03,SKU1032,LOC6,290,,0.0,Flat Off,282
2024-08-04,SKU1032,LOC5,288,,0.0,Seasonal,277
2024-08-05,SKU1032,LOC1,289,,0.0,BOGO,266
2024-08-06,SKU1032,LOC1,289,,0.0,BOGO,290
2024-08-07,SKU1032,LOC5,289,,0.0,None,280
2024-08-08,SKU1032,LOC3,290,174.0,40.0,Seasonal,271
2024-08-09,SKU1032,LOC1,294,,0.0,BOGO,303
2024-08-10,SKU1032,LOC4,289,,0.0,BOGO,278
2024-08-11,SKU1032,LOC4,291,,0.0,Flat Off,276
2024-08-12,SKU1032,LOC1,290,,0.0,Bundle,269
2024-08-13,SKU1032,LOC2,292,,0.0,Flat Off,326
2024-08-14,SKU1032,LOC3,290,,0.0,None,267
2024-08-15,SKU1032,LOC3,287,,0.0,BOGO,330
2024-08-16,SKU1032,LOC1,289,,0.0,Seasonal,331
2024-08-17,SKU1032,LOC5,290,,0.0,None,274
2024-08-18,SKU1032,LOC1,290,,0.0,Flat Off,301
2024-08-19,SKU1032,LOC2,291,,0.0,BOGO,326
2024-08-20,SKU1032,LOC3,285,,0.0,Flat Off,265
2024-08-21,SKU1032,LOC2,290,261.0,10.0,Seasonal,302
2024-08-22,SKU1032,LOC6,287,,0.0,Seasonal,303
2024-08-23,SKU1032,LOC3,288,,0.0,Flat Off,257
2024-08-24,SKU1032,LOC1,290,,0.0,Flat Off,301
2024-08-25,SKU1032,LOC1,292,,0.0,Flat Off,289
2024-08-26,SKU1032,LOC1,293,,0.0,Flat Off,301
2024-08-27,SKU1032,LOC2,290,,0.0,BOGO,268
2024-08-28,SKU1032,LOC1,288,,0.0,Seasonal,328
2024-08-29,SKU1032,LOC4,289,289.0,0.0,Bundle,329
2024-08-30,SKU1032,LOC5,291,,0.0,Seasonal,257
2024-08-31,SKU1032,LOC2,290,,0.0,BOGO,297
2024-09-01,SKU1032,LOC1,289,,0.0,None,291
2024-09-02,SKU1032,LOC5,290,,0.0,Bundle,254
2024-09-03,SKU1032,LOC2,287,,0.0,Seasonal,269
2024-09-04,SKU1032,LOC6,293,,0.0,Seasonal,320
2024-09-05,SKU1032,LOC3,293,,0.0,Flat Off,315
2024-09-06,SKU1032,LOC1,289,,0.0,Flat Off,262
2024-09-07,SKU1032,LOC1,291,,0.0,BOGO,313
2024-09-08,SKU1032,LOC6,289,,0.0,BOGO,322
2024-09-09,SKU1032,LOC4,290,,0.0,None,277
2024-09-10,SKU1032,LOC4,289,,0.0,Bundle,295
2024-09-11,SKU1032,LOC3,290,,0.0,None,252
2024-09-12,SKU1032,LOC3,289,,0.0,None,283
2024-09-13,SKU1032,LOC5,288,,0.0,BOGO,273
2024-09-14,SKU1032,LOC6,289,,0.0,BOGO,246
2024-09-15,SKU1032,LOC3,289,,0.0,None,326
2024-09-16,SKU1032,LOC4,290,,0.0,Seasonal,252
2024-09-17,SKU1032,LOC3,290,,0.0,None,291
2024-09-18,SKU1032,LOC2,291,,0.0,BOGO,315
2024-09-19,SKU1032,LOC3,288,230.0,20.0,Seasonal,290
2024-09-20,SKU1032,LOC2,291,,0.0,Flat Off,265
2024-09-21,SKU1032,LOC2,289,,0.0,Seasonal,249
2024-09-22,SKU1032,LOC5,292,,0.0,Flat Off,322
2024-09-23,SKU1032,LOC6,290,,0.0,Seasonal,316
2024-09-24,SKU1032,LOC6,291,,0.0,Bundle,257
2024-09-25,SKU1032,LOC5,289,,0.0,None,330
2024-09-26,SKU1032,LOC4,288,,0.0,Flat Off,291
2024-09-27,SKU1032,LOC5,287,,0.0,Flat Off,249
2024-09-28,SKU1032,LOC1,290,,0.0,Bundle,256
2024-09-29,SKU1032,LOC1,293,,0.0,None,281
2024-09-30,SKU1032,LOC4,290,,0.0,Flat Off,310
2024-10-01,SKU1032,LOC6,290,,0.0,Flat Off,284
2024-10-02,SKU1032,LOC4,291,,0.0,None,328
2024-10-03,SKU1032,LOC1,288,,0.0,BOGO,287
2024-10-04,SKU1032,LOC1,292,,0.0,None,294
2024-10-05,SKU1032,LOC4,292,,0.0,Seasonal,327
2024-10-06,SKU1032,LOC4,290,,0.0,None,254
2024-10-07,SKU1032,LOC1,290,,0.0,Seasonal,253
2024-10-08,SKU1032,LOC1,290,,0.0,None,329
2024-10-09,SKU1032,LOC6,288,,0.0,BOGO,296
2024-10-10,SKU1032,LOC5,290,,0.0,None,269
2024-10-11,SKU1032,LOC3,294,,0.0,None,322
2024-10-12,SKU1032,LOC3,289,289.0,0.0,Seasonal,270
2024-10-13,SKU1032,LOC5,290,,0.0,BOGO,324
2024-10-14,SKU1032,LOC1,290,,0.0,Seasonal,297
2024-10-15,SKU1032,LOC5,293,,0.0,None,257
2024-10-16,SKU1032,LOC6,290,,0.0,Seasonal,305
2024-10-17,SKU1032,LOC1,290,,0.0,Seasonal,253
2024-10-18,SKU1032,LOC3,290,,0.0,Bundle,297
2024-10-19,SKU1032,LOC4,290,,0.0,Seasonal,250
2024-10-20,SKU1032,LOC6,290,,0.0,Bundle,313
2024-10-21,SKU1032,LOC6,290,,0.0,BOGO,323
2024-10-22,SKU1032,LOC6,290,,0.0,Seasonal,321
2024-10-23,SKU1032,LOC3,290,,0.0,Bundle,322
2024-10-24,SKU1032,LOC4,294,,0.0,None,291
2024-10-25,SKU1032,LOC4,292,,0.0,BOGO,263
2024-10-26,SKU1032,LOC4,288,,0.0,Bundle,256
2024-10-27,SKU1032,LOC5,294,,0.0,Bundle,278
2024-10-28,SKU1032,LOC1,293,,0.0,None,273
2024-10-29,SKU1032,LOC6,292,,0.0,Bundle,277
2024-10-30,SKU1032,LOC5,289,,0.0,Flat Off,326
2024-10-31,SKU1032,LOC3,288,215.0,25.0,Bundle,289
2024-11-01,SKU1032,LOC1,292,,0.0,Bundle,262
2024-11-02,SKU1032,LOC5,290,,0.0,Flat Off,276
2024-11-03,SKU1032,LOC3,290,,0.0,BOGO,314
2024-11-04,SKU1032,LOC1,290,232.0,20.0,None,296
2024-11-05,SKU1032,LOC1,290,,0.0,Seasonal,314
2024-11-06,SKU1032,LOC5,290,,0.0,BOGO,328
2024-11-07,SKU1032,LOC5,290,,0.0,None,273
2024-11-08,SKU1032,LOC1,292,,0.0,None,250
2024-11-09,SKU1032,LOC1,289,,0.0,Bundle,264
2024-11-10,SKU1032,LOC3,289,,0.0,BOGO,304
2024-11-11,SKU1032,LOC6,292,,0.0,Seasonal,252
2024-11-12,SKU1032,LOC3,289,,0.0,Seasonal,321
2024-11-13,SKU1032,LOC1,287,,0.0,BOGO,295
2024-11-14,SKU1032,LOC3,290,,0.0,BOGO,252
2024-11-15,SKU1032,LOC4,288,,0.0,None,295
2024-11-16,SKU1032,LOC6,285,,0.0,Bundle,249
2024-11-17,SKU1032,LOC5,290,,0.0,BOGO,322
2024-11-18,SKU1032,LOC6,291,,0.0,Flat Off,296
2024-11-19,SKU1032,LOC3,292,,0.0,Bundle,306
2024-11-20,SKU1032,LOC1,291,,0.0,None,299
2024-11-21,SKU1032,LOC6,288,,0.0,BOGO,301
2024-11-22,SKU1032,LOC4,290,,0.0,Flat Off,311
2024-11-23,SKU1032,LOC1,291,,0.0,Seasonal,298
2024-11-24,SKU1032,LOC4,290,,0.0,Flat Off,319
2024-11-25,SKU1032,LOC6,289,,0.0,Bundle,273
2024-11-26,SKU1032,LOC1,287,,0.0,Flat Off,300
2024-11-27,SKU1032,LOC2,285,,0.0,BOGO,323
2024-11-28,SKU1032,LOC3,290,,0.0,BOGO,283
2024-11-29,SKU1032,LOC1,288,,0.0,None,272
2024-11-30,SKU1032,LOC6,290,,0.0,BOGO,269
2024-12-01,SKU1032,LOC4,289,,0.0,None,309
2024-12-02,SKU1032,LOC2,289,,0.0,Flat Off,263
2024-12-03,SKU1032,LOC4,291,,0.0,Flat Off,259
2024-12-04,SKU1032,LOC6,289,,0.0,BOGO,322
2024-12-05,SKU1032,LOC5,289,,0.0,BOGO,313
2024-12-06,SKU1032,LOC4,290,,0.0,Bundle,259
2024-12-07,SKU1032,LOC3,289,,0.0,Bundle,251
2024-12-08,SKU1032,LOC6,290,,0.0,None,298
2024-12-09,SKU1032,LOC4,293,235.0,20.0,Seasonal,314
2024-12-10,SKU1032,LOC2,290,,0.0,None,302
2024-12-11,SKU1032,LOC6,290,246.0,15.0,Flat Off,294
2024-12-12,SKU1032,LOC5,290,,0.0,Bundle,263
2024-12-13,SKU1032,LOC6,290,,0.0,BOGO,264
2024-12-14,SKU1032,LOC4,290,,0.0,None,290
2024-12-15,SKU1032,LOC5,289,,0.0,Flat Off,276
2024-12-16,SKU1032,LOC1,292,,0.0,Bundle,256
2024-12-17,SKU1032,LOC5,286,199.0,30.0,BOGO,297
2024-12-18,SKU1032,LOC5,290,,0.0,Flat Off,323
2024-12-19,SKU1032,LOC6,288,,0.0,Bundle,322
2024-12-20,SKU1032,LOC2,291,,0.0,BOGO,259
2024-12-21,SKU1032,LOC1,292,,0.0,None,286
2024-12-22,SKU1032,LOC5,291,,0.0,None,317
2024-12-23,SKU1032,LOC3,289,,0.0,Seasonal,324
2024-12-24,SKU1032,LOC3,290,,0.0,Flat Off,298
2024-12-25,SKU1032,LOC2,293,,0.0,Flat Off,274
2024-12-26,SKU1032,LOC5,290,,0.0,Bundle,262
2024-12-27,SKU1032,LOC1,290,,0.0,None,327
2024-12-28,SKU1032,LOC1,291,,0.0,Seasonal,262
2024-12-29,SKU1032,LOC4,289,,0.0,None,331
2024-12-30,SKU1032,LOC2,288,,0.0,BOGO,281
2024-01-01,SKU1033,LOC6,101,,0.0,None,113
2024-01-02,SKU1033,LOC3,105,,0.0,BOGO,108
2024-01-03,SKU1033,LOC3,104,,0.0,None,95
2024-01-04,SKU1033,LOC6,104,72.0,30.0,BOGO,107
2024-01-05,SKU1033,LOC5,104,,0.0,Seasonal,109
2024-01-06,SKU1033,LOC4,102,,0.0,Flat Off,115
2024-01-07,SKU1033,LOC2,106,,0.0,Bundle,112
2024-01-08,SKU1033,LOC2,108,108.0,0.0,Bundle,97
2024-01-09,SKU1033,LOC3,104,,0.0,None,93
2024-01-10,SKU1033,LOC5,104,,0.0,BOGO,100
2024-01-11,SKU1033,LOC2,104,,0.0,None,95
2024-01-12,SKU1033,LOC4,104,,0.0,Seasonal,90
2024-01-13,SKU1033,LOC2,104,93.0,10.0,Bundle,98
2024-01-14,SKU1033,LOC4,106,,0.0,Bundle,98
2024-01-15,SKU1033,LOC4,104,,0.0,BOGO,98
2024-01-16,SKU1033,LOC5,104,,0.0,None,90
2024-01-17,SKU1033,LOC6,110,,0.0,Bundle,91
2024-01-18,SKU1033,LOC2,103,,0.0,Flat Off,103
2024-01-19,SKU1033,LOC5,104,,0.0,Seasonal,107
2024-01-20,SKU1033,LOC1,104,,0.0,Seasonal,100
2024-01-21,SKU1033,LOC3,107,,0.0,Bundle,92
2024-01-22,SKU1033,LOC5,104,,0.0,Bundle,117
2024-01-23,SKU1033,LOC4,101,,0.0,Flat Off,94
2024-01-24,SKU1033,LOC4,107,,0.0,None,110
2024-01-25,SKU1033,LOC2,103,,0.0,Bundle,118
2024-01-26,SKU1033,LOC5,103,,0.0,Seasonal,105
2024-01-27,SKU1033,LOC1,104,,0.0,BOGO,116
2024-01-28,SKU1033,LOC2,103,,0.0,Bundle,92
2024-01-29,SKU1033,LOC3,104,,0.0,Flat Off,116
2024-01-30,SKU1033,LOC4,105,,0.0,None,111
2024-01-31,SKU1033,LOC1,104,,0.0,BOGO,119
2024-02-01,SKU1033,LOC3,104,,0.0,BOGO,112
2024-02-02,SKU1033,LOC4,106,,0.0,Bundle,103
2024-02-03,SKU1033,LOC4,103,,0.0,BOGO,100
2024-02-04,SKU1033,LOC6,103,,0.0,Seasonal,91
2024-02-05,SKU1033,LOC5,104,,0.0,Bundle,118
2024-02-06,SKU1033,LOC1,102,,0.0,Bundle,106
2024-02-07,SKU1033,LOC5,102,,0.0,Seasonal,94
2024-02-08,SKU1033,LOC1,103,,0.0,BOGO,108
2024-02-09,SKU1033,LOC5,104,,0.0,None,105
2024-02-10,SKU1033,LOC1,106,,0.0,None,110
2024-02-11,SKU1033,LOC5,104,,0.0,BOGO,111
2024-02-12,SKU1033,LOC6,103,,0.0,Flat Off,109
2024-02-13,SKU1033,LOC5,102,,0.0,Flat Off,113
2024-02-14,SKU1033,LOC5,105,,0.0,Flat Off,89
2024-02-15,SKU1033,LOC3,103,,0.0,Flat Off,117
2024-02-16,SKU1033,LOC4,103,,0.0,Seasonal,113
2024-02-17,SKU1033,LOC3,104,,0.0,BOGO,114
2024-02-18,SKU1033,LOC5,105,,0.0,Seasonal,115
2024-02-19,SKU1033,LOC1,104,,0.0,BOGO,117
2024-02-20,SKU1033,LOC5,104,,0.0,Flat Off,101
2024-02-21,SKU1033,LOC2,103,,0.0,Flat Off,111
2024-02-22,SKU1033,LOC4,105,,0.0,Flat Off,112
2024-02-23,SKU1033,LOC5,105,,0.0,Seasonal,101
2024-02-24,SKU1033,LOC5,104,,0.0,None,105
2024-02-25,SKU1033,LOC6,105,79.0,25.0,Flat Off,107
2024-02-26,SKU1033,LOC1,107,,0.0,Bundle,104
2024-02-27,SKU1033,LOC5,103,,0.0,None,92
2024-02-28,SKU1033,LOC2,104,,0.0,Seasonal,88
2024-02-29,SKU1033,LOC1,105,,0.0,Seasonal,103
2024-03-01,SKU1033,LOC4,105,,0.0,Bundle,91
2024-03-02,SKU1033,LOC6,104,,0.0,Bundle,118
2024-03-03,SKU1033,LOC3,108,,0.0,None,94
2024-03-04,SKU1033,LOC1,105,,0.0,None,118
2024-03-05,SKU1033,LOC3,106,,0.0,Flat Off,117
2024-03-06,SKU1033,LOC3,104,,0.0,None,114
2024-03-07,SKU1033,LOC6,103,,0.0,None,95
2024-03-08,SKU1033,LOC5,106,,0.0,BOGO,105
2024-03-09,SKU1033,LOC2,102,,0.0,Flat Off,108
2024-03-10,SKU1033,LOC6,106,,0.0,Flat Off,111
2024-03-11,SKU1033,LOC4,105,,0.0,Flat Off,119
2024-03-12,SKU1033,LOC1,104,,0.0,Flat Off,99
2024-03-13,SKU1033,LOC4,104,,0.0,Flat Off,116
2024-03-14,SKU1033,LOC2,104,93.0,10.0,None,90
2024-03-15,SKU1033,LOC6,103,,0.0,Bundle,88
2024-03-16,SKU1033,LOC4,104,,0.0,Flat Off,109
2024-03-17,SKU1033,LOC4,104,,0.0,Seasonal,102
2024-03-18,SKU1033,LOC4,105,,0.0,None,107
2024-03-19,SKU1033,LOC6,102,,0.0,Bundle,111
2024-03-20,SKU1033,LOC1,104,,0.0,BOGO,98
2024-03-21,SKU1033,LOC4,105,,0.0,Bundle,112
2024-03-22,SKU1033,LOC3,104,,0.0,Seasonal,108
2024-03-23,SKU1033,LOC4,104,,0.0,Seasonal,95
2024-03-24,SKU1033,LOC4,104,,0.0,Bundle,103
2024-03-25,SKU1033,LOC1,104,,0.0,Bundle,89
2024-03-26,SKU1033,LOC2,104,,0.0,Bundle,97
2024-03-27,SKU1033,LOC4,105,,0.0,None,109
2024-03-28,SKU1033,LOC3,104,,0.0,None,94
2024-03-29,SKU1033,LOC5,106,,0.0,None,91
2024-03-30,SKU1033,LOC1,104,104.0,0.0,Bundle,95
2024-03-31,SKU1033,LOC5,105,,0.0,Seasonal,97
2024-04-01,SKU1033,LOC2,106,,0.0,BOGO,94
2024-04-02,SKU1033,LOC1,105,,0.0,None,118
2024-04-03,SKU1033,LOC2,104,,0.0,None,106
2024-04-04,SKU1033,LOC6,101,,0.0,Flat Off,105
2024-04-05,SKU1033,LOC5,105,,0.0,BOGO,90
2024-04-06,SKU1033,LOC6,105,,0.0,BOGO,110
2024-04-07,SKU1033,LOC6,106,,0.0,Bundle,107
2024-04-08,SKU1033,LOC2,104,,0.0,Seasonal,88
2024-04-09,SKU1033,LOC2,105,,0.0,Bundle,90
2024-04-10,SKU1033,LOC1,104,,0.0,Bundle,103
2024-04-11,SKU1033,LOC5,102,,0.0,Seasonal,108
2024-04-12,SKU1033,LOC6,104,,0.0,Bundle,89
2024-04-13,SKU1033,LOC1,104,,0.0,Seasonal,117
2024-04-14,SKU1033,LOC2,104,,0.0,Seasonal,101
2024-04-15,SKU1033,LOC2,104,,0.0,Flat Off,104
2024-04-16,SKU1033,LOC1,104,,0.0,Bundle,117
2024-04-17,SKU1033,LOC5,104,78.0,25.0,None,97
2024-04-18,SKU1033,LOC2,105,,0.0,None,104
2024-04-19,SKU1033,LOC2,104,,0.0,Seasonal,98
2024-04-20,SKU1033,LOC1,102,,0.0,None,106
2024-04-21,SKU1033,LOC2,107,,0.0,Flat Off,116
2024-04-22,SKU1033,LOC6,104,,0.0,None,94
2024-04-23,SKU1033,LOC5,103,,0.0,Flat Off,114
2024-04-24,SKU1033,LOC5,104,,0.0,Bundle,110
2024-04-25,SKU1033,LOC6,104,,0.0,Seasonal,106
2024-04-26,SKU1033,LOC3,102,102.0,0.0,None,107
2024-04-27,SKU1033,LOC2,103,,0.0,None,100
2024-04-28,SKU1033,LOC1,104,,0.0,Seasonal,102
2024-04-29,SKU1033,LOC1,104,,0.0,None,97
2024-04-30,SKU1033,LOC2,103,,0.0,Bundle,113
2024-05-01,SKU1033,LOC6,102,,0.0,Bundle,99
2024-05-02,SKU1033,LOC5,106,,0.0,None,117
2024-05-03,SKU1033,LOC4,104,,0.0,None,109
2024-05-04,SKU1033,LOC5,105,,0.0,Bundle,118
2024-05-05,SKU1033,LOC3,107,,0.0,Seasonal,94
2024-05-06,SKU1033,LOC3,104,,0.0,None,114
2024-05-07,SKU1033,LOC6,104,,0.0,Seasonal,96
2024-05-08,SKU1033,LOC5,98,,0.0,Seasonal,97
2024-05-09,SKU1033,LOC3,102,,0.0,Flat Off,92
2024-05-10,SKU1033,LOC1,104,,0.0,Seasonal,101
2024-05-11,SKU1033,LOC6,106,,0.0,Seasonal,117
2024-05-12,SKU1033,LOC3,105,,0.0,None,108
2024-05-13,SKU1033,LOC3,101,,0.0,BOGO,106
2024-05-14,SKU1033,LOC6,101,,0.0,Flat Off,105
2024-05-15,SKU1033,LOC6,104,,0.0,None,90
2024-05-16,SKU1033,LOC1,108,,0.0,Flat Off,104
2024-05-17,SKU1033,LOC5,105,,0.0,Seasonal,94
2024-05-18,SKU1033,LOC5,100,,0.0,BOGO,97
2024-05-19,SKU1033,LOC4,102,,0.0,BOGO,119
2024-05-20,SKU1033,LOC1,104,,0.0,Seasonal,113
2024-05-21,SKU1033,LOC2,104,,0.0,Flat Off,118
2024-05-22,SKU1033,LOC2,106,,0.0,BOGO,111
2024-05-23,SKU1033,LOC3,106,,0.0,BOGO,105
2024-05-24,SKU1033,LOC3,101,,0.0,None,106
2024-05-25,SKU1033,LOC4,104,,0.0,BOGO,111
2024-05-26,SKU1033,LOC3,106,,0.0,Bundle,96
2024-05-27,SKU1033,LOC2,101,,0.0,Bundle,101
2024-05-28,SKU1033,LOC5,104,,0.0,Bundle,112
2024-05-29,SKU1033,LOC3,104,,0.0,Seasonal,92
2024-05-30,SKU1033,LOC1,103,,0.0,Bundle,101
2024-05-31,SKU1033,LOC5,107,,0.0,Seasonal,119
2024-06-01,SKU1033,LOC1,102,,0.0,Flat Off,116
2024-06-02,SKU1033,LOC2,104,,0.0,Bundle,96
2024-06-03,SKU1033,LOC4,105,,0.0,Bundle,100
2024-06-04,SKU1033,LOC1,103,,0.0,BOGO,102
2024-06-05,SKU1033,LOC3,104,,0.0,Flat Off,116
2024-06-06,SKU1033,LOC5,104,88.0,15.0,Seasonal,106
2024-06-07,SKU1033,LOC3,102,,0.0,BOGO,109
2024-06-08,SKU1033,LOC6,104,,0.0,None,116
2024-06-09,SKU1033,LOC6,103,,0.0,Flat Off,102
2024-06-10,SKU1033,LOC5,101,,0.0,Bundle,100
2024-06-11,SKU1033,LOC1,104,,0.0,Seasonal,98
2024-06-12,SKU1033,LOC2,103,,0.0,None,115
2024-06-13,SKU1033,LOC6,104,,0.0,Seasonal,110
2024-06-14,SKU1033,LOC6,106,,0.0,Flat Off,100
2024-06-15,SKU1033,LOC5,107,,0.0,BOGO,114
2024-06-16,SKU1033,LOC4,104,,0.0,BOGO,95
2024-06-17,SKU1033,LOC2,103,,0.0,Bundle,116
2024-06-18,SKU1033,LOC3,102,,0.0,Flat Off,101
2024-06-19,SKU1033,LOC4,106,,0.0,None,109
2024-06-20,SKU1033,LOC5,105,,0.0,Bundle,89
2024-06-21,SKU1033,LOC2,103,,0.0,BOGO,101
2024-06-22,SKU1033,LOC4,103,,0.0,None,102
2024-06-23,SKU1033,LOC2,104,,0.0,Seasonal,97
2024-06-24,SKU1033,LOC6,112,,0.0,BOGO,112
2024-06-25,SKU1033,LOC5,101,,0.0,Bundle,92
2024-06-26,SKU1033,LOC5,104,,0.0,Seasonal,116
2024-06-27,SKU1033,LOC5,103,,0.0,Bundle,115
2024-06-28,SKU1033,LOC5,105,,0.0,BOGO,113
2024-06-29,SKU1033,LOC1,104,,0.0,Seasonal,97
2024-06-30,SKU1033,LOC5,103,,0.0,Bundle,95
2024-07-01,SKU1033,LOC2,103,,0.0,Bundle,107
2024-07-02,SKU1033,LOC5,107,,0.0,Bundle,94
2024-07-03,SKU1033,LOC3,107,,0.0,Bundle,113
2024-07-04,SKU1033,LOC1,102,,0.0,BOGO,119
2024-07-05,SKU1033,LOC6,99,,0.0,Flat Off,97
2024-07-06,SKU1033,LOC3,107,,0.0,Bundle,115
2024-07-07,SKU1033,LOC3,103,,0.0,Flat Off,92
2024-07-08,SKU1033,LOC4,104,,0.0,None,101
2024-07-09,SKU1033,LOC6,104,,0.0,Flat Off,97
2024-07-10,SKU1033,LOC4,102,,0.0,BOGO,100
2024-07-11,SKU1033,LOC4,105,,0.0,Seasonal,116
2024-07-12,SKU1033,LOC5,103,,0.0,BOGO,98
2024-07-13,SKU1033,LOC2,104,,0.0,Flat Off,107
2024-07-14,SKU1033,LOC1,108,66.0,40.0,BOGO,91
2024-07-15,SKU1033,LOC3,104,,0.0,Bundle,103
2024-07-16,SKU1033,LOC6,104,,0.0,Bundle,117
2024-07-17,SKU1033,LOC1,104,,0.0,BOGO,118
2024-07-18,SKU1033,LOC5,104,,0.0,Flat Off,92
2024-07-19,SKU1033,LOC4,104,,0.0,Seasonal,93
2024-07-20,SKU1033,LOC2,104,,0.0,Flat Off,94
2024-07-21,SKU1033,LOC2,101,,0.0,Flat Off,99
2024-07-22,SKU1033,LOC6,104,,0.0,Seasonal,114
2024-07-23,SKU1033,LOC3,103,,0.0,Seasonal,106
2024-07-24,SKU1033,LOC6,104,,0.0,Bundle,100
2024-07-25,SKU1033,LOC4,104,,0.0,Bundle,89
2024-07-26,SKU1033,LOC5,106,,0.0,None,106
2024-07-27,SKU1033,LOC1,101,,0.0,Seasonal,90
2024-07-28,SKU1033,LOC1,104,104.0,0.0,None,118
2024-07-29,SKU1033,LOC2,104,,0.0,Bundle,101
2024-07-30,SKU1033,LOC4,105,,0.0,None,106
2024-07-31,SKU1033,LOC5,105,,0.0,BOGO,109
2024-08-01,SKU1033,LOC3,104,,0.0,Seasonal,112
2024-08-02,SKU1033,LOC1,103,,0.0,Bundle,103
2024-08-03,SKU1033,LOC6,102,,0.0,None,89
2024-08-04,SKU1033,LOC2,103,,0.0,BOGO,96
2024-08-05,SKU1033,LOC2,104,,0.0,Flat Off,118
2024-08-06,SKU1033,LOC2,103,,0.0,BOGO,110
2024-08-07,SKU1033,LOC2,104,,0.0,Seasonal,113
2024-08-08,SKU1033,LOC2,107,,0.0,Seasonal,116
2024-08-09,SKU1033,LOC4,104,,0.0,None,100
2024-08-10,SKU1033,LOC4,104,,0.0,Flat Off,99
2024-08-11,SKU1033,LOC2,105,,0.0,None,91
2024-08-12,SKU1033,LOC4,107,,0.0,Bundle,112
2024-08-13,SKU1033,LOC4,104,,0.0,BOGO,90
2024-08-14,SKU1033,LOC4,99,57.0,40.0,Flat Off,92
2024-08-15,SKU1033,LOC3,104,,0.0,BOGO,97
2024-08-16,SKU1033,LOC5,98,,0.0,None,93
2024-08-17,SKU1033,LOC4,102,,0.0,Flat Off,107
2024-08-18,SKU1033,LOC1,105,,0.0,Flat Off,98
2024-08-19,SKU1033,LOC1,100,,0.0,Flat Off,101
2024-08-20,SKU1033,LOC3,104,,0.0,None,111
