catalogue_id,sku_id,title,description,images,tags,mrp,rating,reviews_count,is_active
b9022775,SKU1093,"Patel, Hope pcs","Patel, Hope pcs by Patel,. Must force treatment build ball culture recent memory relate as nothing network decade probably. Features: project, scientist, article, provide. ","https://img.example.com/SKU1093_0.jpg,https://img.example.com/SKU1093_1.jpg,https://img.example.com/SKU1093_2.jpg","eco,vegan,organic",62,4.3,21,1
90211cbe,SKU1094,Stephens Sit pcs,"Stephens Sit pcs by Stephens. Defense defense first trial evening remain clear throughout word. Features: others, example, individual, tax. Storage: Refrigerate after opening. ","https://img.example.com/SKU1094_0.jpg,https://img.example.com/SKU1094_1.jpg","luxury,vegan,eco",121,5.0,39,1
73a90423,SKU1095,Taylor Mind L,"Taylor Mind L by Taylor. Air finish always school truth the model follow stay. Features: life, some, against, because. Good for Indeed likely offer system open.. ","https://img.example.com/SKU1095_0.jpg,https://img.example.com/SKU1095_1.jpg","eco,handmade",154,3.6,5,1
b119b8cf,SKU1096,Morton-Mitchell Structure kg,"Morton-Mitchell Structure kg by Morton-Mitchell. Card author dream push peace hard popular possible job appear police consumer. Features: eye, serious, minute, week. Good for Pattern travel some part practice course service.. Storage: Refrigerate after opening. ","https://img.example.com/SKU1096_0.jpg,https://img.example.com/SKU1096_1.jpg,https://img.example.com/SKU1096_2.jpg",luxury,76,3.5,2,1
f9efa89a,SKU1097,"Simmons, Or mg","Simmons, Or mg by Simmons,. Actually themselves friend accept total financial citizen nature pattern. Features: raise, door, director, set. ","https://img.example.com/SKU1097_0.jpg,https://img.example.com/SKU1097_1.jpg,https://img.example.com/SKU1097_2.jpg","handmade,budget,vegan",171,3.6,116,1
b9de0c89,SKU1098,Burton-Johnson Door mg,"Burton-Johnson Door mg by Burton-Johnson. Quickly term wall arm his majority affect although must street if. Features: card, exist, goal, whom. Good for Culture manage speak free suggest around.. ","https://img.example.com/SKU1098_0.jpg,https://img.example.com/SKU1098_1.jpg","organic,limited",269,4.4,12,1
162a19cf,SKU1099,Meyer-Woodward Oil pcs,"Meyer-Woodward Oil pcs by Meyer-Woodward. Particularly major indicate business throw news measure a wide wait their this never. Features: always, six, reality, still. Good for Economy kid buy analysis.. ","https://img.example.com/SKU1099_0.jpg,https://img.example.com/SKU1099_1.jpg,https://img.example.com/SKU1099_2.jpg","vegan,luxury,organic",255,3.7,1,1
b520eaa1,SKU1100,Bishop-Wood West L,"Bishop-Wood West L by Bishop-Wood. Cell example spend candidate according care buy east somebody subject he glass ahead woman performance. Features: pass, treatment, determine, visit. Good for Law center yet agreement discussion them move maintain.. ","https://img.example.com/SKU1100_0.jpg,https://img.example.com/SKU1100_1.jpg",limited,150,4.5,23,1
502ccf37,SKU1101,"Duran, Fight mg","Duran, Fight mg by Duran,. Put simple occur actually program around action government situation article term. Features: can, executive, you, read. Good for Exactly war husband traditional nation at value.. Storage: Keep in cool place. ","https://img.example.com/SKU1101_0.jpg,https://img.example.com/SKU1101_1.jpg",eco,297,4.9,86,1
87032275,SKU1102,Drake Note pcs,"Drake Note pcs by Drake. Interview old police onto sister to would. Features: senior, course, light, agreement. Good for Member first red well human those.. ",https://img.example.com/SKU1102_0.jpg,"vegan,limited,handmade",317,4.3,33,1
c48ba424,SKU1103,Williams Late pcs,"Williams Late pcs by Williams. I reality cell you receive quality just soldier effect. Features: PM, effect, card, paper. ",https://img.example.com/SKU1103_0.jpg,eco,672,4.1,50,1
48cbe6e6,SKU1104,"Cook, Better g","Cook, Better g by Cook,. Stop development week still office season wear chance indicate doctor evening response product suffer nothing. Features: because, military, true, tell. Good for Close site show soldier letter easy.. ",https://img.example.com/SKU1104_0.jpg,"organic,vegan",66,4.7,51,1
ff66d81a,SKU1105,Wagner-Walter Number pcs,"Wagner-Walter Number pcs by Wagner-Walter. Go end inside trial three others culture bad fire yeah. Features: perhaps, bed, west, then. ",https://img.example.com/SKU1105_0.jpg,"budget,vegan",92,4.4,9,1
7cbe0886,SKU1106,Bell-Kirk Station L,"Bell-Kirk Station L by Bell-Kirk. Glass score later understand despite wide cover. Features: from, career, bank, once. ","https://img.example.com/SKU1106_0.jpg,https://img.example.com/SKU1106_1.jpg","eco,organic",103,3.2,1,1
dd9820b6,SKU1107,"Parker, Court kg","Parker, Court kg by Parker,. Nation magazine thus politics upon ten hard discover last. Features: these, music, heavy, common. Good for Left quickly network lot after continue assume.. ","https://img.example.com/SKU1107_0.jpg,https://img.example.com/SKU1107_1.jpg,https://img.example.com/SKU1107_2.jpg","eco,handmade,luxury",28,4.7,31,1
c805986a,SKU1108,Delgado Day L,"Delgado Day L by Delgado. Plant able hope single answer clear safe or meeting six year. Features: order, itself, finally, late. ",https://img.example.com/SKU1108_0.jpg,"eco,budget,vegan",227,3.4,12,1
a957dec8,SKU1109,"Spencer, Art pcs","Spencer, Art pcs by Spencer,. Serve film discuss key look over where fire do wind car here. Features: teach, help, country, course. ","https://img.example.com/SKU1109_0.jpg,https://img.example.com/SKU1109_1.jpg","handmade,eco",59,3.0,35,1
cbc3b905,SKU1110,Murray Compare pcs,"Murray Compare pcs by Murray. Assume mission these deep water account road ground animal paper professional. Features: age, defense, nature, security. Good for Kind spring exist catch.. ","https://img.example.com/SKU1110_0.jpg,https://img.example.com/SKU1110_1.jpg,https://img.example.com/SKU1110_2.jpg","handmade,vegan,budget",67,3.9,1,1
6022d602,SKU1111,Baldwin-Flynn Market L,"Baldwin-Flynn Market L by Baldwin-Flynn. Ago Republican speak simply democratic a former fight strong hundred country. Features: matter, threat, thing, national. ","https://img.example.com/SKU1111_0.jpg,https://img.example.com/SKU1111_1.jpg,https://img.example.com/SKU1111_2.jpg",handmade,172,4.0,23,1
d132e1a7,SKU1112,Wilson Image ml,"Wilson Image ml by Wilson. Fire tonight rock detail well painting describe past. Features: kind, arrive, moment, no. Good for War pay chance light financial catch perform.. ",https://img.example.com/SKU1112_0.jpg,"limited,budget",384,2.9,25,1
bebaac4a,SKU1113,Tran Society pcs,"Tran Society pcs by Tran. Event affect defense fear boy man energy. Features: officer, whom, however, put. ","https://img.example.com/SKU1113_0.jpg,https://img.example.com/SKU1113_1.jpg,https://img.example.com/SKU1113_2.jpg","eco,limited,budget",1007,4.2,8,1
dc610676,SKU1114,Cochran-Thompson Some mg,"Cochran-Thompson Some mg by Cochran-Thompson. Then itself him far walk everything month six century cold to operation relate man husband. Features: may, adult, more, avoid. Good for Real factor drug program.. Storage: Keep in cool place. ","https://img.example.com/SKU1114_0.jpg,https://img.example.com/SKU1114_1.jpg,https://img.example.com/SKU1114_2.jpg","luxury,organic,vegan",912,4.1,8,1
6fb8f7f2,SKU1115,Webb-Bonilla Result ml,"Webb-Bonilla Result ml by Webb-Bonilla. Because step degree service every entire throw customer Mrs media film actually cell involve project. Features: training, suffer, along, answer. Good for Computer magazine sort current.. ",https://img.example.com/SKU1115_0.jpg,"handmade,eco",154,4.5,8,1
6bf5654f,SKU1116,"Diaz, Instead pcs","Diaz, Instead pcs by Diaz,. When century structure foreign newspaper describe modern stage recent station mention study charge catch performance evening. Features: financial, what, memory, support. Good for Human similar add.. ",https://img.example.com/SKU1116_0.jpg,"luxury,eco",181,2.6,20,1
beb8f005,SKU1117,Potter-Brewer Deep L,"Potter-Brewer Deep L by Potter-Brewer. Value experience her resource turn station than population possible by lay with painting might account. Features: hope, soon, appear, modern. Good for Officer yet international free.. ","https://img.example.com/SKU1117_0.jpg,https://img.example.com/SKU1117_1.jpg",handmade,72,3.5,3,1
c7d658e3,SKU1118,"Mcclain, Again L","Mcclain, Again L by Mcclain,. Later none visit ground shoulder everything least treatment represent. Features: on, character, behavior, might. Good for Hold indicate foot attention include lose local.. ","https://img.example.com/SKU1118_0.jpg,https://img.example.com/SKU1118_1.jpg,https://img.example.com/SKU1118_2.jpg",organic,129,4.6,94,1
b24399f2,SKU1119,Donaldson Final g,"Donaldson Final g by Donaldson. Budget enter concern likely fall hear while not green soldier fire similar outside base lay. Features: nice, within, side, a. Good for You science station worker black bed buy wind.. ","https://img.example.com/SKU1119_0.jpg,https://img.example.com/SKU1119_1.jpg,https://img.example.com/SKU1119_2.jpg","vegan,limited",56,5.0,20,1
