Date,Product_Category,Product_Name,SKU_Code,Region,Units_Sold,Price_per_Unit,Revenue,Promotion_Flag,Festival_Season,Weather_Temp,Competitor_Price,Social_Sentiment
2023-11-22,Ghee & Cooking Essentials,Amul Pure Ghee 500ml,40563084,South,18,397,7146,No,No,33.7,406,0.75
2023-04-06,Beverages (New Flavors),Amul Buttermilk Masala 200ml,4664321,East,22,652,14344,No,Yes,23.8,620,-0.43
2021-06-09,Chocolates,Amul Dark Chocolate 150g,70549300,South,16,104,1664,No,No,25.4,127,-0.17
2025-06-01,UHT & Long Life,Amul Slim UHT Milk 1L,45319204,North,17,163,2771,Yes,No,12.0,160,-0.69
2022-09-23,Chocolates,Amul India Twilight Tryst 150g,35651383,Central,13,137,1781,No,No,26.8,154,0.19
2023-07-12,Cheese & Cheese Products,Amul Cheese Slices 200g,92496774,West,12,352,4224,No,No,14.7,304,-0.14
2024-09-23,Beverages (New Flavors),Amul Mango Lassi 250ml,31363198,North,10,643,6430,No,No,23.5,680,-0.83
2021-03-26,Others,Amul Butter Cookies 200g,72940877,South,10,538,5380,Yes,No,30.9,562,-0.24
2022-09-14,Butter & Spreads,Amul Cheese Spread Yummy Plain 200g,83734632,Central,20,187,3740,No,No,38.9,175,-0.73
2022-02-02,Cheese & Cheese Products,Amul Mozzarella Cheese 200g,59239307,South,11,548,6028,No,No,32.8,481,0.16
2022-02-23,Beverages (New Flavors),Amul Buttermilk Masala 200ml,4664321,North,14,589,8246,No,No,5.3,650,0.77
2022-08-18,Butter & Spreads,Amul Lite Spread 250g,88384214,East,26,55,1430,No,No,36.1,57,0.13
2022-09-13,Others,Amul Kool Café Can 250ml,36576395,Central,16,454,7264,No,No,30.4,433,0.0
2021-03-07,Bakery & Frozen,Amul Frozen Veggie Burger Patty 500g,70415490,East,8,225,1800,No,No,20.3,254,0.26
2022-08-13,Dairy Products,Amul Mithai Mate Condensed Milk 400g,11288909,North,15,101,1515,No,No,31.3,86,0.33
2020-11-13,Chocolates,Amul Dark Chocolate 150g,70549300,South,13,114,1482,No,No,36.3,119,-0.18
2021-05-30,Others,Amul Organic Ghee 500ml,18009972,North,20,464,9280,No,No,10.6,504,0.72
2022-03-07,Snacks & Savories,Amul Cheesy Corn Puffs 150g,14921131,West,12,596,7152,No,No,11.0,489,0.85
2022-01-11,Dairy Products,Amul Lactose-Free Milk 1L,91017437,Central,16,91,1456,No,No,31.0,109,0.37
2022-05-15,Chocolates,Amul Almond Bar 40g,82147020,North,8,57,456,Yes,No,7.3,63,0.43
2024-04-12,Butter & Spreads,Amul Butter 500g,79291279,South,19,198,3762,No,No,35.6,191,-0.97
2022-06-19,Beverages (New Flavors),Amul Choco Milk 200ml,42543602,South,3,319,957,Yes,No,21.6,279,-0.19
2024-02-20,Bakery & Frozen,Amul Frozen Veggie Burger Patty 500g,70415490,North,7,239,1673,No,No,29.6,239,-0.23
2023-12-22,Dairy Products,Amul Fresh Cream 250ml,44564353,East,14,100,1400,No,No,27.1,98,0.5
2022-12-31,Probiotic & Health Range,Amul Greek Yogurt Mango 100g,84729804,South,9,174,1566,No,No,30.0,179,-0.08
2023-11-03,Bakery & Frozen,Amul Frozen Paratha 400g,70167474,West,11,229,2519,No,No,37.3,223,-0.44
2025-07-24,Ghee & Cooking Essentials,Amul White Butter 500g,54796676,Central,15,862,12930,No,No,33.7,731,0.35
2022-05-10,Chocolates,Amul India Twilight Tryst 150g,35651383,Central,14,136,1904,No,No,15.4,165,-0.47
2021-05-28,Ghee & Cooking Essentials,Amul Cow Ghee 1L,71930565,West,21,766,16086,Yes,No,11.2,884,-0.12
2021-05-14,Beverages,Amul Kool Elaichi Milk 200ml,14701085,East,25,110,2750,No,No,15.3,107,-0.14
2021-06-28,UHT & Long Life,Amul Mithai Mate UHT 200g,93684965,East,13,139,1807,No,No,16.8,165,0.29
2021-01-11,Cheese & Cheese Products,Amul Emmental Cheese 200g,63607529,South,14,473,6622,No,No,22.0,494,0.01
2025-06-26,Dairy Products,Amul Slim & Trim Milk 500ml,64335100,Central,15,93,1395,Yes,No,20.1,95,0.79
2022-07-20,Others,Amul Ice Cream Cake 1kg,25444452,South,15,509,7635,No,No,23.0,509,0.97
2025-07-21,Health & Nutrition,Amul Low Fat Yogurt 100g,81837793,South,21,420,8820,No,No,37.6,487,0.03
2024-08-14,Beverages,Amul Kool Flavoured Milk Bottle 200ml,6094027,East,15,120,1800,No,No,23.5,115,0.47
2024-04-18,Dairy Products,Amul Gold Milk 1L,25032666,East,7,95,665,No,No,19.8,106,-0.53
2021-04-30,Ghee & Cooking Essentials,Amul Cooking Butter 500g,206846,North,5,814,4070,No,No,27.7,783,-0.4
2023-11-25,Butter & Spreads,Amul Cheese Spread Red Chilli Flakes 200g,70537390,Central,20,65,1300,No,No,22.8,69,0.7
2025-05-16,Beverages,Amul Kool Saffron Milk 200ml,79195263,South,8,129,1032,No,No,34.9,137,-0.08
2024-01-07,Butter & Spreads,Amul Peanut Spread Creamy 200g,57348568,Central,9,51,459,Yes,No,23.0,45,-0.68
2023-06-09,Dairy Products,Amul Gold Milk 1L,25032666,South,14,94,1316,Yes,No,27.3,105,-0.58
2022-09-04,Others,Amul A2 Cow Milk 1L,80405061,East,8,494,3952,No,No,35.5,427,-0.34
2024-09-11,Bakery & Frozen,Amul Frozen Veggie Burger Patty 500g,70415490,North,6,264,1584,No,No,33.8,278,0.14
2022-10-28,Probiotic & Health Range,Amul Greek Yogurt Strawberry 100g,21750991,North,15,215,3225,No,No,11.1,211,0.93
2024-07-02,Chocolates,Amul Dark Chocolate 150g,70549300,Central,16,114,1824,No,No,21.0,98,-0.1
2022-04-30,Ice Creams,Amul Vanilla Ice Cream 1L,45007361,East,16,136,2176,No,No,29.9,160,-0.04
2022-04-23,Bakery Items,Amul Cheese Danish 120g,18798487,East,13,56,728,No,No,25.7,49,0.34
2025-01-07,Dairy Products,Amul Taaza Milk 1L,16994393,West,9,104,936,No,No,35.5,109,0.45
2022-12-24,Beverages,Amul Kool Rose Milk 200ml,14415647,West,16,109,1744,Yes,Yes,19.6,114,0.34
2023-07-14,Bakery Items,Amul Chocolate Donut 80g,28937579,South,13,403,5239,No,No,37.2,491,0.93
2022-10-06,Health & Nutrition,Amul Fortified Milk 1L,56068016,West,11,592,6512,No,No,21.8,511,-0.22
2021-12-09,Snacks & Savories,Amul Masala Peanuts 250g,91980489,West,12,274,3288,No,No,36.0,224,-0.96
2024-12-11,Bakery & Frozen,Amul Frozen Paratha 400g,70167474,North,16,247,3952,Yes,No,19.0,226,-0.78
2021-12-23,Bakery & Frozen,Amul Frozen Cheese Corn Nuggets 400g,18439717,West,10,265,2650,No,No,22.6,257,-0.15
2021-04-19,Chocolates,Amul India Twilight Tryst 150g,35651383,Central,10,149,1490,Yes,No,22.5,146,-0.77
2024-06-01,Chocolates,Amul Chocozoo Kids Pack 250g,23548091,West,7,136,952,Yes,No,18.9,142,-0.36
2024-04-26,Ice Creams,Amul Kesar Pista Ice Cream 1L,24078757,East,24,277,6648,No,No,30.6,320,-0.72
2025-07-15,Cheese & Cheese Products,Amul Emmental Cheese 200g,63607529,Central,19,480,9120,No,No,15.9,492,0.08
2024-05-07,Bakery & Frozen,Amul Frozen Cheese Corn Nuggets 400g,18439717,South,8,227,1816,No,No,32.9,248,-0.34
2024-08-23,Others,Amul Butter Cookies 200g,72940877,West,9,493,4437,No,No,39.3,544,0.47
2024-09-20,Butter & Spreads,Amul Butter 100g,80016687,North,15,195,2925,No,No,6.0,214,-0.19
2024-01-19,Others,Amul Ice Cream Cake 1kg,25444452,South,23,489,11247,Yes,No,39.4,442,0.39
2025-08-02,Beverages (New Flavors),Amul Choco Milk 200ml,42543602,South,5,322,1610,No,No,29.8,325,-0.57
2022-03-15,Health & Nutrition,Amul Multigrain Dahi 200g,93245593,South,9,149,1341,No,No,34.1,154,0.01
2024-04-19,Probiotic & Health Range,Amul Greek Yogurt Mango 100g,84729804,South,8,164,1312,Yes,No,27.9,190,-0.62
2022-11-29,Ice Creams,Amul Vanilla Ice Cream 1L,45007361,South,11,153,1683,No,No,23.9,129,0.85
2024-01-05,Others,Amul Happy Treats Veggie Stix 400g,31256377,South,16,546,8736,No,No,21.3,441,0.14
2023-12-15,UHT & Long Life,Amul Slim UHT Milk 1L,45319204,South,21,138,2898,No,No,21.3,128,-0.73
2022-01-07,Ice Creams,Amul Choco Chips Ice Cream 1L,37505707,South,5,272,1360,No,No,24.5,301,0.36
2022-03-04,Ghee & Cooking Essentials,Amul Buffalo Ghee 1L,11071426,North,6,740,4440,No,No,20.6,614,-0.69
2024-12-01,Beverages,Amul Kool Elaichi Milk 200ml,14701085,North,21,122,2562,No,No,13.0,122,0.77
2025-03-19,Chocolates,Amul Milk Chocolate 150g,62232487,Central,17,118,2006,No,No,34.7,111,0.2
2022-04-07,Probiotic & Health Range,Amul Masti Dahi 400g,4957799,North,10,237,2370,Yes,No,5.9,274,-0.5
2025-07-30,Others,Amul Ice Cream Cake 1kg,25444452,North,16,455,7280,No,No,18.3,465,0.97
2021-11-09,Bakery Items,Amul Chocolate Donut 80g,28937579,East,13,446,5798,No,No,22.3,397,0.77
2024-11-04,Others,Amul Happy Treats Veggie Stix 400g,31256377,West,14,519,7266,No,No,15.0,543,0.76
2021-05-26,Cheese & Cheese Products,Amul Cheese Block 500g,97719922,South,10,495,4950,No,No,28.9,463,0.7
2023-03-19,Ice Creams,Amul Strawberry Magic 750ml,16367289,North,12,325,3900,No,No,18.8,286,-0.55
2023-05-12,Others,Amul Ice Cream Cake 1kg,25444452,West,15,490,7350,Yes,No,19.1,522,-0.55
2025-01-17,Chocolates,Amul Mystic Mocha Chocolate 150g,71579542,Central,7,32,224,No,No,36.7,34,0.48
2023-03-31,Beverages,Amul Pro Milk Drink 200g,74913534,East,24,127,3048,No,No,21.6,113,-0.61
2021-02-17,Ice Creams,Amul Chocolate Ice Cream 1L,97241768,Central,9,296,2664,No,No,20.0,329,-0.37
2023-04-23,Dairy Products,Amul Fresh Cream 250ml,44564353,South,10,101,1010,No,No,36.7,105,-0.27
2024-12-25,Ice Creams,Amul Strawberry Magic 750ml,16367289,South,14,306,4284,Yes,Yes,35.5,320,0.25
2022-11-30,Specialty Products,Amul Shrikhand Kesar 500g,43726257,Central,7,413,2891,No,No,18.7,410,0.65
2023-10-09,Health & Nutrition,Amul Protein Shake Vanilla 200ml,48334136,East,18,650,11700,Yes,No,27.6,560,0.31
2023-12-09,Health & Nutrition,Amul Multigrain Dahi 200g,93245593,South,9,147,1323,Yes,No,36.6,135,-0.33
2020-09-10,Ice Creams,Amul Dark Chocolate Ice Cream 1L,13006228,North,6,281,1686,No,No,19.5,333,0.13
2023-09-21,Ghee & Cooking Essentials,Amul Cooking Butter 500g,206846,West,12,817,9804,No,No,27.0,736,-0.47
2023-01-23,Others,Amul Cheese Tin 500g,82806583,West,21,451,9471,No,No,17.3,561,0.95
2024-11-30,Beverages (New Flavors),Amul Strawberry Lassi 250ml,71235158,West,22,628,13816,No,No,36.5,632,-0.97
2020-10-30,UHT & Long Life,Amul Gold UHT Milk 1L,41910047,West,11,136,1496,No,No,18.5,130,-0.41
2020-12-17,Beverages (New Flavors),Amul Strawberry Lassi 250ml,71235158,North,16,625,10000,No,No,22.9,553,-0.22
2023-06-01,Beverages,Amul Kool Koko 200ml,83184284,West,4,108,432,No,No,19.5,137,-0.67
2024-03-11,Chocolates,Amul Dark Chocolate 150g,70549300,Central,20,110,2200,Yes,No,24.2,104,0.75
2021-01-05,Ice Creams,Amul Vanilla Ice Cream 1L,45007361,South,12,143,1716,No,No,24.0,133,-0.54
2025-07-19,Probiotic & Health Range,Amul Probiotic Dahi 400g,33992976,East,12,231,2772,Yes,No,32.5,279,0.54
2025-04-08,Bakery & Frozen,Amul Pizza Base 200g,51772550,North,21,234,4914,No,No,34.1,265,0.86
2024-01-11,Others,Amul Butter Cookies 200g,72940877,West,11,502,5522,No,No,22.3,460,-0.56
2021-09-03,Probiotic & Health Range,Amul Greek Yogurt Blueberry 100g,21365294,Central,10,239,2390,No,No,20.9,236,0.45
2022-06-20,Probiotic & Health Range,Amul Masti Dahi 400g,4957799,West,9,244,2196,No,No,20.5,223,0.86
2025-01-01,Beverages (New Flavors),Amul Strawberry Lassi 250ml,71235158,East,19,571,10849,Yes,Yes,18.1,534,-0.46
2024-05-07,Beverages,Amul Tru Orange Juice 200ml,26980737,East,19,124,2356,No,No,26.7,102,-0.37
2022-04-19,UHT & Long Life,Amul Gold UHT Milk 1L,41910047,South,4,142,568,No,No,30.0,129,-0.41
2022-02-21,Cheese & Cheese Products,Amul Cheese Block 500g,97719922,East,13,535,6955,Yes,No,25.4,563,-0.69
2021-03-18,Ice Creams,Amul Butter Scotch Ice Cream 1L,97994268,West,19,325,6175,No,No,13.9,291,0.05
2020-12-10,Specialty Products,Amul Shrikhand Kesar 500g,43726257,West,7,396,2772,No,No,13.9,367,0.97
2025-08-22,UHT & Long Life,Amul Cream Tetra Pack 250ml,64829395,Central,15,139,2085,No,No,33.9,132,0.74
2024-04-16,Cheese & Cheese Products,Amul Cheese Block 500g,97719922,North,14,494,6916,No,No,28.8,504,0.08
2021-12-04,UHT & Long Life,Amul Slim UHT Milk 1L,45319204,Central,16,162,2592,No,No,24.1,156,0.57
2024-09-08,Ice Creams,Amul Kesar Pista Ice Cream 1L,24078757,North,21,270,5670,No,No,13.4,340,-0.32
2023-08-22,Others,Amul Ice Cream Cake 1kg,25444452,South,28,504,14112,No,Yes,32.3,561,-0.06
2020-09-10,Ice Creams,Amul Kesar Pista Ice Cream 1L,24078757,Central,16,274,4384,No,No,18.3,311,-0.61
2021-01-29,Beverages (New Flavors),Amul Cold Coffee 200ml,51783426,West,20,392,7840,No,No,20.1,365,-0.2
2024-08-31,Chocolates,Amul Milk Chocolate 150g,62232487,South,8,112,896,Yes,No,20.7,103,0.07
2024-11-30,Cheese & Cheese Products,Amul Pizza Cheese 1kg,79666428,West,11,504,5544,No,No,38.6,482,-0.42
2021-01-31,Dairy Products,Amul Spiced Buttermilk 500ml,91503640,West,27,95,2565,No,No,28.2,88,0.19
2021-01-24,Beverages,Amul Kool Elaichi Milk 200ml,14701085,West,19,109,2071,No,No,19.5,104,-0.97
2021-07-05,Probiotic & Health Range,Amul Probiotic Dahi 400g,33992976,West,12,246,2952,No,No,34.9,229,-0.26
2022-08-14,Dairy Products,Amul Fresh Cream 250ml,44564353,South,6,97,582,No,No,29.2,111,-0.53
2020-09-03,Chocolates,Amul India Twilight Tryst 150g,35651383,North,20,143,2860,Yes,No,31.5,166,0.58
2024-05-28,Butter & Spreads,Amul Butter 500g,79291279,North,8,197,1576,Yes,No,16.6,226,-0.39
2022-08-30,Bakery & Frozen,Amul Pizza Base 200g,51772550,North,12,268,3216,No,No,12.7,257,0.12
2022-01-14,Ice Creams,Amul Chocolate Ice Cream 1L,97241768,West,16,302,4832,No,Yes,12.4,280,0.59
2024-08-25,Dairy Products,Amul Paneer 200g,18315080,Central,22,66,1452,No,No,17.2,59,0.35
2023-08-19,Butter & Spreads,Amul Cheese Spread Yummy Plain 200g,83734632,Central,19,190,3610,No,No,35.1,171,-0.18
2021-04-22,Dairy Products,Amul Lactose-Free Milk 1L,91017437,East,18,93,1674,No,No,27.1,102,0.75
2023-09-23,Bakery Items,Amul Vanilla Muffin 90g,34223963,North,6,47,282,No,No,10.6,48,-0.24
2020-11-27,Butter & Spreads,Amul Peanut Spread Crunchy 200g,94900507,East,9,109,981,No,No,35.8,109,0.21
2025-08-04,Specialty Products,Amul Shrikhand Elaichi 500g,12337385,West,17,393,6681,No,No,20.1,410,-0.98
2025-05-10,Bakery Items,Amul Chocolate Brownie 100g,58937020,West,9,207,1863,Yes,No,23.1,230,-0.48
2024-12-06,Specialty Products,Amul Shrikhand Kesar 500g,43726257,Central,7,369,2583,No,No,23.2,454,-0.57
2024-12-30,Chocolates,Amul Almond Bar 40g,82147020,West,13,52,676,No,No,38.3,49,-0.57
2024-12-05,Probiotic & Health Range,Amul Probiotic Dahi 400g,33992976,East,11,257,2827,No,No,31.9,247,-0.43
2023-09-29,Ice Creams,Amul Dark Chocolate Ice Cream 1L,13006228,East,7,299,2093,No,No,32.5,296,0.17
2022-11-16,Bakery & Frozen,Amul Frozen Paratha 400g,70167474,West,12,226,2712,No,No,16.1,271,-0.23
2025-04-16,Beverages (New Flavors),Amul Cold Coffee 200ml,51783426,South,17,383,6511,No,No,27.9,390,0.44
2025-05-08,Beverages,Amul Pro Milk Drink 200g,74913534,North,17,122,2074,No,No,28.4,119,0.37
2023-08-07,Others,Amul Organic Ghee 500ml,18009972,West,19,527,10013,Yes,No,21.4,435,0.4
2023-09-28,Health & Nutrition,Amul Protein Shake Chocolate 200ml,57937380,Central,15,593,8895,No,No,37.9,677,0.71
2024-05-29,Others,Amul Camel Milk 500ml,1148473,South,9,509,4581,No,No,27.3,453,-0.49
2022-01-12,Probiotic & Health Range,Amul Masti Dahi 400g,4957799,West,10,264,2640,Yes,No,22.9,238,-0.77
2023-05-26,Beverages,Amul Kool Rose Milk 200ml,14415647,West,9,126,1134,No,No,32.6,104,-0.82
2023-09-18,Ice Creams,Amul Rajbhog Ice Cream 1L,7241154,South,7,319,2233,No,No,29.6,296,-0.47
2024-05-11,Bakery Items,Amul Chocolate Donut 80g,28937579,South,11,410,4510,No,No,22.6,447,0.17
2020-10-10,UHT & Long Life,Amul Slim UHT Milk 1L,45319204,East,10,151,1510,No,No,22.9,136,0.78
2021-02-12,Snacks & Savories,Amul Masala Peanuts 250g,91980489,Central,13,242,3146,No,No,31.7,273,-0.23
2024-06-17,Cheese & Cheese Products,Amul Processed Cheese Cube 200g,46612151,South,15,245,3675,No,No,38.1,241,0.12
2021-04-20,Beverages,Amul Tru Orange Juice 200ml,26980737,Central,17,108,1836,No,No,38.8,104,-0.22
2021-12-13,Beverages,Amul Kool Flavoured Milk Bottle 200ml,6094027,North,20,130,2600,No,No,11.6,116,-0.93
2024-03-15,UHT & Long Life,Amul Taaza UHT Milk 1L,40523156,Central,19,153,2907,No,No,33.7,134,0.52
2022-05-31,Ice Creams,Amul Vanilla Ice Cream 1L,45007361,East,18,158,2844,No,No,26.5,132,0.11
2025-04-12,Ice Creams,Amul Vanilla Ice Cream 1L,45007361,North,36,147,5292,No,Yes,33.9,141,0.98
2023-11-15,Ice Creams,Amul Choco Chips Ice Cream 1L,37505707,West,11,282,3102,No,No,37.1,333,0.38
2024-03-29,Beverages,Amul Tru Apple Juice 200ml,70134094,South,28,80,2240,No,Yes,36.8,66,-0.99
2025-02-21,Bakery Items,Amul Vanilla Muffin 90g,34223963,West,8,52,416,No,No,36.3,57,0.87
2022-01-23,Cheese & Cheese Products,Amul Cheese Slices 200g,92496774,South,13,348,4524,No,No,24.0,408,0.47
2025-01-27,Beverages,Amul Kool Café 200ml,68165390,North,13,50,650,No,No,12.1,51,0.81
2021-04-15,UHT & Long Life,Amul Cream Tetra Pack 250ml,64829395,Central,9,163,1467,No,No,15.7,129,0.09
2022-11-18,UHT & Long Life,Amul Mithai Mate UHT 200g,93684965,East,17,159,2703,No,No,15.6,167,0.56
2021-09-03,UHT & Long Life,Amul Mithai Mate UHT 200g,93684965,South,10,162,1620,No,No,30.5,172,0.58
2021-11-17,Ghee & Cooking Essentials,Amul Cooking Butter 500g,206846,South,10,800,8000,Yes,No,35.3,774,0.61
2020-11-01,Beverages,Amul Tru Apple Juice 200ml,70134094,East,17,76,1292,No,No,15.1,67,-0.21
2020-09-07,Specialty Products,Amul Rasmalai 500g,11289388,North,15,410,6150,No,No,9.3,457,0.34
2022-07-30,Cheese & Cheese Products,Amul Gouda Cheese 200g,78916050,East,4,491,1964,No,No,15.6,513,0.9
2021-03-22,UHT & Long Life,Amul Gold UHT Milk 1L,41910047,West,7,161,1127,No,No,21.8,167,-0.47
2022-02-16,Bakery Items,Amul Cheese Danish 120g,18798487,South,15,48,720,No,No,27.7,49,-0.48
2022-07-22,Ghee & Cooking Essentials,Amul Cooking Butter 500g,206846,South,13,832,10816,No,No,32.9,794,-0.84
2021-11-14,Ghee & Cooking Essentials,Amul Cow Ghee 1L,71930565,West,17,815,13855,No,No,12.9,912,-0.56
2023-04-23,Cheese & Cheese Products,Amul Cheese Block 500g,97719922,South,12,489,5868,No,No,24.9,550,-0.04
2021-06-01,Beverages,Amul Kool Rose Milk 200ml,14415647,East,12,109,1308,Yes,No,17.3,126,-0.85
2024-12-09,Ghee & Cooking Essentials,Amul White Butter 500g,54796676,West,8,854,6832,No,No,30.8,757,-0.87
2024-05-29,Dairy Products,Amul Mithai Mate Condensed Milk 400g,11288909,West,7,93,651,No,No,14.9,90,-0.41
2023-11-22,Bakery & Frozen,Amul Pizza Base 200g,51772550,East,19,227,4313,Yes,No,23.6,274,-0.86
2022-12-13,UHT & Long Life,Amul Mithai Mate UHT 200g,93684965,North,13,163,2119,No,No,30.8,133,-0.82
2020-10-30,Ice Creams,Amul Kulfi 60ml,68137847,Central,14,113,1582,No,No,24.7,93,-0.08
2020-09-07,Ghee & Cooking Essentials,Amul Buffalo Ghee 1L,11071426,Central,7,715,5005,No,No,19.5,681,-0.48
2024-09-19,Ice Creams,Amul Cassata Slice 120ml,14909382,West,9,60,540,No,No,30.2,51,0.21
2022-04-14,Beverages,Amul Pro Milk Drink 200g,74913534,Central,39,113,4407,No,Yes,24.8,109,-0.27
2023-04-21,Health & Nutrition,Amul Multigrain Dahi 200g,93245593,Central,24,161,3864,No,Yes,24.1,143,-0.95
2020-12-01,Others,Amul Ice Cream Cake 1kg,25444452,North,12,474,5688,Yes,No,26.5,569,0.56
2021-10-11,Beverages (New Flavors),Amul Choco Milk 200ml,42543602,East,9,320,2880,No,No,21.9,338,0.34
2021-02-06,Others,Amul A2 Cow Milk 1L,80405061,East,12,495,5940,No,No,27.2,454,-0.52
2023-09-16,Specialty Products,Amul Rasmalai 500g,11289388,Central,19,408,7752,No,No,33.1,396,0.34
2023-04-16,Butter & Spreads,Amul Butter 500g,79291279,East,11,210,2310,No,No,24.6,193,-0.01
2024-07-19,Butter & Spreads,Amul Garlic & Herbs Butter 100g,16267619,West,20,54,1080,No,No,35.4,42,-0.39
2021-03-20,Beverages (New Flavors),Amul Mango Lassi 250ml,31363198,West,12,560,6720,No,No,24.0,686,-0.76
2021-06-05,Beverages,Amul Kool Koko 200ml,83184284,North,13,109,1417,No,No,5.6,103,0.58
2022-01-20,Ice Creams,Amul Cassata Slice 120ml,14909382,Central,7,51,357,Yes,No,23.2,63,0.58
2024-02-22,Health & Nutrition,Amul Low Fat Yogurt 100g,81837793,South,16,398,6368,Yes,No,38.6,474,0.9
2025-02-19,Others,Amul Ice Cream Cake 1kg,25444452,East,18,469,8442,No,No,21.8,555,0.83
2021-09-04,Cheese & Cheese Products,Amul Mozzarella Cheese 200g,59239307,Central,7,487,3409,Yes,No,30.0,439,0.79
2021-07-30,Bakery Items,Amul Vanilla Muffin 90g,34223963,North,8,49,392,Yes,No,14.9,50,0.33
2021-10-29,Ice Creams,Amul Choco Chips Ice Cream 1L,37505707,West,12,319,3828,No,No,11.8,266,0.22
2020-10-23,UHT & Long Life,Amul Taaza UHT Milk 1L,40523156,North,15,164,2460,No,No,30.0,164,0.87
2023-10-30,Specialty Products,Amul Shrikhand Elaichi 500g,12337385,West,19,404,7676,No,No,12.9,365,0.81
2023-02-24,Cheese & Cheese Products,Amul Gouda Cheese 200g,78916050,South,9,501,4509,No,No,20.3,539,-0.98
2023-02-10,Others,Amul Happy Treats Veggie Stix 400g,31256377,South,11,490,5390,Yes,No,36.6,478,0.54
2021-12-13,Ice Creams,Amul Strawberry Magic 750ml,16367289,South,9,308,2772,No,No,21.4,302,-0.87
2022-01-13,Specialty Products,Amul Basundi 1L,12571772,East,9,422,3798,No,No,33.7,405,0.91
2024-04-12,Health & Nutrition,Amul Multigrain Dahi 200g,93245593,North,12,151,1812,No,No,32.0,162,-0.13
2021-03-07,Cheese & Cheese Products,Amul Cheese Block 500g,97719922,South,12,523,6276,Yes,No,34.3,533,0.8
2023-07-22,Bakery & Frozen,Amul Frozen Veggie Burger Patty 500g,70415490,Central,10,238,2380,No,No,39.4,221,0.44
2022-06-20,Dairy Products,Amul Slim & Trim Milk 500ml,64335100,North,16,107,1712,No,No,31.5,87,0.38
2025-04-28,Others,Amul A2 Cow Milk 1L,80405061,East,14,456,6384,Yes,No,19.9,544,0.25
2021-07-19,Cheese & Cheese Products,Amul Cheddar Cheese 200g,53074058,East,17,513,8721,No,No,33.4,471,-0.15
2023-12-08,Beverages,Amul Kool Saffron Milk 200ml,79195263,Central,16,120,1920,Yes,No,31.9,120,-0.28
2021-12-31,Probiotic & Health Range,Amul Masti Dahi 400g,4957799,Central,10,255,2550,No,No,32.2,249,-0.39
2020-09-23,Butter & Spreads,Amul Garlic & Herbs Butter 100g,16267619,Central,12,47,564,No,No,26.8,55,-0.34
2024-03-02,Others,Amul Ice Cream Cake 1kg,25444452,South,20,510,10200,No,No,38.1,503,0.14
2025-07-01,Ice Creams,Amul Chocolate Ice Cream 1L,97241768,South,16,308,4928,No,No,36.4,313,-0.93
2021-09-07,Ice Creams,Amul Kulfi 60ml,68137847,West,12,99,1188,Yes,No,18.5,106,0.22
2022-08-30,Beverages,Amul Kool Rose Milk 200ml,14415647,South,11,113,1243,No,No,29.0,109,0.93
2022-11-24,Bakery Items,Amul Chocolate Brownie 100g,58937020,East,17,232,3944,No,No,27.4,214,0.87
2024-11-16,Beverages (New Flavors),Amul Mango Lassi 250ml,31363198,North,9,629,5661,Yes,No,34.7,546,0.13
2024-04-02,Ice Creams,Amul Dark Chocolate Ice Cream 1L,13006228,North,6,284,1704,No,No,30.6,292,-0.92
2022-03-26,Health & Nutrition,Amul Protein Shake Chocolate 200ml,57937380,East,19,629,11951,Yes,No,24.7,567,-0.28
2020-12-30,Dairy Products,Amul Gold Milk 1L,25032666,North,14,91,1274,Yes,No,15.9,87,0.51
2022-02-13,Butter & Spreads,Amul Butter 500g,79291279,West,14,207,2898,Yes,No,24.7,222,0.64
2023-10-22,Bakery & Frozen,Amul Frozen Cheese Corn Nuggets 400g,18439717,Central,5,244,1220,No,No,23.1,270,0.77
2023-10-03,Bakery Items,Amul Cheese Danish 120g,18798487,Central,18,49,882,No,No,34.8,49,0.04
2020-10-13,Dairy Products,Amul Masti Buttermilk 500ml,26598550,South,13,101,1313,No,No,30.6,90,0.25
2024-05-25,Probiotic & Health Range,Amul Masti Dahi 400g,4957799,West,13,227,2951,Yes,No,15.0,242,-0.3
2020-09-03,UHT & Long Life,Amul Cream Tetra Pack 250ml,64829395,West,6,151,906,Yes,No,25.0,169,-0.6
2024-05-15,Butter & Spreads,Amul Garlic & Herbs Butter 100g,16267619,West,18,46,828,Yes,No,19.2,47,-0.19
2022-09-16,Dairy Products,Amul Masti Buttermilk 500ml,26598550,South,10,108,1080,No,No,25.8,104,0.24
2024-01-02,Dairy Products,Amul Malai Paneer 1kg,43280889,South,15,108,1620,Yes,No,26.7,112,0.8
2020-12-05,Health & Nutrition,Amul Protein Shake Vanilla 200ml,48334136,South,17,608,10336,No,No,26.0,578,-0.28
2021-01-03,Cheese & Cheese Products,Amul Cheese Slices 200g,92496774,Central,17,377,6409,No,No,39.3,387,0.15
2023-08-16,Beverages,Amul Pro Milk Drink 200g,74913534,South,15,120,1800,No,No,39.4,125,-0.68
2024-05-22,Cheese & Cheese Products,Amul Pizza Cheese 1kg,79666428,West,17,498,8466,No,No,32.9,441,-0.89
2024-08-03,Bakery & Frozen,Amul Frozen Paratha 400g,70167474,East,16,266,4256,No,No,20.3,251,0.86
2021-05-17,UHT & Long Life,Amul Slim UHT Milk 1L,45319204,East,15,156,2340,No,No,31.4,147,-0.28
